Used 2009 Datasets
Initialized Expression Datasets
Intersection: 0
Initialized training and validation data
Initialized Network
Used Cross Entropy Loss Function
./Yeast Resources/Pairwise/Spell/Random_Control/Control_x_b_113x25000x53_lr0.01_batch50_Train_/
./Yeast Resources/Pairwise/Spell/Random_Control/Control_x_b_113x25000x53_lr0.01_batch50_Test_/
100 Batch Cumulative Loss: 493.2967185974121
Time for 100 Batches: 0.005649304389953614
100 Batch Cumulative Loss: 760.9858379364014
Time for 100 Batches: 0.3818209449450175
100 Batch Cumulative Loss: 694.4157810211182
Time for 100 Batches: 0.37116628885269165
100 Batch Cumulative Loss: 634.8483762741089
Time for 100 Batches: 0.38718862930933634
100 Batch Cumulative Loss: 554.028156042099
Time for 100 Batches: 0.38154820203781126
100 Batch Cumulative Loss: 473.5236556529999
Time for 100 Batches: 0.3697638789812724
100 Batch Cumulative Loss: 460.43240666389465
Time for 100 Batches: 0.3700528860092163
100 Batch Cumulative Loss: 411.98926615715027
Time for 100 Batches: 0.37086562712987264
100 Batch Cumulative Loss: 416.92748641967773
Time for 100 Batches: 0.3725853681564331
100 Batch Cumulative Loss: 409.7793245315552
Time for 100 Batches: 0.37058215141296386
100 Batch Cumulative Loss: 382.6616122722626
Time for 100 Batches: 0.3725418567657471
100 Batch Cumulative Loss: 378.8830096721649
Time for 100 Batches: 0.3663591265678406
100 Batch Cumulative Loss: 362.5335965156555
Time for 100 Batches: 0.3688427488009135
100 Batch Cumulative Loss: 362.8040735721588
Time for 100 Batches: 0.37275113264719645
100 Batch Cumulative Loss: 348.1078824996948
Time for 100 Batches: 0.367605996131897
100 Batch Cumulative Loss: 329.8141403198242
Time for 100 Batches: 0.37103776534398397
100 Batch Cumulative Loss: 337.48566150665283
Time for 100 Batches: 0.37355034748713173
100 Batch Cumulative Loss: 321.30854845046997
Time for 100 Batches: 0.36953545014063516
100 Batch Cumulative Loss: 332.7331826686859
Time for 100 Batches: 0.36642340819040936
100 Batch Cumulative Loss: 326.21273922920227
Time for 100 Batches: 0.37810658613840736
100 Batch Cumulative Loss: 308.1523480415344
Time for 100 Batches: 0.3704596161842346
100 Batch Cumulative Loss: 311.15871000289917
Time for 100 Batches: 0.3788904865582784
100 Batch Cumulative Loss: 289.81204104423523
Time for 100 Batches: 0.37379735708236694
100 Batch Cumulative Loss: 294.7014603614807
Time for 100 Batches: 0.3739980260531108
100 Batch Cumulative Loss: 291.0921096801758
Time for 100 Batches: 0.37098402976989747
100 Batch Cumulative Loss: 285.6269931793213
Time for 100 Batches: 0.37367948293685915
100 Batch Cumulative Loss: 287.7468594312668
Time for 100 Batches: 0.3726316809654236
100 Batch Cumulative Loss: 278.4811588525772
Time for 100 Batches: 0.37765557765960694
100 Batch Cumulative Loss: 273.1840010881424
Time for 100 Batches: 0.3723109205563863
100 Batch Cumulative Loss: 272.81638407707214
Time for 100 Batches: 0.3719801068305969
100 Batch Cumulative Loss: 272.9045172929764
Time for 100 Batches: 0.3723385771115621
100 Batch Cumulative Loss: 270.611528635025
Time for 100 Batches: 0.3702442208925883
100 Batch Cumulative Loss: 267.5448080301285
Time for 100 Batches: 0.37254531383514405
100 Batch Cumulative Loss: 260.3242481946945
Time for 100 Batches: 0.3734979192415873
100 Batch Cumulative Loss: 279.2510437965393
Time for 100 Batches: 0.37379302581151325
100 Batch Cumulative Loss: 272.14663422107697
Time for 100 Batches: 0.3739352146784464
100 Batch Cumulative Loss: 252.3667675256729
Time for 100 Batches: 0.37205593983332313
