Name,+/-,Score,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YOL023W,0,376.7310026250373,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YBR120C,0,333.2435554371715,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YLR069C,0,322.49141633223377,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YPL097W,0,292.8447444419142,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YHR091C,0,289.08428791174174,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YNL073W,0,267.08844750441483,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YNR045W,0,251.1728841576837,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YOL033W,0,242.7771594756243,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YPR047W,0,236.99226903875967,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YGL143C,0,235.86988643348042,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YPL104W,0,223.52138247745268,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YGR171C,0,182.84982461753052,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YOR201C,0,175.0284200618538,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YGR169C,0,169.8766217476714,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YPL083C,0,164.0206671748762,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YMR023C,0,152.036425620272,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YGL236C,0,149.0524939406466,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YMR257C,0,145.0336488767377,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YLR067C,0,143.15397931786475,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YDR120C,0,127.27136874216247,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YBL057C,0,127.21967540387884,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YBR121C,0,126.24263013803662,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YCL017C,0,117.80501005085091,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YAR008W,0,101.43384428574224,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YLR105C,0,99.81013895759747,0,0,4655,105,0.9779411764705882,1.0,0.0,0.0,1.0
YEL020W-A,1,85.48580325106741,1,0,4655,104,0.9781512605042016,1.0,0.009523809523809525,0.0,1.0
YMR059W,0,83.38168538567642,1,0,4655,104,0.9781512605042016,1.0,0.009523809523809525,0.0,1.0
YKR035W-A,-1,81.94720523059368,1,1,4654,104,0.9779411764705882,0.5,0.009523809523809525,0.00021482277121374866,0.9997851772287862
YLL018C,0,78.19788515570039,1,1,4654,104,0.9779411764705882,0.5,0.009523809523809525,0.00021482277121374866,0.9997851772287862
YKL053C-A,1,75.20145872212015,2,1,4654,103,0.9781512605042016,0.6666666666666666,0.01904761904761905,0.00021482277121374866,0.9997851772287862
YER048W-A,-1,74.63505172436999,2,2,4653,103,0.9779411764705882,0.5,0.01904761904761905,0.0004296455424274973,0.9995703544575725
YIL062C,1,72.11175421575933,3,2,4653,102,0.9781512605042016,0.6,0.02857142857142857,0.0004296455424274973,0.9995703544575725
YPR191W,-1,70.79247714954545,3,3,4652,102,0.9779411764705882,0.5,0.02857142857142857,0.0006444683136412459,0.9993555316863587
YBR126C,-1,70.64845956363078,3,4,4651,102,0.9777310924369748,0.42857142857142855,0.02857142857142857,0.0008592910848549946,0.9991407089151451
YFR032C-A,-1,68.57023705158144,3,5,4650,102,0.9775210084033613,0.375,0.02857142857142857,0.0010741138560687433,0.9989258861439313
YGR253C,-1,68.37850220295678,3,6,4649,102,0.9773109243697479,0.3333333333333333,0.02857142857142857,0.0012889366272824919,0.9987110633727175
YPL203W,-1,67.76794371687396,3,7,4648,102,0.9771008403361344,0.3,0.02857142857142857,0.0015037593984962407,0.9984962406015038
YDR074W,-1,67.52487477009544,3,8,4647,102,0.976890756302521,0.2727272727272727,0.02857142857142857,0.0017185821697099893,0.99828141783029
YBR139W,-1,67.27091332204236,3,9,4646,102,0.9766806722689075,0.25,0.02857142857142857,0.001933404940923738,0.9980665950590762
YJL063C,1,67.199704677402,4,9,4646,101,0.976890756302521,0.3076923076923077,0.0380952380952381,0.001933404940923738,0.9980665950590762
YJR125C,-1,66.34256231352279,4,10,4645,101,0.9766806722689075,0.2857142857142857,0.0380952380952381,0.0021482277121374865,0.9978517722878625
YLR258W,-1,66.04710268317217,4,11,4644,101,0.9764705882352941,0.26666666666666666,0.0380952380952381,0.002363050483351235,0.9976369495166487
YLR370C,1,65.96121187784983,5,11,4644,100,0.9766806722689075,0.3125,0.047619047619047616,0.002363050483351235,0.9976369495166487
YPR011C,-1,65.78003136821073,5,12,4643,100,0.9764705882352941,0.29411764705882354,0.047619047619047616,0.0025778732545649837,0.9974221267454351
YBR058C-A,-1,65.5347729976594,5,13,4642,100,0.9762605042016806,0.2777777777777778,0.047619047619047616,0.0027926960257787323,0.9972073039742213
YMR152W,-1,65.4190383957831,5,14,4641,100,0.9760504201680672,0.2631578947368421,0.047619047619047616,0.0030075187969924814,0.9969924812030075
YOR274W,0,64.61184726377381,5,14,4641,100,0.9760504201680672,0.2631578947368421,0.047619047619047616,0.0030075187969924814,0.9969924812030075
YDR358W,-1,64.12247266180384,5,15,4640,100,0.9758403361344538,0.25,0.047619047619047616,0.00322234156820623,0.9967776584317938
YNL156C,-1,63.66689978528109,5,16,4639,100,0.9756302521008403,0.23809523809523808,0.047619047619047616,0.0034371643394199786,0.99656283566058
YHR104W,-1,63.48091615379474,5,17,4638,100,0.9754201680672269,0.22727272727272727,0.047619047619047616,0.003651987110633727,0.9963480128893663
YOR354C,-1,63.4236784153386,5,18,4637,100,0.9752100840336134,0.21739130434782608,0.047619047619047616,0.003866809881847476,0.9961331901181525
YKL192C,-1,63.1996009382718,5,19,4636,100,0.975,0.20833333333333334,0.047619047619047616,0.004081632653061225,0.9959183673469387
YDL018C,-1,63.17834958565932,5,20,4635,100,0.9747899159663865,0.2,0.047619047619047616,0.004296455424274973,0.9957035445757251
YBR185C,1,63.08802051074974,6,20,4635,99,0.975,0.23076923076923078,0.05714285714285714,0.004296455424274973,0.9957035445757251
YOL143C,-1,62.96662538895866,6,21,4634,99,0.9747899159663865,0.2222222222222222,0.05714285714285714,0.004511278195488722,0.9954887218045113
YKL067W,-1,62.74660268974138,6,22,4633,99,0.9745798319327731,0.21428571428571427,0.05714285714285714,0.00472610096670247,0.9952738990332975
YPL098C,1,62.7037971015925,7,22,4633,98,0.9747899159663865,0.2413793103448276,0.06666666666666667,0.00472610096670247,0.9952738990332975
YBR149W,-1,62.585211980582244,7,23,4632,98,0.9745798319327731,0.23333333333333334,0.06666666666666667,0.004940923737916219,0.9950590762620838
YGL040C,-1,61.66543421558072,7,24,4631,98,0.9743697478991596,0.22580645161290322,0.06666666666666667,0.0051557465091299675,0.99484425349087
YDR511W,-1,60.95479283484933,7,25,4630,98,0.9741596638655462,0.21875,0.06666666666666667,0.0053705692803437165,0.9946294307196563
YIR021W,-1,60.91714176747382,7,26,4629,98,0.9739495798319328,0.21212121212121213,0.06666666666666667,0.005585392051557465,0.9944146079484425
YMR071C,-1,60.60633914688151,7,27,4628,98,0.9737394957983193,0.20588235294117646,0.06666666666666667,0.005800214822771214,0.9941997851772287
YPR184W,-1,60.52857340244161,7,28,4627,98,0.9735294117647059,0.2,0.06666666666666667,0.006015037593984963,0.9939849624060151
YOR298C-A,-1,60.45639221750278,7,29,4626,98,0.9733193277310924,0.19444444444444445,0.06666666666666667,0.006229860365198711,0.9937701396348013
YLL026W,-1,60.16893894409926,7,30,4625,98,0.973109243697479,0.1891891891891892,0.06666666666666667,0.00644468313641246,0.9935553168635876
YGR111W,-1,59.701683270909,7,31,4624,98,0.9728991596638655,0.18421052631578946,0.06666666666666667,0.006659505907626208,0.9933404940923738
YCL034W,-1,59.592954403393215,7,32,4623,98,0.9726890756302521,0.1794871794871795,0.06666666666666667,0.006874328678839957,0.99312567132116
YMR139W,-1,59.13554865561428,7,33,4622,98,0.9724789915966386,0.175,0.06666666666666667,0.007089151450053705,0.9929108485499463
YCL040W,-1,58.99764639836424,7,34,4621,98,0.9722689075630252,0.17073170731707318,0.06666666666666667,0.007303974221267454,0.9926960257787325
YDL036C,0,58.873005571327504,7,34,4621,98,0.9722689075630252,0.17073170731707318,0.06666666666666667,0.007303974221267454,0.9926960257787325
YIL124W,-1,58.73927410521247,7,35,4620,98,0.9720588235294118,0.16666666666666666,0.06666666666666667,0.007518796992481203,0.9924812030075187
YBR026C,-1,58.71490831258711,7,36,4619,98,0.9718487394957983,0.16279069767441862,0.06666666666666667,0.007733619763694952,0.9922663802363051
YOR163W,-1,58.65508292293514,7,37,4618,98,0.9716386554621849,0.1590909090909091,0.06666666666666667,0.0079484425349087,0.9920515574650913
YML004C,-1,58.291939378154666,7,38,4617,98,0.9714285714285714,0.15555555555555556,0.06666666666666667,0.00816326530612245,0.9918367346938776
YNR032C-A,-1,58.125621214430225,7,39,4616,98,0.971218487394958,0.15217391304347827,0.06666666666666667,0.008378088077336197,0.9916219119226638
YBL045C,-1,58.04490603387319,7,40,4615,98,0.9710084033613445,0.14893617021276595,0.06666666666666667,0.008592910848549946,0.99140708915145
YKL007W,-1,57.743827368173456,7,41,4614,98,0.9707983193277311,0.14583333333333334,0.06666666666666667,0.008807733619763695,0.9911922663802363
YLL019C,-1,57.61676256797569,7,42,4613,98,0.9705882352941176,0.14285714285714285,0.06666666666666667,0.009022556390977444,0.9909774436090225
YKL103C,-1,57.47344189678188,7,43,4612,98,0.9703781512605042,0.14,0.06666666666666667,0.009237379162191191,0.9907626208378089
YOR266W,1,57.405808506442554,8,43,4612,97,0.9705882352941176,0.1568627450980392,0.0761904761904762,0.009237379162191191,0.9907626208378089
YLR262C-A,-1,57.14128981626345,8,44,4611,97,0.9703781512605042,0.15384615384615385,0.0761904761904762,0.00945220193340494,0.9905477980665951
