Gene A,Gene B,Label,Score,True Positive,False Negative,True Negative,False Positive,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YJL112W,YDR511W,1,8.87234,1.0,1024.0,9975.0,0.0,0.9069091081619263,1.0,0.0009756097570061684,0.0,1.0
YPR020W,YCR079W,1,8.510397,2.0,1023.0,9975.0,0.0,0.9070000052452087,1.0,0.0019512195140123367,0.0,1.0
YBL078C,YDR322W,1,8.502214,3.0,1022.0,9975.0,0.0,0.9070909023284912,1.0,0.002926829271018505,0.0,1.0
YLR178C,YOR045W,0,8.456515,3.0,1022.0,9974.0,1.0,0.9070000052452087,0.75,0.002926829271018505,0.00010025062510976568,0.9998997449874878
YKL053C-A,YJL102W,1,8.302802,4.0,1021.0,9974.0,1.0,0.9070909023284912,0.800000011920929,0.0039024390280246735,0.00010025062510976568,0.9998997449874878
YBR185C,YPL240C,1,8.225596,5.0,1020.0,9974.0,1.0,0.9071817994117737,0.8333333134651184,0.004878048785030842,0.00010025062510976568,0.9998997449874878
YPR023C,YNL315C,0,8.064245,5.0,1020.0,9973.0,2.0,0.9070909023284912,0.7142857313156128,0.004878048785030842,0.00020050125021953136,0.9997994899749756
YBR262C,YLL009C,1,8.020413,6.0,1019.0,9973.0,2.0,0.9071817994117737,0.75,0.00585365854203701,0.00020050125021953136,0.9997994899749756
YOR245C,YOR187W,0,7.9612703,6.0,1019.0,9972.0,3.0,0.9070909023284912,0.6666666865348816,0.00585365854203701,0.00030075188260525465,0.9996992349624634
YFL016C,YDR529C,1,7.9031377,7.0,1018.0,9972.0,3.0,0.9071817994117737,0.699999988079071,0.0068292682990431786,0.00030075188260525465,0.9996992349624634
YCR079W,YDR511W,1,7.884478,8.0,1017.0,9972.0,3.0,0.9072727560997009,0.7272727489471436,0.007804878056049347,0.00030075188260525465,0.9996992349624634
YGR112W,YIL098C,1,7.837528,9.0,1016.0,9972.0,3.0,0.9073636531829834,0.75,0.008780487813055515,0.00030075188260525465,0.9996992349624634
YBR185C,YIR024C,1,7.7326674,10.0,1015.0,9972.0,3.0,0.9074545502662659,0.7692307829856873,0.009756097570061684,0.00030075188260525465,0.9996992349624634
YDR258C,YNL315C,1,7.65259,11.0,1014.0,9972.0,3.0,0.9075454473495483,0.7857142686843872,0.010731707327067852,0.00030075188260525465,0.9996992349624634
YKL195W,YKL137W,1,7.6435747,12.0,1013.0,9972.0,3.0,0.9076363444328308,0.800000011920929,0.01170731708407402,0.00030075188260525465,0.9996992349624634
YBR230C,YOR266W,1,7.613664,13.0,1012.0,9972.0,3.0,0.9077273011207581,0.8125,0.012682926841080189,0.00030075188260525465,0.9996992349624634
YKL195W,YDR322C-A,1,7.5676565,14.0,1011.0,9972.0,3.0,0.9078181982040405,0.8235294222831726,0.013658536598086357,0.00030075188260525465,0.9996992349624634
