Gene A,Gene B,Label,Score,True Positive,False Negative,True Negative,False Positive,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YDR079W,YGR112W,1,11.051317,1.0,1029.0,9970.0,0.0,0.9064545631408691,1.0,0.0009708738070912659,0.0,1.0
YBR262C,YLL009C,1,11.048237,2.0,1028.0,9970.0,0.0,0.9065454602241516,1.0,0.0019417476141825318,0.0,1.0
YNL036W,YBR185C,0,10.630676,2.0,1028.0,9969.0,1.0,0.9064545631408691,0.6666666865348816,0.0019417476141825318,0.00010030090197687969,0.999899685382843
YMR302C,YBR120C,1,10.344383,3.0,1027.0,9969.0,1.0,0.9065454602241516,0.75,0.002912621246650815,0.00010030090197687969,0.999899685382843
YMR302C,YPR100W,1,10.3336735,4.0,1026.0,9969.0,1.0,0.9066363573074341,0.800000011920929,0.0038834952283650637,0.00010030090197687969,0.999899685382843
YPL173W,YBR026C,0,9.90233,4.0,1026.0,9968.0,2.0,0.9065454602241516,0.6666666865348816,0.0038834952283650637,0.00020060180395375937,0.999799370765686
YNL242W,YLL009C,1,9.792635,5.0,1025.0,9968.0,2.0,0.9066363573074341,0.7142857313156128,0.004854368977248669,0.00020060180395375937,0.999799370765686
YLL026W,YNL315C,0,9.712248,5.0,1025.0,9967.0,3.0,0.9065454602241516,0.625,0.004854368977248669,0.00030090269865468144,0.9996991157531738
YGR112W,YKR049C,0,9.575293,5.0,1025.0,9966.0,4.0,0.9064545631408691,0.5555555820465088,0.004854368977248669,0.00040120360790751874,0.9995988011360168
YBL078C,YMR098C,1,9.481222,6.0,1024.0,9966.0,4.0,0.9065454602241516,0.6000000238418579,0.00582524249330163,0.00040120360790751874,0.9995988011360168
YJR045C,YBR269C,1,9.163284,7.0,1023.0,9966.0,4.0,0.9066363573074341,0.6363636255264282,0.006796116475015879,0.00040120360790751874,0.9995988011360168
YKL053C-A,YPR100W,1,9.158634,8.0,1022.0,9966.0,4.0,0.9067272543907166,0.6666666865348816,0.007766990456730127,0.00040120360790751874,0.9995988011360168
YBR024W,YKL137W,1,9.007701,9.0,1021.0,9966.0,4.0,0.9068182110786438,0.692307710647583,0.008737863972783089,0.00040120360790751874,0.9995988011360168
YDR079W,YGR231C,1,8.910414,10.0,1020.0,9966.0,4.0,0.9069091081619263,0.7142857313156128,0.009708737954497337,0.00040120360790751874,0.9995988011360168
YBR046C,YIL157C,0,8.905012,10.0,1020.0,9965.0,5.0,0.9068182110786438,0.6666666865348816,0.009708737954497337,0.000501504517160356,0.9994984865188599
YNR007C,YDR511W,1,8.670435,11.0,1019.0,9965.0,5.0,0.9069091081619263,0.6875,0.010679611936211586,0.000501504517160356,0.9994984865188599
YJL023C,YKL194C,0,8.644115,11.0,1019.0,9964.0,6.0,0.9068182110786438,0.6470588445663452,0.010679611936211586,0.0006018053973093629,0.9993981719017029
YOL084W,YGR076C,0,8.547098,11.0,1019.0,9963.0,7.0,0.9067272543907166,0.6111111044883728,0.010679611936211586,0.0007021063356660306,0.9992979168891907
YGR231C,YPR100W,1,8.360477,12.0,1018.0,9963.0,7.0,0.9068182110786438,0.6315789222717285,0.01165048498660326,0.0007021063356660306,0.9992979168891907
YDR529C,YGR101W,1,8.354752,13.0,1017.0,9963.0,7.0,0.9069091081619263,0.6499999761581421,0.012621358968317509,0.0007021063356660306,0.9992979168891907
YGL059W,YKL195W,1,8.35201,14.0,1016.0,9963.0,7.0,0.9070000052452087,0.6666666865348816,0.013592232950031757,0.0007021063356660306,0.9992979168891907
YER058W,YJR080C,1,8.339037,15.0,1015.0,9963.0,7.0,0.9070909023284912,0.6818181872367859,0.014563106931746006,0.0007021063356660306,0.9992979168891907
YBR185C,YPL240C,1,8.32383,16.0,1014.0,9963.0,7.0,0.9071817994117737,0.695652186870575,0.015533980913460255,0.0007021063356660306,0.9992979168891907
YPR166C,YKL053C-A,0,8.305149,16.0,1014.0,9962.0,8.0,0.9070909023284912,0.6666666865348816,0.015533980913460255,0.0008024072158150375,0.9991976022720337
YKL093W,YPL097W,0,8.254647,16.0,1014.0,9961.0,9.0,0.9070000052452087,0.6399999856948853,0.015533980913460255,0.0009027080959640443,0.9990972876548767
YBL045C,YKL195W,1,8.218963,17.0,1013.0,9961.0,9.0,0.9070909023284912,0.6538461446762085,0.01650485396385193,0.0009027080959640443,0.9990972876548767
YJR080C,YDR529C,1,8.204397,18.0,1012.0,9961.0,9.0,0.9071817994117737,0.6666666865348816,0.017475727945566177,0.0009027080959640443,0.9990972876548767
YER143W,YDR511W,0,8.159576,18.0,1012.0,9960.0,10.0,0.9070909023284912,0.6428571343421936,0.017475727945566177,0.001003009034320712,0.9989969730377197
YBR269C,YBR120C,1,8.146287,19.0,1011.0,9960.0,10.0,0.9071817994117737,0.6551724076271057,0.018446601927280426,0.001003009034320712,0.9989969730377197
YEL020W-A,YGL191W,1,8.141087,20.0,1010.0,9960.0,10.0,0.9072727560997009,0.6666666865348816,0.019417475908994675,0.001003009034320712,0.9989969730377197
YGR231C,YKL137W,1,8.141026,21.0,1009.0,9960.0,10.0,0.9073636531829834,0.6774193644523621,0.020388349890708923,0.001003009034320712,0.9989969730377197
YDR512C,YGR112W,1,8.107752,22.0,1008.0,9960.0,10.0,0.9074545502662659,0.6875,0.021359223872423172,0.001003009034320712,0.9989969730377197
YBR230C,YMR302C,1,8.087348,23.0,1007.0,9960.0,10.0,0.9075454473495483,0.6969696879386902,0.02233009785413742,0.001003009034320712,0.9989969730377197
YGR256W,YDR493W,0,8.05938,23.0,1007.0,9959.0,11.0,0.9074545502662659,0.6764705777168274,0.02233009785413742,0.001103309914469719,0.9988967180252075
YKL170W,YML007W,0,8.000645,23.0,1007.0,9958.0,12.0,0.9073636531829834,0.6571428775787354,0.02233009785413742,0.0012036107946187258,0.9987964034080505
YLL009C,YGR101W,1,7.8876886,24.0,1006.0,9958.0,12.0,0.9074545502662659,0.6666666865348816,0.02330096997320652,0.0012036107946187258,0.9987964034080505
