Gene,Correlation
DPM1,1.9888036
ALG8,1.9844407
ALG7,1.912359
ALG6,1.8632691
KTR1,1.8162879
RFT1,1.7965356
ALG9,1.6842314
CAX4,1.5611962
OST3,1.5394671
OST6,1.5255829
SEC53,1.5060576
ALG14,1.464355
OST5,1.3903166
ALG12,1.3785042
OST2,1.2740201
OST1,1.247575
MNN11,1.2110529
STT3,1.1632768
ANP1,1.1005534
DFG10,1.0983974
GDA1,0.93497604
YUR1,0.85469323
DIE2,0.8537896
ALG1,0.79000133
OST4,0.7745563
ALG11,0.7723517
KTR5,0.7372631
KTR7,0.67751443
GFA1,0.6681605
WBP1,0.5652947
VAN1,0.51248044
EOS1,0.51044786
CWH41,0.49854857
KRE2,0.4771956
