Gene,Correlation
MCM16,-2.3428655
MAM1,-2.0448086
SGO1,-1.7205667
AFT1,-1.7195371
ELG1,-1.634344
KAR3,-1.5751829
MRC1,-1.3670998
MPS3,-1.3457832
CDC5,-1.328372
SPO13,-1.3237847
ECO1,-1.2182915
ESC8,-1.2124002
MAD3,-1.173079
MCD1,-1.1106108
RFC2,-1.0926244
PDS5,-1.0589118
RSC2,-1.0539479
IOC3,-1.0452847
CTF18,-1.0396752
ESC2,-1.027635
MCM22,-1.0094033
VIK1,-0.99059707
REC8,-0.9677961
SRC1,-0.93398136
RAD61,-0.9169443
IRR1,-0.8880482
SCC2,-0.8690023
SMC1,-0.8502388
NPA3,-0.8060152
BIM1,-0.7926626
CSM3,-0.7820263
TOF1,-0.6894834
RFC5,-0.5984703
POL30,-0.5948211
IML3,-0.5758166
CDC28,-0.57050383
IOC4,-0.5563484
