Gene,Correlation
GDT1,2.085106
VCX1,1.8035237
CTR2,1.7947993
ATX2,1.7768159
ENA5,1.7720923
SMF3,1.6741503
CCC1,1.5848908
NHX1,1.5301523
ZRT2,1.5263356
PHO89,1.4964032
ZRT1,1.4807233
MSC2,1.466963
PCA1,1.4254515
ZRC1,1.4180486
SMF2,1.4015969
ENA2,1.376655
SMF1,1.3476948
FTR1,1.3443192
NHA1,1.3405257
PHO84,1.3198622
YKE4,1.2592335
KHA1,1.1780336
TOK1,1.1668587
FET3,1.1405166
ENA1,1.0903683
FTH1,1.0728106
ZRT3,1.0520889
ZRG17,0.9226761
YVC1,0.91771346
MID1,0.91573083
VNX1,0.8963
CTR3,0.84383017
BPT1,0.81972855
VHC1,0.8010098
FET4,0.699632
CCC2,0.68366814
