Gene,Correlation
TRS23,-2.1245968
VPS52,-2.1047056
TIP20,-1.8681052
EXO70,-1.795991
PEP3,-1.7176942
COG5,-1.6981802
COG1,-1.4946579
COG7,-1.4506768
COG2,-1.4465518
COG4,-1.3259652
TRS65,-1.2993517
VPS53,-1.2626857
COG8,-1.1879745
SEC3,-1.1531659
BET5,-1.048527
VPS3,-0.9420777
SEC5,-0.9368608
EXO84,-0.857635
PEP5,-0.8528921
VPS51,-0.6397339
COG6,-0.6211662
TRS33,-0.61415803
VPS41,-0.59427404
SEC8,-0.5716555
VPS54,-0.514294
SEC15,-0.46112427
RCY1,-0.4472462
SEC39,-0.39855438
SEC10,-0.38615057
VAM6,-0.37083575
SEC6,-0.35094005
