Gene,Correlation
UTR4,1.8410391
MDE1,1.5538085
HSU1,1.5047024
HOM6,1.4875277
IRC7,1.3879731
BIO5,1.3647949
ERC1,1.329309
ACP1,1.3150522
THI4,1.2464724
MRI1,1.1615117
PDB1,1.0906477
ACC1,1.0884953
PDA1,1.067687
MET12,0.98462945
ARO8,0.9726243
HOM3,0.94248986
BIO3,0.9226954
ARO9,0.91088444
MET17,0.8256149
ACS1,0.7869438
MET13,0.7509525
HOM2,0.75090015
MET10,0.7476977
LAT1,0.7110134
THI13,0.58265847
MEU1,0.57593524
BAT1,0.46568492
THI21,0.44770268
THI12,0.41988853
THI11,0.4129737
LIP5,0.40252018
MET14,0.37299255
THI5,0.37191713
HFA1,0.3612814
MET5,0.35635257
BIO4,0.3412807
CYS3,0.3210928
ARO10,0.31913975
ACS2,0.29924926
