Gene,Correlation
CSE2,-2.398132
MED11,-2.3962183
TAF11,-2.0921144
SRB5,-2.0551908
SRB4,-1.8941578
TAF14,-1.6627625
DST1,-1.648072
SUB1,-1.5165607
NUT2,-1.4607707
TFA1,-1.4574236
ROX3,-1.3962182
TOA1,-1.3064606
SPT6,-1.2547681
HMO1,-1.113296
BUR6,-1.0878122
RPT3,-1.0398167
RPB4,-1.0083646
TAF13,-0.9328109
REB1,-0.9130491
RPT6,-0.8988454
DEF1,-0.8941083
TAF12,-0.8672705
TAF7,-0.8405757
TAF4,-0.8349739
TFG1,-0.8142833
TAF10,-0.79599094
SSU72,-0.7756298
PGD1,-0.73376894
SIN4,-0.7288496
TFA2,-0.69811755
POB3,-0.64584696
TFB5,-0.63768184
DCP2,-0.5432329
NCB2,-0.5292978
SPT15,-0.51406944
CAK1,-0.50942254
ESS1,-0.49553135
SGF73,-0.49370968
HOT1,-0.4923061
CHD1,-0.46633917
