Gene,Correlation
IPL1,-2.366737
SSP2,-2.2802572
MAM1,-2.0448086
CLN1,-2.014621
KIN82,-2.0065691
CTK3,-1.9760354
IME2,-1.8838725
YAK1,-1.878925
RCK1,-1.7921563
SKG3,-1.7289319
PKP2,-1.6793113
PCL1,-1.6662563
PCL9,-1.6578741
PAF1,-1.6405817
CCL1,-1.6253928
HYM1,-1.6116854
FUS3,-1.5790417
FRK1,-1.551452
PCL2,-1.498752
KNS1,-1.4799726
PKH2,-1.4764359
MOB2,-1.474005
ATG13,-1.4523045
STD1,-1.4047047
TFB1,-1.3902478
MKK2,-1.3850831
BUR2,-1.3655646
CDC5,-1.328372
PKH3,-1.285296
ATG17,-1.2610489
BCK1,-1.256653
DUN1,-1.2539754
MIH1,-1.2342181
SDS23,-1.2317615
PCL8,-1.2134299
CKA1,-1.2105718
CIP1,-1.209868
KKQ8,-1.2067316
SLI15,-1.1802931
SGV1,-1.1762848
SNF1,-1.1657864
STE7,-1.1260513
IKS1,-1.1167595
TPK3,-1.1141361
SCH9,-1.1047488
PCL6,-1.0887258
HSL1,-1.0640786
SIP2,-1.0472571
SWE1,-1.0291201
PRR2,-1.0269115
RIM11,-1.0230652
KIC1,-1.013896
MEK1,-1.0041667
PBS2,-0.9937888
SAK1,-0.9844067
KIN1,-0.9711812
RAD53,-0.96675277
RTK1,-0.96487224
YPL150W,-0.95962834
ATG1,-0.94214016
RIM15,-0.9372118
DBF4,-0.9337774
ALK1,-0.9330333
TPK1,-0.9299356
TFB4,-0.9190074
YCK1,-0.91063607
KSS1,-0.907471
SIC1,-0.8994694
CTK1,-0.88548
KSP1,-0.88431334
SSK1,-0.8821026
CKA2,-0.8678256
GAL83,-0.86767024
PAN3,-0.86252415
NNK1,-0.8571973
ELM1,-0.8542785
PSK2,-0.8494657
CBK1,-0.846987
CLB3,-0.8448378
PKC1,-0.8426248
NPR1,-0.8417866
RCK2,-0.78649503
GPB1,-0.7805642
STE11,-0.77200955
CLA4,-0.76057124
TFB2,-0.76053315
SSN3,-0.75991803
KIN3,-0.7484157
KIN4,-0.7291474
CLN2,-0.7254172
CLB4,-0.72374326
MKK1,-0.6905843
CLB6,-0.6731935
STE20,-0.66762155
DBF20,-0.6461222
TFB5,-0.63768184
FPK1,-0.6221835
MPS1,-0.6126977
TPK2,-0.5956242
KOG1,-0.5917777
SDS24,-0.58953524
MRK1,-0.5788455
DBF2,-0.57437944
CDC28,-0.57050383
TDA1,-0.5700345
SKM1,-0.5576761
CDC7,-0.5554651
PCL7,-0.55202425
PCL5,-0.52467406
CAK1,-0.50942254
CDC11,-0.5007335
ESS1,-0.49553135
STE5,-0.49205884
MEC1,-0.4890511
ATG11,-0.46904066
IRE1,-0.45760593
SSK22,-0.4481591
HRR25,-0.44673988
CTR9,-0.43397084
KIN2,-0.42332035
CLB1,-0.41909453
CTK2,-0.416673
SPS1,-0.3993047
PCL10,-0.3963412
FAR1,-0.39551643
KCC4,-0.37921256
PSK1,-0.37720412
CAF120,-0.37057889
PTK2,-0.37015834
LRE1,-0.36488038
YCK2,-0.36182946
