Gene,Correlation
BIL2,-2.4895935
FIR1,-2.141338
NUM1,-2.1326375
EPO1,-2.1015978
FUS2,-2.0284142
BUD5,-2.008776
RGD3,-2.0041668
SHE1,-1.9727538
BIL1,-1.9271257
EXO70,-1.795991
ZDS2,-1.787289
RVS161,-1.7390378
DSF2,-1.7298446
SKG3,-1.7289319
MMR1,-1.7246739
RDI1,-1.7159762
AIM44,-1.6704935
PCL9,-1.6578741
CAP1,-1.6452295
ARF3,-1.6297712
HYM1,-1.6116854
FUS3,-1.5790417
NBA1,-1.5590904
TPM2,-1.5507725
CDC55,-1.5483373
DSE3,-1.5207752
PCL2,-1.498752
CSI2,-1.4878002
SPR3,-1.4757878
MOB2,-1.474005
NCW2,-1.4353335
RGL1,-1.4177608
MYO1,-1.4041604
BEM1,-1.3982636
SPR28,-1.3955252
SOG2,-1.3954388
SHS1,-1.3870633
MKK2,-1.3850831
BNI4,-1.3850377
BUD4,-1.3770398
AIP5,-1.3396708
SHE3,-1.3391873
CDC5,-1.328372
BUD2,-1.2866317
BCK1,-1.256653
MSB1,-1.2432711
BEM2,-1.241748
TDA2,-1.232555
BOI1,-1.207219
SMY1,-1.1986573
END3,-1.1903075
SNF1,-1.1657864
MLC1,-1.1585873
SEC3,-1.1531659
TPM1,-1.1498652
STE7,-1.1260513
YPT11,-1.1223578
SPH1,-1.0986402
SPA2,-1.0964172
KAR9,-1.091739
GIC2,-1.0792565
ZRG8,-1.0653669
HSL1,-1.0640786
DBP5,-1.0622492
SMI1,-1.0536188
SWE1,-1.0291201
KIC1,-1.013896
CYK3,-1.0114762
SSD1,-1.0058421
PBS2,-0.9937888
CDC3,-0.97632617
SEC2,-0.973767
RTK1,-0.96487224
SKG1,-0.9631092
ROM2,-0.9604777
SEC9,-0.94733256
TUS1,-0.9460815
RGA2,-0.9434127
SEC5,-0.9368608
BOI2,-0.91141427
AIM21,-0.9105076
KSS1,-0.907471
SEC1,-0.902455
MYO4,-0.8914209
NIS1,-0.8842824
BUD6,-0.88090426
PRM6,-0.87073576
EXO84,-0.857635
ELM1,-0.8542785
CBK1,-0.846987
POP2,-0.8465888
PKC1,-0.8426248
BUD9,-0.83559614
MLC2,-0.82321995
HOF1,-0.78773177
AXL1,-0.78146654
BNI5,-0.7796354
FUS1,-0.7782726
FLO11,-0.7726503
BNR1,-0.75262797
LRG1,-0.75101274
SLG1,-0.74845284
PUF6,-0.7365709
KIN4,-0.7291474
SRV2,-0.7139308
RHO4,-0.6981802
MKK1,-0.6905843
TWF1,-0.6786543
IQG1,-0.67630196
STE20,-0.66762155
SCS2,-0.6661568
PRM5,-0.6602845
YEL1,-0.65643644
DBF20,-0.6461222
SKT5,-0.6371079
CMR2,-0.6316126
SRO7,-0.62268525
FPK1,-0.6221835
YPT32,-0.61710364
MSO1,-0.61655337
MYO5,-0.60633856
BEM3,-0.6034655
SNC1,-0.584291
DBF2,-0.57437944
INP52,-0.57308286
SEC8,-0.5716555
FIG1,-0.5714929
CDC28,-0.57050383
HKR1,-0.55438167
CDC24,-0.5394677
CAP2,-0.53667617
TOS2,-0.5302355
KEL1,-0.52841973
MSB3,-0.51376086
STE6,-0.51236486
CHS5,-0.50449014
CDC11,-0.5007335
RGD1,-0.49452347
STE5,-0.49205884
DMA2,-0.49186727
INN1,-0.48056817
GLC7,-0.4752331
PEF1,-0.4733085
GYL1,-0.47198218
APL1,-0.4670506
SEC15,-0.46112427
OSH2,-0.45462474
RCY1,-0.4472462
HRR25,-0.44673988
LSG1,-0.44134197
PEA2,-0.43580076
KIN2,-0.42332035
YNL058C,-0.4232824
SYP1,-0.41669944
PAL1,-0.41194594
PAM1,-0.41084683
DNF3,-0.4037483
FAR1,-0.39551643
SEC10,-0.38615057
PIN2,-0.38292885
PXL1,-0.38233685
KCC4,-0.37921256
BUD8,-0.37057889
CAF120,-0.37057889
LRE1,-0.36488038
YCK2,-0.36182946
