Gene,Correlation
BIL2,-2.4895935
CDC26,-2.483238
REF2,-2.4635983
HSK3,-2.445119
IPL1,-2.366737
AIM7,-2.2303643
ASH1,-2.1969411
DIG2,-2.177934
RAV2,-2.1137662
IME1,-2.0782986
SET3,-2.0488956
DAD3,-2.0451622
FUS2,-2.0284142
SLY1,-1.9307735
IME2,-1.8838725
HED1,-1.8658386
DAD2,-1.8641363
SNX4,-1.8292493
RXT2,-1.825877
FKH2,-1.8237721
NPR3,-1.8204788
ULP2,-1.8110877
NUP53,-1.7943827
AIM3,-1.7942715
RCK1,-1.7921563
SLZ1,-1.752628
SLM1,-1.7336532
SGO1,-1.7205667
SIR4,-1.7200601
PEP3,-1.7176942
RDI1,-1.7159762
SLD2,-1.7146602
CIK1,-1.6848125
PKP2,-1.6793113
AIM44,-1.6704935
NRG2,-1.650145
DST1,-1.648072
CAP1,-1.6452295
PAF1,-1.6405817
CCL1,-1.6253928
SPO77,-1.5987153
LSB1,-1.5976744
KAR3,-1.5751829
CIN8,-1.5572485
CDC55,-1.5483373
SED5,-1.5461771
SKP1,-1.5266848
NRG1,-1.4895936
PKH2,-1.4764359
HOP1,-1.4665099
CNN1,-1.4140426
BEM1,-1.3982636
MKK2,-1.3850831
SBA1,-1.3716402
PHD1,-1.3557378
FIN1,-1.3506862
AIP5,-1.3396708
SLM2,-1.3357815
ZIP1,-1.3348398
CDC5,-1.328372
CLC1,-1.3277835
SPO13,-1.3237847
MKS1,-1.3071675
HSP42,-1.3019068
DUO1,-1.2957703
DAD4,-1.2931963
RED1,-1.2924384
TSC11,-1.2895578
ATG17,-1.2610489
MAD2,-1.2568592
BCK1,-1.256653
SPT6,-1.2547681
DUN1,-1.2539754
SEC12,-1.2397912
RME1,-1.2394319
TDA2,-1.232555
SDS23,-1.2317615
GYP7,-1.2029152
UBP2,-1.1983874
SCD5,-1.1790253
MAD3,-1.173079
RNT1,-1.1728457
SNF1,-1.1657864
BAG7,-1.1531883
CAF20,-1.1366869
TPK3,-1.1141361
SPA2,-1.0964172
BTN2,-1.0897391
TCO89,-1.0815673
BIT61,-1.0811224
GIC2,-1.0792565
APC5,-1.0688121
ALY1,-1.0650555
AVO1,-1.0617067
APC2,-1.0541096
ROD1,-1.0539793
SAP30,-1.0521883
SIP2,-1.0472571
RPT3,-1.0398167
CDC20,-1.0362468
SWE1,-1.0291201
PEX35,-1.00726
SSD1,-1.0058421
MEK1,-1.0041667
AMN1,-1.0035527
BBC1,-0.9986757
ACL4,-0.9878291
SAK1,-0.9844067
PSY2,-0.97772205
REC8,-0.9677961
GAC1,-0.96659225
ROM2,-0.9604777
SAC7,-0.95645934
TUS1,-0.9460815
DBF4,-0.9337774
TPK1,-0.9299356
RAD61,-0.9169443
AIM21,-0.9105076
KSS1,-0.907471
SEC1,-0.902455
RPT6,-0.8988454
KSP1,-0.88431334
SSK1,-0.8821026
BFR1,-0.8818145
RTT101,-0.8817079
BUD6,-0.88090426
BIR1,-0.8720632
SIN3,-0.8715942
GAL83,-0.86767024
SPC105,-0.86742646
AZF1,-0.86404926
AVO2,-0.85557026
PEP5,-0.8528921
CBK1,-0.846987
CLB3,-0.8448378
PKC1,-0.8426248
NPR1,-0.8417866
TIF4632,-0.82924926
BDF1,-0.82766086
PPH21,-0.8261332
HSP82,-0.8222324
TEC1,-0.8187739
SWI6,-0.8141103
TEM1,-0.8019089
ECM32,-0.8009298
BIM1,-0.7926626
YPI1,-0.79131377
ALY2,-0.7899761
HOF1,-0.78773177
RCK2,-0.78649503
FUS1,-0.7782726
SSU72,-0.7756298
KIP2,-0.774504
BNR1,-0.75262797
LRG1,-0.75101274
SLG1,-0.74845284
SET1,-0.7460353
RFA1,-0.7271942
CLB4,-0.72374326
SRV2,-0.7139308
PIN3,-0.71269685
SDS3,-0.70426494
RHO4,-0.6981802
AMA1,-0.6978919
PIK1,-0.69593066
MKK1,-0.6905843
TWF1,-0.6786543
IQG1,-0.67630196
PIF1,-0.67283994
LEM3,-0.6714042
MDM20,-0.6491984
MHR1,-0.6481233
POB3,-0.64584696
IME4,-0.63715076
IBD2,-0.62233996
FPK1,-0.6221835
DIG1,-0.6207416
SPC34,-0.6179111
MYO3,-0.61698747
MPS1,-0.6126977
MYO5,-0.60633856
TPK2,-0.5956242
VPS41,-0.59427404
VPS13,-0.5920573
KOG1,-0.5917777
SDS24,-0.58953524
ARC18,-0.5889209
MSG5,-0.58253515
TGS1,-0.5780363
CDC28,-0.57050383
TIF4631,-0.5647623
VPS45,-0.5572323
NAT3,-0.556333
CDC7,-0.5554651
KIP3,-0.5384903
CAP2,-0.53667617
NCB2,-0.5292978
GPG1,-0.5290878
KEL1,-0.52841973
TOF2,-0.52270186
ATG8,-0.5210515
