Gene,Correlation
YCL001W-B,-3.074556
POP6,-2.7807791
UMP1,-2.774767
YCL001W-A,-2.752628
YKR075C,-2.6346858
SUS1,-2.624418
IGO1,-2.5853772
CDC26,-2.483238
VPS28,-2.4165788
UBC6,-2.2689176
LSM4,-2.2448332
LSM7,-2.1725311
SEM1,-2.150822
MOT2,-2.061566
REG1,-2.0350277
UBP9,-2.005287
SWT1,-1.9934821
DCP1,-1.9668384
SNF7,-1.8974445
PIN4,-1.8556254
FYV10,-1.8539772
CDC53,-1.8061352
PHO92,-1.7949388
VPS20,-1.7704393
MRT4,-1.7541444
YPL199C,-1.7414442
RPL40B,-1.7284638
RQT4,-1.7192694
HRP1,-1.7141539
SCM3,-1.7060854
VPS24,-1.7022963
JSN1,-1.6615711
MGR3,-1.6407562
PAP2,-1.6375514
BSD2,-1.6121267
LSB1,-1.5976744
UBP11,-1.5872961
SRN2,-1.582703
EDC1,-1.5619444
SKP1,-1.5266848
RNH202,-1.52304
NGL3,-1.5108702
LSM1,-1.495873
EAP1,-1.4954702
RNH203,-1.4777682
PKH2,-1.4764359
SKI7,-1.4601394
GGA1,-1.4342489
MFB1,-1.4233204
PAI3,-1.373834
CTH1,-1.3513689
PUB1,-1.3504308
UPF3,-1.3405744
IPA1,-1.3393509
CBP1,-1.3392383
YBR062C,-1.3356262
DON1,-1.3237847
GIM3,-1.3208266
YOS9,-1.3175257
SKI6,-1.30928
MTR3,-1.3079833
VPS25,-1.3028251
HRD3,-1.2762842
RNH1,-1.258203
RAD28,-1.2549229
EFG1,-1.2540258
UBP3,-1.2507756
UBX5,-1.2485113
IRC25,-1.2478359
SAC3,-1.2464426
CUE5,-1.2452265
POP7,-1.2398938
ATG19,-1.2358578
SAE2,-1.2229772
SCL1,-1.2090063
UBP2,-1.1983874
HEL2,-1.1914098
MUB1,-1.1881295
DAS1,-1.1793752
RNT1,-1.1728457
MGA2,-1.1700472
EPS1,-1.1613466
NOT5,-1.1574937
SLX8,-1.1325176
FES1,-1.1280018
RUB1,-1.1222528
NOT3,-1.105939
UBX7,-1.1026058
PRE9,-1.0888417
PCL6,-1.0887258
RCI50,-1.087567
YGR122W,-1.0845013
MAC1,-1.0775098
APC5,-1.0688121
UBP7,-1.0658633
UBP10,-1.0651869
HSL1,-1.0640786
YRB1,-1.0622027
APC2,-1.0541096
HSE1,-1.0520443
RPT3,-1.0398167
CTS2,-1.0379224
CDC20,-1.0362468
RPN8,-1.0351585
ATP25,-1.0113622
RPB4,-1.0083646
UBP1,-1.0080012
SSD1,-1.0058421
AMN1,-1.0035527
ACL4,-0.9878291
POP4,-0.98286265
CUZ1,-0.98034585
RAD6,-0.9634412
SKP2,-0.94976324
UBP6,-0.94943404
SAN1,-0.9474507
UBP13,-0.947281
SGT2,-0.930814
NAB2,-0.9250654
DCS1,-0.9246604
RPT6,-0.8988454
DEF1,-0.8941083
DER1,-0.89174366
OAZ1,-0.8831754
RTT101,-0.8817079
RAD27,-0.8805168
ASK10,-0.8659806
PAN3,-0.86252415
RPN6,-0.8542007
JEM1,-0.85322016
PEP5,-0.8528921
MPP6,-0.84742576
POP2,-0.8465888
MCX1,-0.84613985
PKC1,-0.8426248
TRF5,-0.8290469
DID4,-0.8189705
RPN7,-0.81013995
GID8,-0.8067354
UBX4,-0.8039
SKA1,-0.80325407
ECM32,-0.8009298
YDJ1,-0.799569
UBC8,-0.7963403
RPP1,-0.79220563
PAB1,-0.7897993
UBP16,-0.78975546
GPB1,-0.7805642
SHP1,-0.78043306
POL31,-0.77468854
LRP1,-0.7730921
PRE7,-0.7661107
SSN3,-0.75991803
PRE1,-0.7545239
POP1,-0.740136
MUS81,-0.7332226
MRD1,-0.72930247
MLP1,-0.728029
IGD1,-0.72709286
NMD2,-0.7135876
IPK1,-0.7098431
DOA4,-0.70746166
PIB1,-0.70461845
AMA1,-0.6978919
NRD1,-0.69460493
SIR3,-0.685477
RNH201,-0.6672883
EDC2,-0.6651651
RMP1,-0.6640913
RQC2,-0.6519224
PIM1,-0.6480145
DBF20,-0.6461222
NGR1,-0.6441035
RPT2,-0.64010036
VID22,-0.6167786
MPE1,-0.6017888
NAB3,-0.60154057
PUP1,-0.6012839
PRP18,-0.59734976
UBI4,-0.5950867
VID24,-0.59053355
LUG1,-0.5824655
MRK1,-0.5788455
MMS1,-0.57667917
STS1,-0.5757785
CUE2,-0.5733043
CDC28,-0.57050383
ROQ1,-0.5693051
YOR062C,-0.5658995
DOM34,-0.56450546
BRO1,-0.5618642
NAT3,-0.556333
RRP43,-0.55237454
PCL7,-0.55202425
DCP2,-0.5432329
DSS1,-0.5399507
RPN14,-0.5366978
