Gene,Correlation
CCW12,2.100697
PRY1,2.0934086
SCW4,2.0854447
DSE2,1.991378
UTH1,1.9853772
SCW10,1.9751793
SUN4,1.9505991
ECM33,1.9256123
BGL2,1.9236865
TOS1,1.9086899
CWP2,1.9037428
CIS3,1.881182
FYV5,1.8806975
TIR3,1.8734866
SRL1,1.8096579
CCW14,1.8070526
SIM1,1.6995097
CSS2,1.686723
TIP1,1.6460919
TIR1,1.6156152
TOS6,1.5874729
GAS5,1.5593934
PLB1,1.5382497
GAS1,1.5345213
CWP1,1.4689144
PIR3,1.4277619
YPS1,1.4148057
ZPS1,1.4039937
MF(ALPHA)2,1.3937962
YPS6,1.2928728
SPI1,1.292323
UTR2,1.2704021
HSP150,1.266517
TIR4,1.2623684
EXG1,1.2464197
PLB3,1.2347779
DAN1,1.2246519
KRE1,1.2083725
PLB2,1.1930552
FIT3,1.1480188
YGP1,1.1475973
FIT1,1.1150575
YBR200W-A,1.054727
YHL037C,1.054727
PGU1,1.0272462
PST2,1.0147625
PRB1,0.9769157
GAS3,0.9572503
CRH1,0.94816154
YOR389W,0.9230921
TIR2,0.91471946
AFB1,0.91471654
MSB2,0.8983714
MKC7,0.8871999
YPS3,0.8728669
