Gene,Correlation
YIP1,1.9905967
YIP3,1.9162391
TCA17,1.8745353
SVP26,1.7855589
GOT1,1.7836328
CHS7,1.7718002
YIP4,1.7620738
ERV46,1.7544551
BET2,1.7454858
ERV29,1.7402103
SEC23,1.6974808
SAR1,1.6876352
TRX1,1.5741624
ERP1,1.5332775
YET3,1.2939427
YIF1,1.1819915
SLY41,1.1394426
ERD2,1.0853851
SHR3,1.0090457
SEC27,0.99391764
ERV14,0.98648065
SFB3,0.98458827
BET3,0.95116657
RER2,0.9491983
SMY2,0.93557453
ERP4,0.8872702
YET2,0.8708627
ERV41,0.8045815
ERP6,0.7906653
GRH1,0.779671
BET1,0.74359405
BST1,0.7271861
