Gene,Correlation
VMA1,1.631166
PAN6,1.5503042
LSC1,1.3034523
ILS1,1.2263151
ADE57,1.2235436
ADE12,1.1947858
URA2,1.1550109
RMA1,1.1549784
QNS1,1.1427183
HTS1,1.1232921
FAT1,1.1205558
ACC1,1.0884953
ATP2,1.0286375
FAU1,1.0049396
UBA3,0.9820991
BPL1,0.9244957
BIO3,0.9226954
ATP5,0.8727599
PYC2,0.8680069
YHR020W,0.86275464
MSY1,0.85628927
ATP1,0.83367956
YML096W,0.8248454
URA7,0.81158626
ULA1,0.79458743
ACS1,0.7869438
DUR12,0.7852538
ALA1,0.7813385
UBA1,0.77081656
GRS1,0.75009835
URA8,0.70896983
GUA1,0.6980478
ATG7,0.69730014
YDR341C,0.69384813
PCS60,0.6833409
FAA3,0.6531635
DED81,0.62471074
PYC1,0.61688286
ASN2,0.6124439
ARG1,0.60130566
CPA1,0.59520984
ADE6,0.58310944
CRS1,0.5597746
CPA2,0.5422591
TYS1,0.51547873
ATP18,0.45731497
ATP17,0.4155169
FOL3,0.3944663
VAS1,0.3909224
ATP16,0.3749753
ATP15,0.3630313
HFA1,0.3612814
MES1,0.35473132
THS1,0.3522943
HER2,0.3462437
PET112,0.3436495
BIO4,0.3412807
NPT1,0.3377372
GUS1,0.33631596
MSD1,0.31496271
MST1,0.3030248
