Gene,Correlation
STF1,-2.2855575
MUK1,-1.9389538
SRB4,-1.8941578
CDC53,-1.8061352
EXO70,-1.795991
CDC37,-1.7563367
RPL40B,-1.7284638
RCN1,-1.7103026
PIG2,-1.7001605
PCL1,-1.6662563
PCL9,-1.6578741
DST1,-1.648072
RIM8,-1.6470026
PAF1,-1.6405817
YPD1,-1.5979149
PCL2,-1.498752
TFA1,-1.4574236
TAP42,-1.4172266
VPS74,-1.4008703
IPA1,-1.3393509
DON1,-1.3237847
SAP155,-1.3226466
VPS9,-1.322034
RUD3,-1.3207822
GIP1,-1.3130049
ELF1,-1.2893814
NUP2,-1.2804067
CUE5,-1.2452265
SDS23,-1.2317615
PCL8,-1.2134299
SCD5,-1.1790253
GIP2,-1.1728088
SEC3,-1.1531659
RTR1,-1.1248482
RUB1,-1.1222528
MCD1,-1.1106108
PDS1,-1.0921144
PCL6,-1.0887258
GIC2,-1.0792565
ALY1,-1.0650555
SPN1,-1.0624566
YRB1,-1.0622027
AVO1,-1.0617067
APC2,-1.0541096
ROD1,-1.0539793
SIP2,-1.0472571
ECM21,-1.022108
AMN1,-1.0035527
ART10,-0.9807219
GAC1,-0.96659225
RPT6,-0.8988454
DER1,-0.89174366
SSK1,-0.8821026
RTT101,-0.8817079
GAL83,-0.86767024
SAP185,-0.85804313
TFG1,-0.8142833
WHI2,-0.79255414
YPI1,-0.79131377
ALY2,-0.7899761
PAB1,-0.7897993
SMT3,-0.76727474
RTT103,-0.7605943
CLA4,-0.76057124
BNR1,-0.75262797
SRV2,-0.7139308
SDS3,-0.70426494
MAF1,-0.69966847
RHO4,-0.6981802
TFA2,-0.69811755
STE20,-0.66762155
YPR089W,-0.6635541
TFB5,-0.63768184
SRO7,-0.62268525
UBI4,-0.5950867
VPS41,-0.59427404
SDS24,-0.58953524
PIG1,-0.57205576
CDC28,-0.57050383
PCL7,-0.55202425
PCL5,-0.52467406
CHS5,-0.50449014
DCN1,-0.4993295
LEO1,-0.4970687
ESS1,-0.49553135
STE5,-0.49205884
