Batch 0 Loss:	0.7725661993026733
Batch 0 Time:	0.1511138121287028 minutes
Batch 100 Loss:	52.9471809566021
Batch 100 Time:	2.0160913308461508 minutes
Batch 200 Loss:	39.280609264969826
Batch 200 Time:	2.0146987199783326 minutes
Batch 300 Loss:	34.84484189003706
Batch 300 Time:	2.0146629452705382 minutes
Batch 400 Loss:	30.592559948563576
Batch 400 Time:	2.01857172648112 minutes
Batch 500 Loss:	27.86401291191578
Batch 500 Time:	2.021781094868978 minutes
Batch 600 Loss:	22.83746926486492
Batch 600 Time:	2.0181504289309182 minutes
Batch 700 Loss:	21.26758760213852
Batch 700 Time:	1.9915953636169434 minutes
Batch 800 Loss:	19.699383605271578
Batch 800 Time:	2.030113355318705 minutes
Batch 900 Loss:	18.9521688465029
Batch 900 Time:	1.9993474960327149 minutes
Batch 1000 Loss:	16.912955947220325
Batch 1000 Time:	2.0212615887324015 minutes
Batch 1100 Loss:	15.726980898529291
Batch 1100 Time:	1.9854122360547384 minutes
Batch 1200 Loss:	13.67526176199317
Batch 1200 Time:	2.0171550353368124 minutes
Batch 1300 Loss:	13.462030825205147
Batch 1300 Time:	1.9906171123186747 minutes
Batch 1400 Loss:	13.343885073438287
Batch 1400 Time:	2.0186997453371682 minutes
Batch 1500 Loss:	12.792842742055655
Batch 1500 Time:	1.9935730854670206 minutes
Batch 1600 Loss:	13.99478917568922
Batch 1600 Time:	2.0168444752693175 minutes
Batch 1700 Loss:	11.988745749462396
Batch 1700 Time:	2.0043073693911233 minutes
Batch 1800 Loss:	11.722570883110166
Batch 1800 Time:	2.0515018741289777 minutes
Batch 1900 Loss:	11.000819532200694
Batch 1900 Time:	1.9943839987119039 minutes
Batch 2000 Loss:	9.041662220843136
Batch 2000 Time:	2.016621180375417 minutes
Batch 2100 Loss:	8.496527071110904
Batch 2100 Time:	2.000830527146657 minutes
Batch 2200 Loss:	7.438539749477059
Batch 2200 Time:	2.0100317279497784 minutes
Batch 2300 Loss:	9.960851550102234
Batch 2300 Time:	2.025776127974192 minutes
Batch 2400 Loss:	9.270134761929512
Batch 2400 Time:	2.0143051942189536 minutes
Batch 2500 Loss:	7.854706968180835
Batch 2500 Time:	2.0302654107411704 minutes
Batch 2600 Loss:	6.702889091335237
Batch 2600 Time:	2.026919678846995 minutes
Batch 2700 Loss:	5.969531271606684
Batch 2700 Time:	2.0260018428166706 minutes
Batch 2800 Loss:	8.296056096907705
Batch 2800 Time:	2.0220986167589823 minutes
Batch 2900 Loss:	5.570338858058676
Batch 2900 Time:	2.052661708990733 minutes
Batch 3000 Loss:	4.732152293203399
Batch 3000 Time:	2.0063921451568603 minutes
Batch 3100 Loss:	6.209440434817225
Batch 3100 Time:	1.9940760413805643 minutes
Batch 3200 Loss:	7.2916355293709785
Batch 3200 Time:	1.9979119380315145 minutes
