GO Term,AUC,Average Precision
GO:0000054,0.8530924220729851,0.24666704787520702
GO:0000278,0.7099590014782206,0.16519240397892215
GO:0000747,0.5826886361207156,0.11754958064312285
GO:0001403,0.619972149181682,0.13546049693461318
GO:0002181,0.41666666960174387,0.12002486182433186
GO:0006260,0.7721751821291823,0.18987020759690892
GO:0006281,0.733709818199531,0.16595387725261124
GO:0006310,0.7623991817321035,0.18320088738677176
GO:0006325,0.7351635439574655,0.16438388113948432
GO:0006352,0.8211875468561405,0.21027773363685065
GO:0006353,0.5305869362603587,0.10389500255490239
GO:0006360,0.7215119997795608,0.1759202749343081
GO:0006364,0.9134005463424414,0.28372428844462744
GO:0006366,0.6765090006166032,0.14932219991697507
GO:0006383,0.7347737269093896,0.171986317562786
GO:0006397,0.7384986368739999,0.17580647928809578
GO:0006401,0.6994266371642853,0.1703721276873892
GO:0006413,0.7969221641049221,0.21914291632473798
GO:0006414,0.8171745159538489,0.23225660158330175
GO:0006418,0.7957871845948654,0.21323640986438439
GO:0006457,0.6995757272417382,0.16439717730608852
GO:0006468,0.6518003635730869,0.13646346409551122
GO:0006470,0.6931636861366783,0.1500522566797098
GO:0006486,0.7545693652397762,0.17802916270968588
GO:0006629,0.6443153633750361,0.13884287705611098
GO:0006811,0.6678157282095106,0.1531630669737404
GO:0006865,0.6591792186383633,0.158197867149587
GO:0006869,0.5931053707070547,0.12396870274622239
GO:0006873,0.5550862736967815,0.10511261644214391
GO:0006887,0.7427784617505931,0.1817491064410755
GO:0006897,0.715582999818535,0.16658174513077195
GO:0006970,0.625454636825746,0.14378390937704932
GO:0006979,0.6892250901069387,0.17292379454794254
GO:0007005,0.7381729100464463,0.1983045338534496
GO:0007010,0.6768071820248152,0.14809560181674633
GO:0007031,0.7826003446295853,0.19604159540672234
GO:0007033,0.6529289099811788,0.13558923147009178
GO:0007059,0.7815966353245313,0.19786583224819465
GO:0007124,0.5935684548229698,0.11673289102790031
GO:0008033,0.7974074553596385,0.22341478680954738
GO:0008380,0.7667914537704571,0.18929274813085795
GO:0008643,0.7375617820080678,0.18027975322206913
GO:0009408,0.7741772174921738,0.20976184946011733
GO:0009451,0.8242813655708345,0.22044343634017488
GO:0016197,0.8671777015471851,0.2384885406357242
GO:0032196,0.9025301832425175,0.2847577866485173
GO:0032543,0.9410006399169586,0.3018127528632229
GO:0042273,0.9402599125881785,0.2976953680020842
GO:0042274,0.9379263638173844,0.2944150469228625
GO:0045333,0.7763511823752408,0.22826268228143454
GO:0051321,0.7149920006589964,0.18464550211754713
GO:0051603,0.7761493635692063,0.20616548422791742
GO:0051726,0.7117013637917752,0.16813011880286716
