Gene,Label,Annos,Score,Background Score,Num pos pairs,Precision,Recall,False Positive Rate
YOR343C-A,-1,-/-,-335.91933965682983,-11535.343309402466,106,0.0,0.0,0.0002828854314002829
YGR109W-A,-1,-/-,-336.6706359386444,-11555.18064546585,106,0.0,0.0,0.0005657708628005657
YDR210W-A,-1,-/-,-336.7636971473694,-11528.882230997086,106,0.0,0.0,0.0008486562942008486
YDR261C-C,-1,-/-,-337.36885261535645,-11557.999113798141,106,0.0,0.0,0.0011315417256011315
YPL257W-A,-1,-/-,-337.64721632003784,-11575.881454706192,106,0.0,0.0,0.0014144271570014145
YLR227W-A,-1,-/-,-337.9280033111572,-11586.230105400085,106,0.0,0.0,0.0016973125884016972
YOR192C-A,-1,-/-,-338.0654845237732,-11563.8924741745,106,0.0,0.0,0.0019801980198019802
YGR161C-C,-1,-/-,-338.1575288772583,-11561.77212381363,106,0.0,0.0,0.002263083451202263
YOR142W-A,-1,-/-,-338.32559871673584,-11578.197418928146,106,0.0,0.0,0.002545968882602546
YPR137C-B,-1,-/-,-338.335018157959,-11580.503029108047,106,0.0,0.0,0.002828854314002829
YDR365W-B,-1,-/-,-338.54251646995544,-11563.360444784164,106,0.0,0.0,0.0031117397454031117
YOR142W-B,-1,-/-,-338.92428708076477,-11590.107975006104,106,0.0,0.0,0.0033946251768033945
YGR038C-A,-1,-/-,-338.9364814758301,-11605.484786510468,106,0.0,0.0,0.0036775106082036777
YLR410W-A,-1,-/-,-339.07003951072693,-11596.608256101608,106,0.0,0.0,0.0039603960396039604
YPL257W-B,-1,-/-,-339.1998031139374,-11576.603093147278,106,0.0,0.0,0.004243281471004243
YDR098C-B,-1,-/-,-339.2135422229767,-11592.25338602066,106,0.0,0.0,0.004526166902404526
YDR316W-B,-1,-/-,-339.69556522369385,-11603.981394529343,106,0.0,0.0,0.004809052333804809
YGR161C-D,-1,-/-,-339.87057662010193,-11602.86510848999,106,0.0,0.0,0.005091937765205092
YLR157C-B,-1,-/-,-340.07055497169495,-11610.253765583038,106,0.0,0.0,0.005374823196605375
YGR038C-B,-1,-/-,-340.41238498687744,-11608.154608011246,106,0.0,0.0,0.005657708628005658
YOR192C-B,-1,-/-,-340.54289269447327,-11594.422589302063,106,0.0,0.0,0.005940594059405941
YDR210W-B,-1,-/-,-341.079482793808,-11605.264691829681,106,0.0,0.0,0.006223479490806223
YFL035C,-1,-/-,-341.52062702178955,-11726.318250894547,106,0.0,0.0,0.006506364922206506
