Gene,Label,Annos,Score,Background Score,Num pos pairs,Precision,Recall,False Positive Rate
YGR119C,-1,-/-,-262.39947134256363,-20935.572289839387,69,0.0,0.0,0.0002799552071668533
YGL246C,-1,-/+,-263.0736927986145,-19759.860951423645,69,0.0,0.0,0.0005599104143337066
YJL010C,-1,-/-,-268.35818207263947,-20408.017869472504,69,0.0,0.0,0.0008398656215005599
YPL101W,-1,-/-,-270.7201132774353,-20499.601638555527,69,0.0,0.0,0.0011198208286674132
YDL112W,-1,-/-,-272.1289267539978,-20874.284798502922,69,0.0,0.0,0.0013997760358342665
YDR152W,0,0/-,-273.26709128916264,-35793.88681651279,276,0.0,0.0,0.0013997760358342665
YIL021W,-1,-/-,-274.76528120040894,-21441.233111143112,69,0.0,0.0,0.0016797312430011197
YOL061W,-1,-/-,-275.2655334472656,-20421.371267199516,69,0.0,0.0,0.001959686450167973
YNR046W,-1,-/-,-279.5881242752075,-20832.622730106115,69,0.0,0.0,0.0022396416573348264
YIL103W,-1,-/-,-280.450652718544,-20905.638501107693,69,0.0,0.0,0.0025195968645016797
YLR285W,-1,-/-,-281.01157665252686,-21907.913723528385,69,0.0,0.0,0.002799552071668533
YDR101C,-1,-/-,-281.6477595567703,-20747.90945661068,69,0.0,0.0,0.003079507278835386
YGR083C,-1,-/-,-282.83255541324615,-20703.652579665184,69,0.0,0.0,0.0033594624860022394
YHR065C,-1,-/-,-283.821511387825,-20714.80822199583,69,0.0,0.0,0.003639417693169093
YKL144C,-1,-/-,-284.54578244686127,-21504.413033366203,69,0.0,0.0,0.003919372900335946
YOR207C,-1,-/-,-285.2160117030144,-21131.767772331834,69,0.0,0.0,0.0041993281075028
YDR045C,-1,-/-,-285.32876110076904,-21946.011955857277,69,0.0,0.0,0.004479283314669653
YIL110W,-1,-/-,-285.6708765029907,-21222.104497551918,69,0.0,0.0,0.004759238521836506
YJL148W,-1,-/-,-285.80412673950195,-22646.81506550312,69,0.0,0.0,0.005039193729003359
YPL235W,-1,-/-,-285.861087679863,-21394.72765004635,69,0.0,0.0,0.005319148936170213
YOL115W,1,+/+,-286.60357081890106,-21177.579377532005,68,0.05,0.014492753623188406,0.005319148936170213
YPR048W,0,0/-,-287.1602868437767,-35788.41534933448,276,0.05,0.014492753623188406,0.005319148936170213
YJL111W,-1,-/-,-287.67235112190247,-22105.17024385929,69,0.047619047619047616,0.014492753623188406,0.005599104143337066
YOR119C,-1,-/-,-287.8023501634598,-21078.61279630661,69,0.045454545454545456,0.014492753623188406,0.005879059350503919
YNL207W,-1,-/-,-289.20844316482544,-20495.72885197401,69,0.043478260869565216,0.014492753623188406,0.006159014557670772
YEL015W,1,+/+,-289.7763489484787,-21399.321659311652,68,0.08333333333333333,0.028985507246376812,0.006159014557670772
YEL018W,-1,-/-,-290.5445261001587,-21238.998829603195,69,0.08,0.028985507246376812,0.006438969764837626
YNR024W,0,0/+,-290.97703182697296,-35869.511524520814,276,0.08,0.028985507246376812,0.006438969764837626
YLL011W,-1,-/-,-291.8756185770035,-20751.164975881577,69,0.07692307692307693,0.028985507246376812,0.006718924972004479
YPL210C,-1,-/-,-292.1878653764725,-22409.70430237055,69,0.07407407407407407,0.028985507246376812,0.006998880179171333
YDR527W,-1,-/-,-292.2400642633438,-20960.21962594986,69,0.07142857142857142,0.028985507246376812,0.007278835386338186
YKL099C,-1,-/-,-292.7109059691429,-20066.021891474724,69,0.06896551724137931,0.028985507246376812,0.0075587905935050395
YDR312W,-1,-/-,-292.9515379667282,-20442.701910853386,69,0.06666666666666667,0.028985507246376812,0.007838745800671893
YBR155W,-1,-/-,-292.984650015831,-21103.939700126648,69,0.06451612903225806,0.028985507246376812,0.008118701007838746
YGR195W,1,+/+,-293.26523447036743,-21067.059553146362,68,0.09375,0.043478260869565216,0.008118701007838746
YMR312W,-1,-/-,-293.5554083585739,-21486.46505588293,69,0.09090909090909091,0.043478260869565216,0.0083986562150056
YFR009W,-1,-/-,-293.74198019504547,-22462.01571702957,69,0.08823529411764706,0.043478260869565216,0.008678611422172453
YML080W,-1,-/-,-293.7662788629532,-21141.521437048912,69,0.08571428571428572,0.043478260869565216,0.008958566629339306
YDR324C,-1,-/-,-293.8108558654785,-21601.151888132095,69,0.08333333333333333,0.043478260869565216,0.009238521836506159
YHR088W,-1,-/-,-294.0903032422066,-20578.248907268047,69,0.08108108108108109,0.043478260869565216,0.009518477043673012
YNL153C,-1,-/-,-294.43645441532135,-22412.75610792637,69,0.07894736842105263,0.043478260869565216,0.009798432250839866
YHR013C,-1,-/-,-294.47672724723816,-22139.256392538548,69,0.07692307692307693,0.043478260869565216,0.010078387458006719
YGL111W,-1,-/-,-294.98753666877747,-22358.032182514668,69,0.075,0.043478260869565216,0.010358342665173572
YLR002C,-1,-/-,-295.0861917734146,-21603.334970474243,69,0.07317073170731707,0.043478260869565216,0.010638297872340425
YIL020C,0,0/0,-295.47084072232246,-37466.17723582685,276,0.07317073170731707,0.043478260869565216,0.010638297872340425
YDR121W,-1,-/-,-295.6231360435486,-20834.35137194395,69,0.07142857142857142,0.043478260869565216,0.010918253079507279
YFL002C,-1,-/-,-296.0066717863083,-21618.939665436745,69,0.06976744186046512,0.043478260869565216,0.011198208286674132
YDR339C,-1,-/-,-296.4652317762375,-20937.0282869339,69,0.06818181818181818,0.043478260869565216,0.011478163493840985
YLR051C,-1,-/-,-296.6615173816681,-20627.89336872101,69,0.06666666666666667,0.043478260869565216,0.011758118701007838
YDL111C,1,+/+,-297.0905089378357,-21595.462552785873,68,0.08695652173913043,0.057971014492753624,0.011758118701007838
YKL021C,-1,-/-,-297.4976222515106,-21505.607424497604,69,0.0851063829787234,0.057971014492753624,0.012038073908174692
YPL146C,-1,-/-,-297.51804304122925,-20662.13792669773,69,0.08333333333333333,0.057971014492753624,0.012318029115341545
YPL217C,-1,-/-,-298.9104813337326,-21500.242380023003,69,0.08163265306122448,0.057971014492753624,0.012597984322508398
YMR239C,-1,-/+,-299.09985065460205,-21270.376080989838,69,0.08,0.057971014492753624,0.012877939529675251
