Gene,Label,Annos,Score,Background Score,Num pos pairs,Precision,Recall,False Positive Rate
YBL058W,-1,-/-,-280.08213099837303,-19027.520829588175,84,0.0,0.0,0.000281135788585887
YFR024C-A,-1,-/-,-280.5878337621689,-17890.969096824527,84,0.0,0.0,0.000562271577171774
YMR092C,-1,-/-,-287.08499287068844,-18815.210351333022,84,0.0,0.0,0.0008434073657576609
YKL204W,-1,-/-,-290.4882811307907,-16924.324806034565,84,0.0,0.0,0.001124543154343548
YHR114W,1,+/+,-292.719579577446,-17769.128326535225,83,0.2,0.011904761904761904,0.001124543154343548
YGL173C,-1,-/-,-295.19958198070526,-18326.083083614707,84,0.16666666666666666,0.011904761904761904,0.0014056789429294349
YDR330W,-1,-/-,-296.238952472806,-20263.133834078908,84,0.14285714285714285,0.011904761904761904,0.0016868147315153219
YJR065C,-1,-/-,-298.7165982723236,-18920.161871612072,84,0.125,0.011904761904761904,0.001967950520101209
YDR328C,-1,-/-,-298.9820275902748,-18764.004261553288,84,0.1111111111111111,0.011904761904761904,0.002249086308687096
YIL034C,-1,-/-,-302.829398393631,-20108.092340946198,84,0.1,0.011904761904761904,0.002530222097272983
YOR275C,-1,-/-,-303.5941461324692,-19863.9763353467,84,0.09090909090909091,0.011904761904761904,0.0028113578858588698
YJL020C,-1,-/-,-304.8535231947899,-20450.366144657135,84,0.08333333333333333,0.011904761904761904,0.003092493674444757
YDR388W,1,+/+,-306.14166378974915,-18566.81353008747,83,0.15384615384615385,0.023809523809523808,0.003092493674444757
YBR212W,-1,-/-,-306.69654178619385,-20698.211413145065,84,0.14285714285714285,0.023809523809523808,0.0033736294630306437
YBR286W,-1,-/0,-309.18219900131226,-18459.58170515299,84,0.13333333333333333,0.023809523809523808,0.003654765251616531
YDR229W,0,0/-,-311.3056725934148,-32646.038929216564,336,0.13333333333333333,0.023809523809523808,0.003654765251616531
YOR086C,0,0/-,-315.364403642714,-33225.69686880149,336,0.13333333333333333,0.023809523809523808,0.003654765251616531
YKL039W,0,0/-,-316.2816251516342,-33423.77232477814,336,0.13333333333333333,0.023809523809523808,0.003654765251616531
YGL190C,-1,-/-,-316.2985464334488,-17847.152354240417,84,0.125,0.023809523809523808,0.003935901040202418
YER080W,0,0/0,-317.16271764039993,-32204.30180223286,336,0.125,0.023809523809523808,0.003935901040202418
YCL028W,0,0/0,-317.87480172514915,-31153.481637738645,336,0.125,0.023809523809523808,0.003935901040202418
YAL016W,-1,-/-,-318.01241621375084,-19784.253906220198,84,0.11764705882352941,0.023809523809523808,0.004217036828788305
YKL085W,-1,-/-,-319.0655645728111,-19563.998099029064,84,0.1111111111111111,0.023809523809523808,0.004498172617374192
YMR109W,1,+/+,-319.6147780418396,-19214.161486387253,83,0.15789473684210525,0.03571428571428571,0.004498172617374192
YGL197W,0,0/-,-321.774828620255,-33917.49808990583,336,0.15789473684210525,0.03571428571428571,0.004498172617374192
YDR251W,-1,-/-,-322.6293330192566,-18999.689170598984,84,0.15,0.03571428571428571,0.004779308405960078
YCR030C,0,0/+,-323.14617528766394,-34265.41187547147,336,0.15,0.03571428571428571,0.004779308405960078
YOR090C,0,0/-,-323.5160792171955,-32936.62420462072,336,0.15,0.03571428571428571,0.004779308405960078
YCL057W,0,0/0,-324.15070260316133,-33773.269036494195,336,0.15,0.03571428571428571,0.004779308405960078
YMR237W,-1,-/-,-325.3112255334854,-19632.963376402855,84,0.14285714285714285,0.03571428571428571,0.005060444194545966
YPL120W,-1,-/-,-325.8364897966385,-19501.55058324337,84,0.13636363636363635,0.03571428571428571,0.005341579983131853
YMR200W,-1,-/-,-326.0052644610405,-19820.2194583416,84,0.13043478260869565,0.03571428571428571,0.0056227157717177395
YER027C,-1,-/-,-328.41387712955475,-19649.672347664833,84,0.125,0.03571428571428571,0.005903851560303626
YHR135C,1,+/+,-328.69537377357483,-18009.96675848961,83,0.16,0.047619047619047616,0.005903851560303626
