Gene,Label,Annos,Score,Background Score,Num pos pairs,Precision,Recall,False Positive Rate
YGL187C,1,-/+,-222.1725392639637,-15361.523375660181,108,1.0,0.0029411764705882353,0.0
YKL148C,-1,-/-,-239.11941158771515,-16432.381370544434,108,0.5,0.0029411764705882353,0.0002195389681668496
YDR377W,1,+/+,-242.3111128807068,-16313.950281694531,107,0.6666666666666666,0.0058823529411764705,0.0002195389681668496
YDR322C-A,1,+/+,-245.10284180939198,-15762.7441380471,107,0.75,0.008823529411764706,0.0002195389681668496
YKL217W,1,0/+,-274.0508707128465,-30520.121264014393,432,0.8,0.011764705882352941,0.0002195389681668496
YOL126C,-1,-/-,-287.99159149825573,-17372.58347015083,108,0.6666666666666666,0.011764705882352941,0.0004390779363336992
YMR056C,1,-/+,-289.86486399173737,-17483.533418387175,108,0.7142857142857143,0.014705882352941176,0.0004390779363336992
YJR121W,1,+/+,-291.3936731517315,-16679.71889089048,107,0.75,0.01764705882352941,0.0004390779363336992
YGR183C,1,-/+,-293.12560948729515,-18003.595227465034,108,0.7777777777777778,0.020588235294117647,0.0004390779363336992
YDL004W,1,+/+,-293.638828381896,-17499.89761789143,107,0.8,0.023529411764705882,0.0004390779363336992
YNL237W,0,0/0,-297.57056046277285,-29227.586372047663,432,0.8,0.023529411764705882,0.0004390779363336992
YBL030C,1,-/+,-301.7432411313057,-17325.01872369647,108,0.8181818181818182,0.026470588235294117,0.0004390779363336992
YML081C-A,1,+/+,-303.5385103225708,-16457.2781304121,107,0.8333333333333334,0.029411764705882353,0.0004390779363336992
YHR001W-A,1,-/+,-304.75929141044617,-16939.60560759902,108,0.8461538461538461,0.03235294117647059,0.0004390779363336992
YHR051W,1,0/+,-305.017158087343,-29026.688917800784,432,0.8571428571428571,0.03529411764705882,0.0004390779363336992
YLR395C,1,0/+,-305.40737848356366,-28267.550578780472,432,0.8666666666666667,0.03823529411764706,0.0004390779363336992
YLR295C,1,+/+,-305.69484373927116,-17053.217240944505,107,0.875,0.041176470588235294,0.0004390779363336992
YML120C,-1,-/-,-307.4233325123787,-18375.263628929853,108,0.8235294117647058,0.041176470588235294,0.0006586169045005489
YNL117W,-1,-/-,-308.4422795176506,-16959.299737215042,108,0.7777777777777778,0.041176470588235294,0.0008781558726673985
YNL015W,-1,-/-,-309.6087473332882,-18717.387523055077,108,0.7368421052631579,0.041176470588235294,0.0010976948408342481
YPL201C,0,0/0,-311.3726760074496,-30004.8526924178,432,0.7368421052631579,0.041176470588235294,0.0010976948408342481
YOR084W,-1,-/-,-312.0640461742878,-16062.121272563934,108,0.7,0.041176470588235294,0.0013172338090010978
YBL045C,1,-/+,-315.6175219863653,-16567.171695038676,108,0.7142857142857143,0.04411764705882353,0.0013172338090010978
YMR256C,1,0/+,-315.75831420347095,-30022.69172435999,432,0.7272727272727273,0.047058823529411764,0.0013172338090010978
YDL067C,1,0/+,-319.0261313803494,-29248.159478399903,432,0.7391304347826086,0.05,0.0013172338090010978
YJR095W,1,0/+,-319.31184044480324,-29293.60197615251,432,0.75,0.052941176470588235,0.0013172338090010978
YNL142W,1,+/+,-319.7167128622532,-16958.244432657957,107,0.76,0.05588235294117647,0.0013172338090010978
YBR039W,1,+/+,-319.8404562473297,-17785.422781944275,107,0.7692307692307693,0.058823529411764705,0.0013172338090010978
YDR178W,-1,-/-,-320.3375705629587,-17255.454498574138,108,0.7407407407407407,0.058823529411764705,0.0015367727771679472
YDL181W,0,+/0,-320.9082361161709,-18031.498748481274,107,0.7407407407407407,0.058823529411764705,0.0015367727771679472
YKL016C,1,+/+,-322.06314918398857,-17403.291278094053,107,0.75,0.061764705882352944,0.0015367727771679472
YPL271W,1,+/+,-322.8756051957607,-18388.029055565596,107,0.7586206896551724,0.06470588235294118,0.0015367727771679472
YFR049W,-1,0/-,-324.11632941290736,-31375.029192745686,432,0.7333333333333333,0.06470588235294118,0.001756311745334797
YNL052W,1,0/+,-325.1418368294835,-29942.64238280803,432,0.7419354838709677,0.06764705882352941,0.001756311745334797
YOR100C,1,-/+,-325.8766862154007,-17500.917661711574,108,0.75,0.07058823529411765,0.001756311745334797
YDR298C,1,+/+,-329.5528894364834,-18278.15741150081,107,0.7575757575757576,0.07352941176470588,0.001756311745334797
YPL134C,1,0/+,-330.4514394104481,-29170.95364106819,432,0.7647058823529411,0.07647058823529412,0.001756311745334797
YOR065W,1,0/+,-330.52240362763405,-28483.231550697237,432,0.7714285714285715,0.07941176470588235,0.001756311745334797
YHR008C,-1,-/-,-332.33548805117607,-17728.63823853433,108,0.75,0.07941176470588235,0.0019758507135016466
YHL032C,-1,0/-,-334.9486275278032,-30386.438297860324,432,0.7297297297297297,0.07941176470588235,0.0021953896816684962
YJR077C,1,+/+,-335.1725211441517,-18930.803788661957,107,0.7368421052631579,0.08235294117647059,0.0021953896816684962
YPL156C,0,-/0,-335.26784731447697,-18560.222404286265,108,0.7368421052631579,0.08235294117647059,0.0021953896816684962
YOL147C,-1,-/-,-335.5659351348877,-17425.516405269504,108,0.717948717948718,0.08235294117647059,0.002414928649835346
YNL125C,-1,0/-,-335.7676238976419,-31063.11120014265,432,0.7,0.08235294117647059,0.0026344676180021956
YBL043W,-1,0/-,-337.0945540331304,-29336.240281112492,432,0.6829268292682927,0.08235294117647059,0.002854006586169045
YPL262W,-1,-/-,-337.9482378810644,-16864.467234238982,108,0.6666666666666666,0.08235294117647059,0.0030735455543358945
YJL166W,-1,-/-,-338.35320499539375,-18131.26366364956,108,0.6511627906976745,0.08235294117647059,0.003293084522502744
YML091C,-1,-/-,-340.3213222324848,-18294.44272390008,108,0.6363636363636364,0.08235294117647059,0.003512623490669594
YER015W,-1,-/-,-342.1875947713852,-18911.497453927994,108,0.6222222222222222,0.08235294117647059,0.0037321624588364435
YEL024W,1,-/+,-343.0037970393896,-17576.89940069616,108,0.6304347826086957,0.08529411764705883,0.0037321624588364435
YPR156C,1,0/+,-343.26608219742775,-26900.355195891112,432,0.6382978723404256,0.08823529411764706,0.0037321624588364435
