Began Loading Data
Finished Loading Data
Batch 0 Loss:	0.7128657102584839
Batch 0 Time:	0.16249390840530395 minutes
Batch 100 Loss:	65.6244403719902
Batch 100 Time:	0.852628501256307 minutes
Batch 200 Loss:	58.039768755435944
Batch 200 Time:	0.8517263412475586 minutes
Batch 300 Loss:	54.75196826457977
Batch 300 Time:	0.8397774775822957 minutes
Batch 400 Loss:	53.31027287244797
Batch 400 Time:	0.8462560574213663 minutes
Batch 500 Loss:	49.123727560043335
Batch 500 Time:	0.8434844175974529 minutes
Batch 600 Loss:	50.66634511947632
Batch 600 Time:	0.8474414785703023 minutes
Batch 700 Loss:	50.15262797474861
Batch 700 Time:	0.8470485091209412 minutes
Batch 800 Loss:	44.1837859749794
Batch 800 Time:	0.8468300739924113 minutes
Batch 900 Loss:	46.34810134768486
Batch 900 Time:	0.8414993604024251 minutes
Batch 1000 Loss:	44.14960838854313
Batch 1000 Time:	0.8475927551587422 minutes
Batch 1100 Loss:	43.12832111120224
Batch 1100 Time:	0.8466743310292562 minutes
Batch 1200 Loss:	44.32247020304203
Batch 1200 Time:	0.844075067838033 minutes
Batch 1300 Loss:	39.57674404978752
Batch 1300 Time:	0.8430819352467854 minutes
Batch 1400 Loss:	41.26717159152031
Batch 1400 Time:	0.8497087319691976 minutes
Batch 1500 Loss:	39.96692857146263
Batch 1500 Time:	0.8493939677874247 minutes
Batch 1600 Loss:	39.0260526239872
Batch 1600 Time:	0.8430313865343729 minutes
Batch 1700 Loss:	37.5870304107666
Batch 1700 Time:	0.8501592357953389 minutes
Batch 1800 Loss:	36.93458789587021
Batch 1800 Time:	0.8452121059099833 minutes
Batch 1900 Loss:	35.10934026539326
Batch 1900 Time:	0.8390361905097962 minutes
Batch 2000 Loss:	34.533881679177284
Batch 2000 Time:	0.8395564635594686 minutes
Batch 2100 Loss:	35.75610415637493
Batch 2100 Time:	0.849335781733195 minutes
Batch 2200 Loss:	33.67924737930298
Batch 2200 Time:	0.8438601771990458 minutes
Batch 2300 Loss:	36.07714465260506
Batch 2300 Time:	0.8490700682004293 minutes
Batch 2400 Loss:	32.885005444288254
Batch 2400 Time:	0.8518674691518148 minutes
Batch 2500 Loss:	33.29199780523777
Batch 2500 Time:	0.8486418008804322 minutes
Batch 2600 Loss:	31.880351588129997
Batch 2600 Time:	0.8481991052627563 minutes
Batch 2700 Loss:	28.692779667675495
Batch 2700 Time:	0.8479119022687276 minutes
Batch 2800 Loss:	30.241159200668335
Batch 2800 Time:	0.8433853308359782 minutes
Batch 2900 Loss:	30.509483866393566
Batch 2900 Time:	0.8515182058016459 minutes
Batch 3000 Loss:	29.95772262662649
Batch 3000 Time:	0.8470602830251058 minutes
Batch 3100 Loss:	27.513658486306667
Batch 3100 Time:	0.8478730956713358 minutes
Batch 3200 Loss:	30.86741990596056
Batch 3200 Time:	0.8492539644241333 minutes
Batch 3300 Loss:	28.24904414266348
Batch 3300 Time:	0.854669185479482 minutes
Batch 3400 Loss:	26.35644732415676
Batch 3400 Time:	0.8418593406677246 minutes
Batch 3500 Loss:	31.257489934563637
Batch 3500 Time:	0.8479231834411621 minutes
Batch 3600 Loss:	28.554755441844463
Batch 3600 Time:	0.8498310128847758 minutes
Batch 3700 Loss:	26.973158039152622
Batch 3700 Time:	0.8470894416173299 minutes
Batch 3800 Loss:	26.256106346845627
Batch 3800 Time:	0.8455446203549702 minutes
Batch 3900 Loss:	28.783055566251278
Batch 3900 Time:	0.8417864640553793 minutes
Batch 4000 Loss:	25.203662805259228
Batch 4000 Time:	0.8464159568150839 minutes
Batch 4100 Loss:	25.232452400028706
Batch 4100 Time:	0.8487556497255961 minutes
Batch 4200 Loss:	25.57239931449294
Batch 4200 Time:	0.8459898789723714 minutes
Batch 4300 Loss:	22.642535760998726
Batch 4300 Time:	0.8385884841283162 minutes
Batch 4400 Loss:	26.144224755465984
Batch 4400 Time:	0.8497772653897603 minutes
Batch 4500 Loss:	24.09072372317314
Batch 4500 Time:	0.8509261846542359 minutes
Batch 4600 Loss:	26.933894503861666
Batch 4600 Time:	0.8497177362442017 minutes
Batch 4700 Loss:	24.332750111818314
Batch 4700 Time:	0.8415011763572693 minutes
Batch 4800 Loss:	23.080002643167973
Batch 4800 Time:	0.8556743899981181 minutes
Batch 4900 Loss:	23.188902400434017
Batch 4900 Time:	0.840431809425354 minutes
Batch 5000 Loss:	27.152788627892733
Batch 5000 Time:	0.8466787099838257 minutes
Batch 5100 Loss:	22.70054690539837
Batch 5100 Time:	0.8458072940508524 minutes
Batch 5200 Loss:	24.335973631590605
Batch 5200 Time:	0.85712171792984 minutes
Batch 5300 Loss:	23.046727921813726
Batch 5300 Time:	0.8457856218020121 minutes
Batch 5400 Loss:	23.03145321086049
Batch 5400 Time:	0.8502092281977336 minutes
Batch 5500 Loss:	22.31290177255869
Batch 5500 Time:	0.8480373183886211 minutes
Batch 5600 Loss:	23.8116775713861
Batch 5600 Time:	0.850579559803009 minutes
Batch 5700 Loss:	19.3249582760036
Batch 5700 Time:	0.8484636425971985 minutes
Batch 5800 Loss:	21.780734442174435
Batch 5800 Time:	0.8470423499743144 minutes
Batch 5900 Loss:	21.852276604622602
Batch 5900 Time:	0.8439926067988078 minutes
Batch 6000 Loss:	19.566151686012745
Batch 6000 Time:	0.8471772114435832 minutes
Batch 6100 Loss:	17.80979186296463
Batch 6100 Time:	0.8423211375872294 minutes
