Began Loading Data
Finished Loading Data
Batch 0 Loss:	0.7001641392707825
Batch 0 Time:	0.13572083314259847 minutes
Batch 100 Loss:	66.07313150167465
Batch 100 Time:	0.7243054946263631 minutes
Batch 200 Loss:	57.03549912571907
Batch 200 Time:	0.723590596516927 minutes
Batch 300 Loss:	50.15783780813217
Batch 300 Time:	0.7231046160062155 minutes
Batch 400 Loss:	48.60087203979492
Batch 400 Time:	0.7185643434524536 minutes
Batch 500 Loss:	48.54670795798302
Batch 500 Time:	0.7175429701805115 minutes
Batch 600 Loss:	46.31382304430008
Batch 600 Time:	0.7228468418121338 minutes
Batch 700 Loss:	44.063723757863045
Batch 700 Time:	0.7225613196690878 minutes
Batch 800 Loss:	43.01786334812641
Batch 800 Time:	0.7215023517608643 minutes
Batch 900 Loss:	41.2997115701437
Batch 900 Time:	0.7225557009379069 minutes
Batch 1000 Loss:	41.218289121985435
Batch 1000 Time:	0.7216539303461711 minutes
Batch 1100 Loss:	40.41295500844717
Batch 1100 Time:	0.7278045733769735 minutes
Batch 1200 Loss:	39.63226607441902
Batch 1200 Time:	0.724752422173818 minutes
Batch 1300 Loss:	37.902475133538246
Batch 1300 Time:	0.7211002667744955 minutes
Batch 1400 Loss:	39.82997287809849
Batch 1400 Time:	0.7219666481018067 minutes
Batch 1500 Loss:	37.07975514233112
Batch 1500 Time:	0.7195470849672954 minutes
Batch 1600 Loss:	39.24451293051243
Batch 1600 Time:	0.7258982976277669 minutes
Batch 1700 Loss:	38.91941575706005
Batch 1700 Time:	0.7192957599957784 minutes
Batch 1800 Loss:	36.12294752895832
Batch 1800 Time:	0.7243665973345439 minutes
Batch 1900 Loss:	35.21927120536566
Batch 1900 Time:	0.7183968702952067 minutes
Batch 2000 Loss:	33.249593049287796
Batch 2000 Time:	0.7234659751256307 minutes
Batch 2100 Loss:	36.17439743876457
Batch 2100 Time:	0.7193084239959717 minutes
Batch 2200 Loss:	34.740529142320156
Batch 2200 Time:	0.7247335513432821 minutes
Batch 2300 Loss:	33.90495550632477
Batch 2300 Time:	0.7170003851254781 minutes
Batch 2400 Loss:	33.77720686048269
Batch 2400 Time:	0.7239064415295918 minutes
Batch 2500 Loss:	33.464217722415924
Batch 2500 Time:	0.7157793084780375 minutes
Batch 2600 Loss:	33.31035916507244
Batch 2600 Time:	0.718799348672231 minutes
Batch 2700 Loss:	36.316870033741
Batch 2700 Time:	0.7208219528198242 minutes
Batch 2800 Loss:	33.20313125103712
Batch 2800 Time:	0.7234864950180053 minutes
Batch 2900 Loss:	34.694162368774414
Batch 2900 Time:	0.7221691171328227 minutes
Batch 3000 Loss:	33.84219603985548
Batch 3000 Time:	0.7224802215894063 minutes
Batch 3100 Loss:	31.43246242403984
Batch 3100 Time:	0.7210973064104717 minutes
Batch 3200 Loss:	30.091212444007397
Batch 3200 Time:	0.7215199907620747 minutes
Batch 3300 Loss:	32.75088744610548
Batch 3300 Time:	0.7259087324142456 minutes
Batch 3400 Loss:	30.9251144900918
Batch 3400 Time:	0.719564966360728 minutes
Batch 3500 Loss:	29.89427512139082
Batch 3500 Time:	0.7188460191090902 minutes
Batch 3600 Loss:	31.229473516345024
Batch 3600 Time:	0.7137322346369426 minutes
Batch 3700 Loss:	31.391090482473373
Batch 3700 Time:	0.7216293136278789 minutes
Batch 3800 Loss:	32.595766231417656
Batch 3800 Time:	0.715525730450948 minutes
Batch 3900 Loss:	30.08737127482891
Batch 3900 Time:	0.7230312625567118 minutes
Batch 4000 Loss:	32.189482271671295
Batch 4000 Time:	0.7248759667078654 minutes
Batch 4100 Loss:	30.14549681544304
Batch 4100 Time:	0.7251181523005168 minutes
Batch 4200 Loss:	32.329224184155464
Batch 4200 Time:	0.7286524852116902 minutes
Batch 4300 Loss:	28.8210034891963
Batch 4300 Time:	0.7236874421437581 minutes
Batch 4400 Loss:	28.484965100884438
