Gene A,Gene B,Score
YPL062W,Gene,tensor(0.8872)
YLR363C,Gene,tensor(0.8872)
YPR033C,Gene,tensor(0.8872)
YJR080C,Gene,tensor(0.8872)
YGR163W,Gene,tensor(0.8872)
YER102W,Gene,tensor(0.8872)
YPR180W,Gene,tensor(0.8872)
YNL161W,Gene,tensor(0.8872)
YJL223C,Gene,tensor(0.8872)
YMR015C,Gene,tensor(0.8872)
YDR291W,Gene,tensor(0.8872)
YFR047C,Gene,tensor(0.8872)
YOL126C,Gene,tensor(0.8872)
YNL046W,Gene,tensor(0.8872)
YPR158W,Gene,tensor(0.8872)
YMR238W,Gene,tensor(0.8872)
YOL017W,Gene,tensor(0.8872)
YBR005W,Gene,tensor(0.8872)
YOR157C,Gene,tensor(0.8872)
YMR034C,Gene,tensor(0.8872)
YCL018W,Gene,tensor(0.8872)
YKL144C,Gene,tensor(0.8872)
YAR008W,Gene,tensor(0.8872)
YEL058W,Gene,tensor(0.8872)
YBL008W,Gene,tensor(0.8872)
YER016W,Gene,tensor(0.8872)
YDR050C,Gene,tensor(0.8872)
YGR029W,Gene,tensor(0.8872)
YML120C,Gene,tensor(0.8872)
YDR494W,Gene,tensor(0.8872)
YDL156W,Gene,tensor(0.8872)
YLR117C,Gene,tensor(0.8872)
YPL065W,Gene,tensor(0.8872)
YCR091W,Gene,tensor(0.8872)
YGR098C,Gene,tensor(0.8872)
YHR001W,Gene,tensor(0.8872)
YGL172W,Gene,tensor(0.8872)
YLR141W,Gene,tensor(0.8872)
YKR084C,Gene,tensor(0.8872)
YFL003C,Gene,tensor(0.8872)
YLL018C-A,Gene,tensor(0.8872)
YJL139C,Gene,tensor(0.8872)
YKR099W,Gene,tensor(0.8872)
YKR104W,Gene,tensor(0.8872)
YHL011C,Gene,tensor(0.8872)
YNL093W,Gene,tensor(0.8872)
YMR093W,Gene,tensor(0.8872)
YLR467W,Gene,tensor(0.8872)
YOL003C,Gene,tensor(0.8872)
YKL014C,Gene,tensor(0.8872)
YPR080W,Gene,tensor(0.8872)
YER076C,Gene,tensor(0.8872)
YNL047C,Gene,tensor(0.8872)
YHR026W,Gene,tensor(0.8872)
YEL036C,Gene,tensor(0.8872)
YJL065C,Gene,tensor(0.8872)
YDL002C,Gene,tensor(0.8872)
YJL073W,Gene,tensor(0.8872)
YKL207W,Gene,tensor(0.8872)
YDL018C,Gene,tensor(0.8872)
YIL006W,Gene,tensor(0.8872)
YAL043C,Gene,tensor(0.8872)
YMR280C,Gene,tensor(0.8872)
YFR046C,Gene,tensor(0.8872)
YJL149W,Gene,tensor(0.8872)
YDR276C,Gene,tensor(0.8872)
YAL032C,Gene,tensor(0.8872)
YNL086W,Gene,tensor(0.8872)
YBL074C,Gene,tensor(0.8872)
YDL012C,Gene,tensor(0.8872)
YLR250W,Gene,tensor(0.8872)
YGL250W,Gene,tensor(0.8872)
YKL072W,Gene,tensor(0.8872)
YHR152W,Gene,tensor(0.8872)
YIR028W,Gene,tensor(0.8872)
YDR007W,Gene,tensor(0.8872)
YLR029C,Gene,tensor(0.8872)
YMR223W,Gene,tensor(0.8872)
YPL145C,Gene,tensor(0.8872)
YIL077C,Gene,tensor(0.8872)
YDR430C,Gene,tensor(0.8872)
YLR170C,Gene,tensor(0.8872)
YDR017C,Gene,tensor(0.8872)
YBR018C,Gene,tensor(0.8872)
YPR194C,Gene,tensor(0.8872)
YIL140W,Gene,tensor(0.8872)
YNL074C,Gene,tensor(0.8872)
YBR108W,Gene,tensor(0.8872)
YDR013W,Gene,tensor(0.8872)
YLR191W,Gene,tensor(0.8872)
YGL073W,Gene,tensor(0.8872)
YIL147C,Gene,tensor(0.8872)
YJR077C,Gene,tensor(0.8872)
YIL112W,Gene,tensor(0.8872)
YLR364W,Gene,tensor(0.8872)
YCL003W,Gene,tensor(0.8872)
YNL234W,Gene,tensor(0.8872)
YER026C,Gene,tensor(0.8872)
YER086W,Gene,tensor(0.8872)
YJR076C,Gene,tensor(0.8872)
YGR090W,Gene,tensor(0.8872)
YEL049W,Gene,tensor(0.8872)
