Gene,Correlation
HXT11,3.0547268
FEX2,2.1560934
FEX1,2.147027
PUG1,2.0976355
GDT1,2.085106
VMA16,2.0101523
MIR1,1.9050945
HXT1,1.8712782
HXT3,1.8650444
VMA3,1.8613212
VMA11,1.8389666
HXT2,1.8249934
VCX1,1.8035237
CTR2,1.7947993
ATX2,1.7768159
ENA5,1.7720923
BOR1,1.6961266
MEP1,1.6864424
SMF3,1.6741503
ARN1,1.6452705
HXT6,1.6396894
VMA1,1.631166
ATO3,1.627337
CCC1,1.5848908
MEP3,1.5676342
NHX1,1.5301523
ZRT2,1.5263356
PHO89,1.4964032
ZRT1,1.4807233
MSC2,1.466963
HXT4,1.4340497
PCA1,1.4254515
SYG1,1.4180936
ZRC1,1.4180486
HXT8,1.4142693
VPH1,1.4031818
SMF2,1.4015969
ENA2,1.376655
PMA2,1.3648828
PMA1,1.353939
ERD1,1.3506376
SMF1,1.3476948
HXT7,1.3466693
FTR1,1.3443192
NHA1,1.3405257
PHO84,1.3198622
MEP2,1.3178319
QDR2,1.3104287
GEF1,1.2912693
YBR220C,1.2621866
YKE4,1.2592335
HXT14,1.2331693
SIT1,1.1955608
COX5A,1.1865183
HXT9,1.1859715
HXT5,1.1819559
KHA1,1.1780336
TOK1,1.1668587
GAL2,1.1542627
FET3,1.1405166
IST2,1.1231525
ENA1,1.0903683
FTH1,1.0728106
HXT10,1.0726489
COX9,1.0708151
ATO2,1.0688211
YHL008C,1.062394
PHO87,1.060325
ZRT3,1.0520889
VMA2,1.0340871
ATP2,1.0286375
ATM1,1.0251423
RIP1,1.0081055
VMA5,1.0004764
MAL31,0.97680813
STV1,0.97361386
ZRG17,0.9226761
YVC1,0.91771346
MID1,0.91573083
ARN2,0.9079722
VNX1,0.8963
QCR10,0.87088
CTR3,0.84383017
SOA1,0.8342266
ATP1,0.83367956
MPH2,0.8323345
BPT1,0.81972855
ATR1,0.8036945
