Gene,Correlation
MED7,-2.765452
MET32,-2.6176984
RFM1,-2.4147584
CSE2,-2.398132
MED11,-2.3962183
RCO1,-2.3900578
ASH1,-2.1969411
DIG2,-2.177934
ACE2,-2.0607502
MIG2,-1.9527676
SRB7,-1.870836
DAL80,-1.8648111
NRM1,-1.8608809
RXT2,-1.825877
FKH2,-1.8237721
RPN4,-1.7320178
AFT1,-1.7195371
MOT3,-1.6958216
UME6,-1.675666
YAP6,-1.6746255
NRG2,-1.650145
PAF1,-1.6405817
CUP9,-1.5945003
GCR1,-1.5500907
SPT10,-1.527404
MIG1,-1.5225295
ROX1,-1.4954702
NRG1,-1.4895936
KNS1,-1.4799726
NUT2,-1.4607707
GZF3,-1.3969691
ROX3,-1.3962182
MED1,-1.3153605
MKS1,-1.3071675
VPS25,-1.3028251
SPT6,-1.2547681
RME1,-1.2394319
YCR087C-A,-1.2167647
ITC1,-1.2114307
SWC4,-1.188855
HDA2,-1.18406
MED8,-1.160139
GIS1,-1.1445438
SAS3,-1.1315141
BUR6,-1.0878122
URE2,-1.0877054
YGR122W,-1.0845013
ESA1,-1.0743607
SUM1,-1.0614331
SAP30,-1.0521883
PRR2,-1.0269115
YOX1,-1.0066736
HTB1,-0.99416363
RGR1,-0.99164605
GLN3,-0.9825862
YHP1,-0.97596985
CRF1,-0.97570497
ISW2,-0.9589394
OAF3,-0.92962646
MCM1,-0.92950577
RPH1,-0.9285224
HIR3,-0.9092992
ABF1,-0.88149714
IXR1,-0.87903935
SIN3,-0.8715942
