Gene,Correlation
PUG1,2.0976355
GDT1,2.085106
VCX1,1.8035237
CTR2,1.7947993
ATX2,1.7768159
ENA5,1.7720923
TDH3,1.759412
PET9,1.6804266
SMF3,1.6741503
ARN1,1.6452705
CCC1,1.5848908
AAC1,1.5808108
NHX1,1.5301523
ZRT2,1.5263356
PHO89,1.4964032
ZRT1,1.4807233
MSC2,1.466963
HIP1,1.449592
FRE2,1.4334357
PCA1,1.4254515
ZRC1,1.4180486
SMF2,1.4015969
ENA2,1.376655
RCH1,1.3627733
SMF1,1.3476948
FTR1,1.3443192
NHA1,1.3405257
PHO84,1.3198622
QDR2,1.3104287
YKE4,1.2592335
SIT1,1.1955608
KHA1,1.1780336
TOK1,1.1668587
FIT3,1.1480188
FET3,1.1405166
FRE6,1.1236569
FIT1,1.1150575
ENA1,1.0903683
FET5,1.0889486
FRE3,1.0778105
FTH1,1.0728106
ZRT3,1.0520889
ATM1,1.0251423
FRE1,0.9797766
ZRG17,0.9226761
YVC1,0.91771346
MID1,0.91573083
FRE8,0.91290003
ARN2,0.9079722
FRE7,0.9042306
