Gene,Correlation
STE18,-3.1017776
VTI1,-2.6365623
MET32,-2.6176984
HAP4,-2.4849813
HSK3,-2.445119
PFD1,-2.4443054
MED11,-2.3962183
STF1,-2.2855575
YKE2,-2.273744
RBL2,-2.2441175
AIM7,-2.2303643
TIM9,-2.2080708
YNG2,-2.173079
CIN5,-2.1638234
LIN1,-2.1491454
NUM1,-2.1326375
VPS52,-2.1047056
INO4,-2.1044717
TAF11,-2.0921144
IME1,-2.0782986
SCP1,-2.072385
EGD2,-2.0647745
SET3,-2.0488956
DAD3,-2.0451622
SHE1,-1.9727538
GIM5,-1.956096
PAC10,-1.9498507
MUK1,-1.9389538
SLY1,-1.9307735
AFR1,-1.9104735
SNF7,-1.8974445
SRB4,-1.8941578
SRB7,-1.870836
DAD2,-1.8641363
CUR1,-1.8615624
NRM1,-1.8608809
NDL1,-1.8244187
FKH2,-1.8237721
CDC53,-1.8061352
EXO70,-1.795991
RCK1,-1.7921563
VPS20,-1.7704393
CDC37,-1.7563367
SLZ1,-1.752628
RVS161,-1.7390378
RTG3,-1.737724
RPL40B,-1.7284638
RCN1,-1.7103026
SCM3,-1.7060854
PIG2,-1.7001605
YML002W,-1.697189
MOT3,-1.6958216
MGE1,-1.6896402
CHZ1,-1.6874753
CIK1,-1.6848125
MET28,-1.6822387
UME6,-1.675666
PCL1,-1.6662563
RAD59,-1.6631298
TAF14,-1.6627625
PCL9,-1.6578741
DST1,-1.648072
NDC80,-1.6475925
RIM8,-1.6470026
CAP1,-1.6452295
MGR3,-1.6407562
PAF1,-1.6405817
PAP2,-1.6375514
BSD2,-1.6121267
YPD1,-1.5979149
CUP9,-1.5945003
PEX3,-1.5904225
SRN2,-1.582703
BMH2,-1.5821825
VAM3,-1.5799886
KIP1,-1.5791452
RSC4,-1.5766284
KAR3,-1.5751829
CIN8,-1.5572485
TPM2,-1.5507725
SED5,-1.5461771
SSO2,-1.5448611
RLM1,-1.5448511
DUF1,-1.5390774
HMS1,-1.5335712
SKP1,-1.5266848
GPA1,-1.5165676
INO2,-1.5138011
UPS1,-1.51262
PCL2,-1.498752
EAP1,-1.4954702
NRG1,-1.4895936
MTR2,-1.4875913
SNC2,-1.4856769
TFA1,-1.4574236
ATG13,-1.4523045
MSN4,-1.4474827
PLP2,-1.4368087
YAF9,-1.4343112
GGA1,-1.4342489
TAP42,-1.4172266
JAC1,-1.4095541
MYO1,-1.4041604
VPS74,-1.4008703
BNI4,-1.3850377
VPS72,-1.3843848
BOS1,-1.3779626
HSP26,-1.3747963
SBA1,-1.3716402
CNS1,-1.3648119
JJJ2,-1.361838
FIN1,-1.3506862
ENT5,-1.3471537
IPA1,-1.3393509
SWI1,-1.3371707
ZIP1,-1.3348398
CDC5,-1.328372
CLC1,-1.3277835
DON1,-1.3237847
SAP155,-1.3226466
VPS9,-1.322034
GIM3,-1.3208266
RUD3,-1.3207822
GIM4,-1.3145069
GIP1,-1.3130049
TOA1,-1.3064606
VPS25,-1.3028251
HSP42,-1.3019068
DUO1,-1.2957703
DAD4,-1.2931963
ELF1,-1.2893814
GIR2,-1.2827141
NUP2,-1.2804067
PEP12,-1.2755233
ATG17,-1.2610489
SPT6,-1.2547681
UBX5,-1.2485113
SAC3,-1.2464426
CUE5,-1.2452265
RPN5,-1.2362318
TDA2,-1.232555
SDS23,-1.2317615
ATP11,-1.2164307
PCL8,-1.2134299
TCM62,-1.2083075
SMY1,-1.1986573
END3,-1.1903075
SPT7,-1.1897624
SWC4,-1.188855
SCD5,-1.1790253
SPC24,-1.1784723
SGV1,-1.1762848
VPS1,-1.1729319
GIP2,-1.1728088
SWA2,-1.1657199
STI1,-1.1640949
EPS1,-1.1613466
MED8,-1.160139
PEX18,-1.1597167
MLC1,-1.1585873
NOT5,-1.1574937
SEC3,-1.1531659
TPM1,-1.1498652
VMA22,-1.1392837
SET4,-1.1379181
CAF20,-1.1366869
SAS3,-1.1315141
RTR1,-1.1248482
YPT11,-1.1223578
RUB1,-1.1222528
SPC72,-1.119524
MCD1,-1.1106108
NOT3,-1.105939
SSQ1,-1.1046066
ZIM17,-1.1008997
SPH1,-1.0986402
YNG1,-1.0974565
PDS1,-1.0921144
BTN2,-1.0897391
PCL6,-1.0887258
BUR6,-1.0878122
URE2,-1.0877054
RCI50,-1.087567
SGT1,-1.0866289
NUD1,-1.0812508
GIC2,-1.0792565
ESA1,-1.0743607
ALY1,-1.0650555
ATG29,-1.0627851
SPN1,-1.0624566
YRB1,-1.0622027
AVO1,-1.0617067
APC2,-1.0541096
ROD1,-1.0539793
PET100,-1.052403
HSE1,-1.0520443
APM1,-1.0508687
SIP2,-1.0472571
RBG2,-1.0470927
APS1,-1.0464197
MPD1,-1.0433052
TIF11,-1.036132
RPN8,-1.0351585
PEX21,-1.0242559
SUI3,-1.0235018
ECM21,-1.022108
RPB4,-1.0083646
AMN1,-1.0035527
BBC1,-0.9986757
HTB1,-0.99416363
PBS2,-0.9937888
SHY1,-0.9923582
RGR1,-0.99164605
VIK1,-0.99059707
ACL4,-0.9878291
ART10,-0.9807219
GRX3,-0.9737139
GAC1,-0.96659225
KAR1,-0.956861
SEC9,-0.94733256
TAF13,-0.9328109
MCM1,-0.92950577
ATP12,-0.9260795
AIM21,-0.9105076
RRB1,-0.90479594
BDP1,-0.90294766
SEC1,-0.902455
RPT6,-0.8988454
YRA1,-0.8979312
PAM16,-0.89578485
DEF1,-0.8941083
DER1,-0.89174366
MYO4,-0.8914209
CTK1,-0.88548
NIS1,-0.8842824
SSK1,-0.8821026
RTT101,-0.8817079
BUD6,-0.88090426
DPB3,-0.86865175
GAL83,-0.86767024
