Used 2009 Datasets
Initialized Expression Datasets
Intersection: 0
Initialized training and validation data
Initialized Network
Used Cross Entropy Loss Function
./Yeast Resources/Pairwise/Spell/Batch_Test_Fixed/Control_x_b_113x2000x53_lr0.01_batch50_Train_/
./Yeast Resources/Pairwise/Spell/Batch_Test_Fixed/Control_x_b_113x2000x53_lr0.01_batch50_Test_/
100 Batch Cumulative Loss: 441.62540435791016
Time for 100 Batches: 0.04352682828903198
100 Batch Cumulative Loss: 362.89974665641785
Time for 100 Batches: 0.4004878282546997
100 Batch Cumulative Loss: 331.25821018218994
Time for 100 Batches: 0.40715279976526897
100 Batch Cumulative Loss: 322.82589888572693
Time for 100 Batches: 0.4010892351468404
100 Batch Cumulative Loss: 322.1925048828125
Time for 100 Batches: 0.40254874229431153
100 Batch Cumulative Loss: 315.69020199775696
Time for 100 Batches: 0.40177439053853353
100 Batch Cumulative Loss: 311.38587498664856
Time for 100 Batches: 0.408659831682841
100 Batch Cumulative Loss: 310.4985568523407
Time for 100 Batches: 0.4014334042867025
100 Batch Cumulative Loss: 300.1218023300171
Time for 100 Batches: 0.3940774122873942
100 Batch Cumulative Loss: 302.4087104797363
Time for 100 Batches: 0.40597673257191974
100 Batch Cumulative Loss: 295.03739166259766
Time for 100 Batches: 0.4030236562093099
100 Batch Cumulative Loss: 293.5832405090332
Time for 100 Batches: 0.40300161043802896
100 Batch Cumulative Loss: 292.38121938705444
Time for 100 Batches: 0.4004775365193685
100 Batch Cumulative Loss: 286.0290651321411
Time for 100 Batches: 0.4042594035466512
100 Batch Cumulative Loss: 284.50641202926636
Time for 100 Batches: 0.4021335164705912
100 Batch Cumulative Loss: 284.14893317222595
Time for 100 Batches: 0.3976138472557068
100 Batch Cumulative Loss: 276.0240287780762
Time for 100 Batches: 0.4011315703392029
100 Batch Cumulative Loss: 280.2866687774658
Time for 100 Batches: 0.40301833947499593
100 Batch Cumulative Loss: 281.61524724960327
Time for 100 Batches: 0.40150279601415
100 Batch Cumulative Loss: 279.2497754096985
Time for 100 Batches: 0.40298896630605063
100 Batch Cumulative Loss: 274.327748298645
Time for 100 Batches: 0.3977213184038798
100 Batch Cumulative Loss: 270.82519459724426
Time for 100 Batches: 0.4009529749552409
100 Batch Cumulative Loss: 272.3565936088562
Time for 100 Batches: 0.40258270502090454
100 Batch Cumulative Loss: 269.7285084724426
Time for 100 Batches: 0.39966907898585
100 Batch Cumulative Loss: 266.62193059921265
Time for 100 Batches: 0.40165661176045736
100 Batch Cumulative Loss: 265.52864241600037
Time for 100 Batches: 0.4025251666704814
100 Batch Cumulative Loss: 267.1758015155792
Time for 100 Batches: 0.4043921113014221
100 Batch Cumulative Loss: 261.66711592674255
Time for 100 Batches: 0.40203038056691487
100 Batch Cumulative Loss: 268.6084842681885
Time for 100 Batches: 0.40317526658376057
100 Batch Cumulative Loss: 257.02358889579773
Time for 100 Batches: 0.40288976828257245
100 Batch Cumulative Loss: 261.35242664813995
Time for 100 Batches: 0.39705230792363483
100 Batch Cumulative Loss: 256.83493542671204
Time for 100 Batches: 0.40018630822499596
100 Batch Cumulative Loss: 255.1402599811554
Time for 100 Batches: 0.4073702335357666
100 Batch Cumulative Loss: 263.8267101049423
Time for 100 Batches: 0.40110811789830525
100 Batch Cumulative Loss: 257.42285537719727
Time for 100 Batches: 0.4046632726987203
100 Batch Cumulative Loss: 258.4998412132263
Time for 100 Batches: 0.3989003777503967
100 Batch Cumulative Loss: 261.7202274799347
Time for 100 Batches: 0.39809723297754923
100 Batch Cumulative Loss: 248.8584005832672
Time for 100 Batches: 0.4057848850886027
100 Batch Cumulative Loss: 253.6506519317627
Time for 100 Batches: 0.40096860329310097
100 Batch Cumulative Loss: 251.6991468667984
Time for 100 Batches: 0.4036394476890564
100 Batch Cumulative Loss: 258.27490305900574
Time for 100 Batches: 0.39945583740870155
100 Batch Cumulative Loss: 249.38340497016907
Time for 100 Batches: 0.40027090708414714
100 Batch Cumulative Loss: 246.84166729450226
Time for 100 Batches: 0.3953717350959778
100 Batch Cumulative Loss: 246.8785778284073
Time for 100 Batches: 0.39905765851338704
100 Batch Cumulative Loss: 248.0843893289566
Time for 100 Batches: 0.40017516613006593
100 Batch Cumulative Loss: 243.11842119693756
Time for 100 Batches: 0.4007745663324992
100 Batch Cumulative Loss: 243.8392652273178
Time for 100 Batches: 0.40238118171691895
100 Batch Cumulative Loss: 243.01996207237244
Time for 100 Batches: 0.3995782732963562
100 Batch Cumulative Loss: 238.59300804138184
Time for 100 Batches: 0.4021534522374471
100 Batch Cumulative Loss: 240.05691742897034
Time for 100 Batches: 0.40386002461115517
100 Batch Cumulative Loss: 236.79367697238922
Time for 100 Batches: 0.40223194360733033
100 Batch Cumulative Loss: 244.27456378936768
Time for 100 Batches: 0.39973284006118776
100 Batch Cumulative Loss: 240.34236538410187
Time for 100 Batches: 0.40165118376413983
100 Batch Cumulative Loss: 238.63339471817017
Time for 100 Batches: 0.4002864917119344
100 Batch Cumulative Loss: 235.78806722164154
Time for 100 Batches: 0.4016686240832011
100 Batch Cumulative Loss: 237.94599080085754
Time for 100 Batches: 0.4003758708635966
100 Batch Cumulative Loss: 231.14789462089539
Time for 100 Batches: 0.40316202243169147
100 Batch Cumulative Loss: 233.06123745441437
Time for 100 Batches: 0.40387123823165894
100 Batch Cumulative Loss: 231.073566198349
Time for 100 Batches: 0.3978856364885966
100 Batch Cumulative Loss: 231.14024651050568
Time for 100 Batches: 0.4005150516827901
100 Batch Cumulative Loss: 224.16882252693176
Time for 100 Batches: 0.40234675804773967
100 Batch Cumulative Loss: 235.07687413692474
Time for 100 Batches: 0.40230660438537597
100 Batch Cumulative Loss: 239.19834399223328
Time for 100 Batches: 0.39741169611612953
100 Batch Cumulative Loss: 226.77647483348846
Time for 100 Batches: 0.3982972582181295
100 Batch Cumulative Loss: 236.64975702762604
Time for 100 Batches: 0.3981692671775818
100 Batch Cumulative Loss: 240.20308804512024
Time for 100 Batches: 0.39883764187494913
100 Batch Cumulative Loss: 233.8964911699295
Time for 100 Batches: 0.4027810533841451
100 Batch Cumulative Loss: 232.4623190164566
Time for 100 Batches: 0.4021288394927979
100 Batch Cumulative Loss: 233.53443455696106
Time for 100 Batches: 0.4001379450162252
100 Batch Cumulative Loss: 236.39734864234924
Time for 100 Batches: 0.40413107474644977
100 Batch Cumulative Loss: 229.36271059513092
Time for 100 Batches: 0.39847126801808674
100 Batch Cumulative Loss: 223.4601012468338
Time for 100 Batches: 0.3975971817970276
100 Batch Cumulative Loss: 223.29093718528748
Time for 100 Batches: 0.40497223536173504
100 Batch Cumulative Loss: 227.33021330833435
Time for 100 Batches: 0.40812702973683673
100 Batch Cumulative Loss: 226.35814201831818
Time for 100 Batches: 0.39934420585632324
100 Batch Cumulative Loss: 221.43307828903198
Time for 100 Batches: 0.4026355504989624
100 Batch Cumulative Loss: 222.66608667373657
Time for 100 Batches: 0.39935874938964844
100 Batch Cumulative Loss: 218.5596717596054
Time for 100 Batches: 0.39813415209452313
100 Batch Cumulative Loss: 225.39159989356995
Time for 100 Batches: 0.40200257698694863
100 Batch Cumulative Loss: 227.13056480884552
Time for 100 Batches: 0.3963942527770996
100 Batch Cumulative Loss: 223.37115955352783
Time for 100 Batches: 0.4041414141654968
100 Batch Cumulative Loss: 220.57605636119843
Time for 100 Batches: 0.4027162591616313
100 Batch Cumulative Loss: 218.47625505924225
Time for 100 Batches: 0.398320746421814
100 Batch Cumulative Loss: 224.19980931282043
Time for 100 Batches: 0.39565765857696533
