Began Loading Data
Finished Loading Data
Batch 0 Loss:	0.6983541250228882
Batch 0 Time:	0.1768543322881063 minutes
Batch 100 Loss:	56.1517408490181
Batch 100 Time:	4.7226597905159 minutes
Batch 200 Loss:	37.37003016471863
Batch 200 Time:	4.702179352442424 minutes
Batch 300 Loss:	30.92908801138401
Batch 300 Time:	4.737053652604421 minutes
Batch 400 Loss:	26.7192802131176
Batch 400 Time:	4.7413701494534815 minutes
Batch 500 Loss:	22.695166379213333
Batch 500 Time:	4.72805023988088 minutes
Batch 600 Loss:	19.95089491084218
Batch 600 Time:	4.712491591771443 minutes
Batch 700 Loss:	17.974252831190825
Batch 700 Time:	4.753220546245575 minutes
Batch 800 Loss:	15.418392926454544
Batch 800 Time:	4.703738860289255 minutes
Batch 900 Loss:	12.768900133669376
Batch 900 Time:	4.6704053243001304 minutes
Batch 1000 Loss:	12.162083581089973
Batch 1000 Time:	4.661791292826335 minutes
Batch 1100 Loss:	11.28253073245287
Batch 1100 Time:	4.704762474695841 minutes
Batch 1200 Loss:	11.450256776064634
Batch 1200 Time:	4.686263422171275 minutes
Batch 1300 Loss:	10.059471279382706
Batch 1300 Time:	4.721598704655965 minutes
Batch 1400 Loss:	10.74854952096939
Batch 1400 Time:	4.7307837963104244 minutes
Batch 1500 Loss:	9.02024107426405
Batch 1500 Time:	4.687061480681101 minutes
Batch 1600 Loss:	8.554491058923304
Batch 1600 Time:	4.662254468599955 minutes
Batch 1700 Loss:	8.435054050758481
Batch 1700 Time:	4.732343693574269 minutes
Batch 1800 Loss:	8.076129506342113
Batch 1800 Time:	4.677014485994975 minutes
Batch 1900 Loss:	6.633459961507469
Batch 1900 Time:	4.682832463582357 minutes
Batch 2000 Loss:	8.071454398334026
Batch 2000 Time:	4.675954715410868 minutes
Batch 2100 Loss:	7.230879266280681
Batch 2100 Time:	4.715260513623556 minutes
Batch 2200 Loss:	7.0141948368400335
Batch 2200 Time:	4.6782308459281925 minutes
Batch 2300 Loss:	6.19832346518524
Batch 2300 Time:	4.686898231506348 minutes
Batch 2400 Loss:	6.985322791151702
Batch 2400 Time:	4.722448205947876 minutes
Batch 2500 Loss:	6.004068836569786
Batch 2500 Time:	4.717717321713765 minutes
Batch 2600 Loss:	5.829205709975213
Batch 2600 Time:	4.70149906873703 minutes
Batch 2700 Loss:	5.799377767369151
Batch 2700 Time:	4.70755394299825 minutes
Batch 2800 Loss:	5.789079833775759
Batch 2800 Time:	4.663901249567668 minutes
Batch 2900 Loss:	4.72276662895456
Batch 2900 Time:	4.6564565896987915 minutes
Batch 3000 Loss:	4.880254128947854
Batch 3000 Time:	4.669552850723266 minutes
Batch 3100 Loss:	4.668107969220728
Batch 3100 Time:	4.708358669281006 minutes
Batch 3200 Loss:	4.65530406718608
Batch 3200 Time:	4.702575763066609 minutes
Batch 3300 Loss:	5.560922859702259
Batch 3300 Time:	4.676627671718597 minutes
Batch 3400 Loss:	5.172737329034135
Batch 3400 Time:	4.675882021586101 minutes
Batch 3500 Loss:	5.018518132623285
Batch 3500 Time:	4.684911076227824 minutes
Batch 3600 Loss:	4.345500125316903
Batch 3600 Time:	4.692084554831187 minutes
Batch 3700 Loss:	4.53483618516475
Batch 3700 Time:	4.7026574532190955 minutes
Batch 3800 Loss:	4.915517966262996
Batch 3800 Time:	4.709205993016561 minutes
Batch 3900 Loss:	3.765175130451098
Batch 3900 Time:	4.704684293270111 minutes
Batch 4000 Loss:	4.267585823079571
Batch 4000 Time:	4.699962421258291 minutes
Batch 4100 Loss:	3.538308749208227
Batch 4100 Time:	4.728296510378519 minutes
Batch 4200 Loss:	3.822117667645216
Batch 4200 Time:	4.71099050839742 minutes
Batch 4300 Loss:	2.9854128080187365
Batch 4300 Time:	4.695297102133433 minutes
Batch 4400 Loss:	4.582758419914171
Batch 4400 Time:	4.712532206376394 minutes
Batch 4500 Loss:	3.98661793617066
Batch 4500 Time:	4.727169831593831 minutes
Batch 4600 Loss:	4.2789061304647475
Batch 4600 Time:	4.669069627920787 minutes
Batch 4700 Loss:	4.548952640267089
Batch 4700 Time:	4.70096934636434 minutes
Batch 4800 Loss:	6.170174278086051
Batch 4800 Time:	4.669226507345836 minutes
Batch 4900 Loss:	3.914685233263299
Batch 4900 Time:	4.678370300928751 minutes
Batch 5000 Loss:	3.425590438535437
Batch 5000 Time:	4.686555659770965 minutes
Batch 5100 Loss:	3.2923075442085974
Batch 5100 Time:	4.685662893454234 minutes
Batch 5200 Loss:	4.089289531810209
Batch 5200 Time:	4.693046506245931 minutes
Batch 5300 Loss:	3.4881893169367686
Batch 5300 Time:	4.717637813091278 minutes
Batch 5400 Loss:	2.9754263912327588
Batch 5400 Time:	4.702080122629801 minutes
Batch 5500 Loss:	3.0210856319754384
Batch 5500 Time:	4.6995380282402035 minutes
Batch 5600 Loss:	3.003860686090775
Batch 5600 Time:	4.710149578253428 minutes
Batch 5700 Loss:	3.4635658765910193
Batch 5700 Time:	4.72076274951299 minutes
Batch 5800 Loss:	3.1073815725394525
Batch 5800 Time:	4.700673031806946 minutes
Batch 5900 Loss:	3.151327086496167
Batch 5900 Time:	4.675411458810171 minutes
Batch 6000 Loss:	2.8407942425692454
Batch 6000 Time:	4.686820975939432 minutes
Batch 6100 Loss:	2.757842070888728
Batch 6100 Time:	4.691485432783763 minutes
Batch 6200 Loss:	3.101125948014669
Batch 6200 Time:	4.686938738822937 minutes
Batch 6300 Loss:	2.702765488415025
Batch 6300 Time:	4.705672589937846 minutes
Batch 6400 Loss:	2.433617059723474
Batch 6400 Time:	4.696139132976532 minutes
Batch 6500 Loss:	2.2333029280998744
Batch 6500 Time:	4.68042737642924 minutes
Batch 6600 Loss:	2.9101180172292516
Batch 6600 Time:	4.710005116462708 minutes
Batch 6700 Loss:	3.0802306885889266
Batch 6700 Time:	4.740903417269389 minutes
Batch 6800 Loss:	3.17419209133368
Batch 6800 Time:	4.687237246831258 minutes
Batch 6900 Loss:	1.8785292786778882
Batch 6900 Time:	4.692695554097494 minutes
Batch 7000 Loss:	2.9906806998187676
Batch 7000 Time:	4.684362335999807 minutes
Batch 7100 Loss:	2.8293407438031863
Batch 7100 Time:	4.712286539872488 minutes
Batch 7200 Loss:	2.5834378944709897
Batch 7200 Time:	4.679548609256744 minutes
Batch 7300 Loss:	3.669921294989763
Batch 7300 Time:	4.727658251921336 minutes
Batch 7400 Loss:	2.302067618118599
Batch 7400 Time:	4.6642758766810095 minutes
Batch 7500 Loss:	3.2557340246858075
Batch 7500 Time:	4.661166393756867 minutes
Batch 7600 Loss:	4.831861200043932
Batch 7600 Time:	4.707083980242412 minutes
Batch 7700 Loss:	2.4555069832713343
Batch 7700 Time:	4.6770939071973165 minutes
Batch 7800 Loss:	2.6795399287948385
Batch 7800 Time:	4.675819226106008 minutes
Batch 7900 Loss:	1.8250806867145002
Batch 7900 Time:	4.696582404772441 minutes
Batch 8000 Loss:	1.645474779244978
Batch 8000 Time:	4.705234972635905 minutes
Batch 8100 Loss:	2.149886891071219
Batch 8100 Time:	4.689455076058706 minutes
Batch 8200 Loss:	2.145720083732158
Batch 8200 Time:	4.677663290500641 minutes
Batch 8300 Loss:	2.4045325096230954
Batch 8300 Time:	4.708063840866089 minutes
Batch 8400 Loss:	1.6158351254998706
Batch 8400 Time:	4.711352602640788 minutes
Batch 8500 Loss:	2.689363693643827
Batch 8500 Time:	4.69902245203654 minutes
Batch 8600 Loss:	1.9193968712934293
Batch 8600 Time:	4.678962767124176 minutes
Batch 8700 Loss:	2.8429472942953
Batch 8700 Time:	4.659818506240844 minutes
Batch 8800 Loss:	1.688270445796661
Batch 8800 Time:	4.691704742113749 minutes
Batch 8900 Loss:	1.705554454412777
Batch 8900 Time:	4.6800481875737505 minutes
Batch 9000 Loss:	2.2254083368898137
Batch 9000 Time:	4.693934837977092 minutes
Batch 9100 Loss:	2.3734056179528125
Batch 9100 Time:	4.683137504259745 minutes
Batch 9200 Loss:	2.0964529812918045
Batch 9200 Time:	4.662814072767893 minutes
Batch 9300 Loss:	2.0968487136415206
Batch 9300 Time:	4.691883635520935 minutes
Batch 9400 Loss:	2.119292794042849
Batch 9400 Time:	4.72558840115865 minutes
Batch 9500 Loss:	2.3362048332346603
Batch 9500 Time:	4.698734295368195 minutes
Batch 9600 Loss:	3.1492544939392246
Batch 9600 Time:	4.662656704584758 minutes
Batch 9700 Loss:	2.373694386857096
Batch 9700 Time:	4.693208384513855 minutes
Batch 9800 Loss:	3.1676209454308264
Batch 9800 Time:	4.675752834479014 minutes
Batch 9900 Loss:	2.052000246621901
Batch 9900 Time:	4.721794446309407 minutes
Batch 10000 Loss:	2.1932268240198027
Batch 10000 Time:	4.734485348065694 minutes
Batch 10100 Loss:	2.198212351941038
Batch 10100 Time:	4.693513309955597 minutes
Batch 10200 Loss:	2.2927885901590344
Batch 10200 Time:	4.7080654263496395 minutes
Batch 10300 Loss:	2.3016849229461513
Batch 10300 Time:	4.745273896058401 minutes
Batch 10400 Loss:	2.2254469633335248
Batch 10400 Time:	4.713461252053579 minutes
Batch 10500 Loss:	2.770786113687791
Batch 10500 Time:	4.648169445991516 minutes
Batch 10600 Loss:	2.091569137526676
Batch 10600 Time:	4.707779530684153 minutes
Batch 10700 Loss:	2.3804809828288853
Batch 10700 Time:	4.709195558230082 minutes
Batch 10800 Loss:	1.814861778053455
