GO Term ID,GO Term Name,GO Branch,Num Annotations,ES,p-value,NES,FDR q-value,LES size
GO:0032979,protein insertion into mitochondrial inner membrane from matrix,Biological Process,9,0.6790123456790121,0.05846153846153846,1.4809247234989433,0.6462374596604462,4
GO:0032978,protein insertion into membrane from inner side,Biological Process,9,0.6790123456790121,0.0549618320610687,1.4475813804159985,0.6462374596604462,4
GO:0090151,establishment of protein localization to mitochondrial membrane,Biological Process,32,0.42008860995393826,0.11838790931989925,1.2747971738140955,0.9581769444834198,12
GO:0070131,positive regulation of mitochondrial translation,Biological Process,14,0.7631578947368423,0.1349206349206349,1.2473389503404286,0.9581769444834198,1
GO:0070129,regulation of mitochondrial translation,Biological Process,16,0.7567567567567572,0.13147410358565736,1.2458276604280656,0.9581769444834198,1
GO:0030150,protein import into mitochondrial matrix,Biological Process,24,0.5715431985964238,0.15365853658536585,1.2445107010566714,0.9581769444834198,2
GO:0042775,mitochondrial ATP synthesis coupled electron transport,Biological Process,29,0.9344262295081968,0.13246753246753246,1.2346686170811292,0.9581769444834198,0
GO:0062125,regulation of mitochondrial gene expression,Biological Process,18,0.75,0.13900414937759337,1.2346397122067336,0.9581769444834198,1
GO:0042773,ATP synthesis coupled electron transport,Biological Process,29,0.9344262295081968,0.147239263803681,1.2274258537552023,0.9581769444834198,0
GO:0016559,peroxisome fission,Biological Process,8,0.5805909114303703,0.19129082426127528,1.2060634327229613,0.9581769444834198,1
GO:0045040,protein insertion into mitochondrial outer membrane,Biological Process,11,0.49238694367166447,0.23628691983122363,1.2041317200477448,0.9581769444834198,4
GO:0045041,protein import into mitochondrial intermembrane space,Biological Process,8,0.9024390243902439,0.20704845814977973,1.201616652956115,0.9581769444834198,0
GO:0000266,mitochondrial fission,Biological Process,9,0.5204248532472988,0.2478386167146974,1.1836834273968815,0.9581769444834198,1
GO:0022904,respiratory electron transport chain,Biological Process,33,0.9298245614035088,0.15100671140939598,1.173577054540054,0.9581769444834198,0
GO:0046677,response to antibiotic,Biological Process,7,0.891566265060241,0.2,1.172701278120371,0.9581769444834198,0
GO:0007008,outer mitochondrial membrane organization,Biological Process,15,0.4721337791147028,0.265993265993266,1.1679982178918538,0.9581769444834198,4
GO:0006465,signal peptide processing,Biological Process,10,0.8625,0.25476190476190474,1.1511420059582917,0.9581769444834198,0
GO:0036297,interstrand cross-link repair,Biological Process,11,0.8734177215189873,0.2511520737327189,1.150795480747059,0.9581769444834198,0
GO:0006515,protein quality control for misfolded or incompletely synthesized proteins,Biological Process,30,0.8666666666666667,0.26988636363636365,1.1472984831390243,0.9581769444834198,0
GO:0017196,N-terminal peptidyl-methionine acetylation,Biological Process,6,0.7052814560447027,0.2698412698412698,1.1303908552191724,0.9581769444834198,0
GO:0018206,peptidyl-methionine modification,Biological Process,6,0.7052814560447027,0.26936026936026936,1.1277129996591504,0.9581769444834198,0
GO:0006119,oxidative phosphorylation,Biological Process,35,0.9272727272727272,0.20866141732283464,1.1271208561733221,0.9581769444834198,0
GO:0006474,N-terminal protein amino acid acetylation,Biological Process,10,0.6921862179494647,0.32136105860113423,1.1153445259499166,0.9581769444834198,0
GO:0031365,N-terminal protein amino acid modification,Biological Process,14,0.6777125337389385,0.3499005964214712,1.0995965748554077,0.9581769444834198,0
GO:0006813,potassium ion transport,Biological Process,20,0.657142857142857,0.3921161825726141,1.0554787148158586,0.9581769444834198,1
GO:0051204,protein insertion into mitochondrial membrane,Biological Process,24,0.33143679033134865,0.41500765696784075,1.0410179129767676,0.9581769444834198,9
GO:0055075,potassium ion homeostasis,Biological Process,6,0.7738095238095237,0.3837953091684435,1.0399467831070446,0.9581769444834198,0
GO:0010821,regulation of mitochondrion organization,Biological Process,18,0.536669956862361,0.41589648798521256,1.0242144828132844,0.9581769444834198,1
GO:0034314,Arp2/3 complex-mediated actin nucleation,Biological Process,22,0.6323529411764706,0.45089285714285715,1.0193715093382234,0.9581769444834198,1
GO:0044396,actin cortical patch organization,Biological Process,25,0.6153846153846154,0.45933014354066987,1.006623346485124,0.9581769444834198,1
GO:0071702,organic substance transport,Biological Process,956,1.0588914549653594,0.042,1.000000000000025,0.9581769444834198,38
GO:0032543,mitochondrial translation,Biological Process,131,3.121951219512197,0.0,1.0000000000000242,0.9581769444834198,3
GO:0019220,regulation of phosphate metabolic process,Biological Process,148,2.5172413793103416,0.242,1.0000000000000242,0.9581769444834198,2
GO:0051234,establishment of localization,Biological Process,1429,1.035100821508589,0.392,1.0000000000000235,0.9581769444834198,42
GO:0006974,cellular response to DNA damage stimulus,Biological Process,362,1.3088235294117636,0.622,1.0000000000000233,0.9581769444834198,6
GO:0006357,regulation of transcription by RNA polymerase II,Biological Process,477,1.227390180878553,0.762,1.000000000000023,0.9581769444834198,2
GO:0000003,reproduction,Biological Process,516,1.1971830985915464,0.869,1.000000000000023,0.9581769444834198,6
GO:0140053,mitochondrial gene expression,Biological Process,157,2.26865671641791,0.597,1.0000000000000224,0.9581769444834198,5
GO:0009628,response to abiotic stimulus,Biological Process,161,2.253521126760562,0.0,1.0000000000000222,0.9581769444834198,1
GO:0048193,Golgi vesicle transport,Biological Process,210,1.741666666666665,0.63,1.000000000000022,0.9581769444834198,1
GO:0071704,organic substance metabolic process,Biological Process,3641,1.0152069839481834,0.24,1.000000000000022,0.9581769444834198,36
GO:1901564,organonitrogen compound metabolic process,Biological Process,2116,1.0355380059230013,0.619,1.000000000000022,0.9581769444834198,18
GO:0055082,cellular chemical homeostasis,Biological Process,194,1.7884615384615365,0.276,1.0000000000000218,0.9581769444834198,8
GO:0062197,cellular response to chemical stress,Biological Process,145,2.6181818181818093,0.918,1.0000000000000215,0.9581769444834198,1
GO:0019941,modification-dependent protein catabolic process,Biological Process,245,1.561290322580641,0.6,1.0000000000000213,0.9581769444834198,3
GO:0030154,cell differentiation,Biological Process,199,1.8165137614678863,0.69,1.0000000000000213,0.9581769444834198,1
GO:0051171,regulation of nitrogen compound metabolic process,Biological Process,1011,1.0846905537459284,0.117,1.0000000000000209,0.9581769444834198,12
GO:0022402,cell cycle process,Biological Process,662,1.1451048951048954,0.54,1.0000000000000204,0.9581769444834198,7
GO:1901361,organic cyclic compound catabolic process,Biological Process,227,1.6350364963503687,0.584,1.0000000000000204,0.9581769444834198,3
GO:1901576,organic substance biosynthetic process,Biological Process,2015,1.037402597402596,0.299,1.0000000000000202,0.9581769444834198,18
GO:0048522,positive regulation of cellular process,Biological Process,730,1.1281250000000016,0.007,1.0000000000000202,0.9581769444834198,8
GO:0008654,phospholipid biosynthetic process,Biological Process,125,3.514285714285707,0.627,1.00000000000002,0.9581769444834198,2
GO:0032502,developmental process,Biological Process,250,1.5500000000000034,0.501,1.00000000000002,0.9581769444834198,2
GO:0030447,filamentous growth,Biological Process,124,3.6176470588235237,0.0,1.0000000000000193,0.9581769444834198,1
GO:0071554,cell wall organization or biogenesis,Biological Process,300,1.4095238095238085,0.172,1.0000000000000193,0.9581769444834198,4
GO:0061919,process utilizing autophagic mechanism,Biological Process,249,1.528301886792453,0.005,1.000000000000019,0.9581769444834198,6
GO:0030163,protein catabolic process,Biological Process,300,1.409523809523808,0.754,1.0000000000000189,0.9581769444834198,4
GO:0015711,organic anion transport,Biological Process,104,7.2142857142857055,0.912,1.0000000000000189,0.9581769444834198,3
GO:1903046,meiotic cell cycle process,Biological Process,281,1.4607329842931907,0.483,1.0000000000000187,0.9581769444834198,2
GO:0048878,chemical homeostasis,Biological Process,234,1.5694444444444429,0.128,1.0000000000000184,0.9581769444834198,8
GO:0008610,lipid biosynthetic process,Biological Process,224,1.6343283582089514,0.63,1.0000000000000184,0.9581769444834198,5
GO:0046486,glycerolipid metabolic process,Biological Process,140,2.740000000000001,0.292,1.0000000000000182,0.9581769444834198,3
GO:0006259,DNA metabolic process,Biological Process,548,1.1746724890829667,0.4,1.0000000000000178,0.9581769444834198,10
GO:0044087,regulation of cellular component biogenesis,Biological Process,184,1.9468085106383022,0.29,1.0000000000000175,0.9581769444834198,1
GO:0065009,regulation of molecular function,Biological Process,406,1.2721518987341778,0.956,1.0000000000000175,0.9581769444834198,4
GO:0051246,regulation of protein metabolic process,Biological Process,376,1.2972027972028004,0.24,1.0000000000000175,0.9581769444834198,5
GO:0046483,heterocycle metabolic process,Biological Process,1996,1.0383001049317946,0.288,1.0000000000000175,0.9581769444834198,17
GO:0010639,negative regulation of organelle organization,Biological Process,100,9.899999999999984,0.0,1.0000000000000173,0.9581769444834198,1
GO:0072666,establishment of protein localization to vacuole,Biological Process,130,3.2249999999999943,0.716,1.0000000000000173,0.9581769444834198,1
GO:0090150,establishment of protein localization to membrane,Biological Process,115,3.680000000000003,0.01,1.0000000000000173,0.9581769444834198,22
GO:0044265,cellular macromolecule catabolic process,Biological Process,409,1.2633228840125361,0.729,1.0000000000000173,0.9581769444834198,6
GO:0042325,regulation of phosphorylation,Biological Process,95,18.79999999999997,0.0,1.0000000000000173,0.9581769444834198,1
GO:0051301,cell division,Biological Process,305,1.3906976744186053,0.807,1.0000000000000173,0.9581769444834198,6
GO:1901698,response to nitrogen compound,Biological Process,95,18.799999999999965,0.643,1.000000000000017,0.9581769444834198,1
GO:0023052,signaling,Biological Process,443,1.2521246458923487,0.415,1.000000000000017,0.9581769444834198,1
GO:0007165,signal transduction,Biological Process,443,1.2521246458923487,0.42,1.000000000000017,0.9581769444834198,1
GO:0050801,ion homeostasis,Biological Process,182,1.8913043478260896,0.721,1.0000000000000169,0.9581769444834198,8
GO:0006812,cation transport,Biological Process,235,1.5793103448275874,0.034,1.0000000000000169,0.9581769444834198,6
GO:0034248,regulation of cellular amide metabolic process,Biological Process,192,1.8431372549019578,0.966,1.0000000000000167,0.9581769444834198,4
GO:0006979,response to oxidative stress,Biological Process,130,3.2249999999999925,0.932,1.0000000000000167,0.9581769444834198,1
GO:0031399,regulation of protein modification process,Biological Process,158,2.308823529411762,0.0,1.0000000000000164,0.9581769444834198,1
GO:0043632,modification-dependent macromolecule catabolic process,Biological Process,267,1.4915254237288156,0.275,1.0000000000000162,0.9581769444834198,3
GO:0031323,regulation of cellular metabolic process,Biological Process,1039,1.0811380400421486,0.398,1.0000000000000162,0.9581769444834198,13
GO:0000747,conjugation with cellular fusion,Biological Process,125,3.5428571428571374,0.194,1.000000000000016,0.9581769444834198,1
GO:0000956,nuclear-transcribed mRNA catabolic process,Biological Process,123,3.696969696969695,0.0,1.000000000000016,0.9581769444834198,1
GO:0071310,cellular response to organic substance,Biological Process,172,2.085365853658537,0.147,1.0000000000000158,0.9581769444834198,1
GO:0043934,sporulation,Biological Process,172,2.085365853658537,0.165,1.0000000000000158,0.9581769444834198,1
GO:0051321,meiotic cell cycle,Biological Process,330,1.3666666666666658,0.393,1.0000000000000155,0.9581769444834198,2
GO:0090305,nucleic acid phosphodiester bond hydrolysis,Biological Process,275,1.475675675675673,0.273,1.0000000000000155,0.9581769444834198,2
GO:0045944,positive regulation of transcription by RNA polymerase II,Biological Process,300,1.4238095238095232,0.456,1.0000000000000155,0.9581769444834198,1
GO:0009890,negative regulation of biosynthetic process,Biological Process,301,1.4123222748815156,0.423,1.0000000000000149,0.9581769444834198,3
