GO Term ID,GO Term Name,GO Branch,Num Annotations,ES,p-value,NES,FDR q-value,LES size
GO:0051204,protein insertion into mitochondrial membrane,Biological Process,24,0.6956335332263508,0.0,2.6828375085185017,0.0,14
GO:0090151,establishment of protein localization to mitochondrial membrane,Biological Process,32,0.6228650138969695,0.0,2.2645024978693034,0.0,16
GO:0045039,protein insertion into mitochondrial inner membrane,Biological Process,13,0.6675826622012524,0.0,2.1109182731472074,0.0012589028954034674,8
GO:0070096,mitochondrial outer membrane translocase complex assembly,Biological Process,9,0.7283950617283946,0.007352941176470588,1.8440583816676446,0.01888354343105201,4
GO:0044396,actin cortical patch organization,Biological Process,25,1.0,0.0,1.773929036015446,0.027695863698876284,1
GO:0034314,Arp2/3 complex-mediated actin nucleation,Biological Process,22,1.0,0.0,1.766557653804441,0.027695863698876284,1
GO:0045040,protein insertion into mitochondrial outer membrane,Biological Process,11,0.6125454207324066,0.02177068214804064,1.7340488276583892,0.031022964208156877,5
GO:0045010,actin nucleation,Biological Process,27,1.0,0.0,1.6983970629504275,0.035668915369764916,1
GO:0007008,outer mitochondrial membrane organization,Biological Process,15,0.5963428890868374,0.018808777429467086,1.6965287439101953,0.035668915369764916,5
GO:0007007,inner mitochondrial membrane organization,Biological Process,29,0.533388019133829,0.004878048780487805,1.6544526829032704,0.045131668800214304,10
GO:0051205,protein insertion into membrane,Biological Process,38,0.5699589004001644,0.0,1.606776988608473,0.06042733897936644,16
GO:0015917,aminophospholipid transport,Biological Process,7,0.8192771084337351,0.06132879045996593,1.440168752639225,0.1841145484527571,1
GO:0120009,intermembrane lipid transfer,Biological Process,24,0.7727272727272728,0.09172259507829977,1.3708635282505428,0.2493354023030829,1
GO:0030041,actin filament polymerization,Biological Process,19,0.9859154929577465,0.023195876288659795,1.3176150972687106,0.3949358226151449,0
GO:0008064,regulation of actin polymerization or depolymerization,Biological Process,18,0.9861111111111112,0.014778325123152709,1.3040488577245002,0.42983665734932136,0
GO:0030833,regulation of actin filament polymerization,Biological Process,18,0.9861111111111112,0.02168021680216802,1.303043867502239,0.42983665734932136,0
GO:0030832,regulation of actin filament length,Biological Process,18,0.9861111111111112,0.03597122302158273,1.2816883116883138,0.5018053199125347,0
GO:0051646,mitochondrion localization,Biological Process,31,0.3040685404018869,0.15797317436661698,1.2790016123382435,0.5018053199125347,7
GO:0015886,heme transport,Biological Process,8,0.7317073170731705,0.15151515151515152,1.2773798303634212,0.5018053199125347,1
GO:0032271,regulation of protein polymerization,Biological Process,33,0.9824561403508771,0.04498269896193772,1.2484764329244802,0.6342038061318818,0
GO:1901678,iron coordination entity transport,Biological Process,20,0.6857142857142856,0.2,1.2331022888462355,0.6820106435848284,1
GO:0051654,establishment of mitochondrion localization,Biological Process,6,0.5952380952380951,0.2207001522070015,1.2134889463965155,0.7449557883550019,2
GO:0045041,protein import into mitochondrial intermembrane space,Biological Process,8,0.8902439024390244,0.20353982300884957,1.1846054426653263,0.8520993717355361,0
