GO Term ID,GO Term Name,GO Branch,Num Annotations,ES,p-value,NES,FDR q-value,LES size
GO:0033615,mitochondrial proton-transporting ATP synthase complex assembly,Biological Process,11,0.7075717599307629,0.015082956259426848,1.5981942041980317,0.056967169350150094,5
GO:0043461,proton-transporting ATP synthase complex assembly,Biological Process,11,0.7075717599307629,0.024539877300613498,1.5877185868757104,0.056967169350150094,5
GO:0070071,proton-transporting two-sector ATPase complex assembly,Biological Process,17,0.6861091208210647,0.018115942028985508,1.5303304204766712,0.0785981814802071,5
GO:0070131,positive regulation of mitochondrial translation,Biological Process,14,0.6329098228034782,0.13932980599647266,1.2730782099566866,0.9082902094523931,2
GO:0042407,cristae formation,Biological Process,11,0.5623454636301387,0.16079632465543645,1.2531227247564236,0.9082902094523931,1
GO:0052547,regulation of peptidase activity,Biological Process,14,0.9436619718309859,0.11246943765281174,1.2512785388127852,0.9082902094523931,0
GO:0046578,regulation of Ras protein signal transduction,Biological Process,30,0.9272727272727272,0.11400651465798045,1.2197725148021192,0.9082902094523931,0
GO:0033617,mitochondrial cytochrome c oxidase assembly,Biological Process,29,0.42269591886531954,0.20491803278688525,1.1837999165628559,0.9082902094523931,9
GO:0051056,regulation of small GTPase mediated signal transduction,Biological Process,32,0.9245283018867925,0.1412639405204461,1.1792967701529928,0.9082902094523931,0
GO:0017062,respiratory chain complex III assembly,Biological Process,10,0.5501179268570211,0.2434108527131783,1.1737597078957047,0.9082902094523931,4
GO:0034551,mitochondrial respiratory chain complex III assembly,Biological Process,10,0.5501179268570211,0.24454828660436137,1.1730256616558437,0.9082902094523931,4
GO:0008535,respiratory chain complex IV assembly,Biological Process,29,0.42269591886531954,0.2222222222222222,1.1573940164789325,0.9082902094523931,9
GO:0017004,cytochrome complex assembly,Biological Process,42,0.5109536429693011,0.045454545454545456,1.142604843777991,0.9082902094523931,14
GO:0007007,inner mitochondrial membrane organization,Biological Process,29,0.5415668386668249,0.21367521367521367,1.131354862149887,0.9082902094523931,3
GO:1902373,negative regulation of mRNA catabolic process,Biological Process,7,0.8205128205128205,0.3458980044345898,1.0841753371145255,0.9424205581189536,0
GO:1903312,negative regulation of mRNA metabolic process,Biological Process,10,0.8133333333333334,0.36261261261261263,1.0827969455882929,0.9424205581189536,0
GO:1902369,negative regulation of RNA catabolic process,Biological Process,7,0.8205128205128205,0.3542600896860987,1.0802709760435993,0.9424205581189536,0
GO:0070129,regulation of mitochondrial translation,Biological Process,16,0.47579596496958515,0.4337568058076225,1.0184498702604108,0.9722223089551932,2
GO:0045039,protein insertion into mitochondrial inner membrane,Biological Process,13,0.7638888888888888,0.465,1.0046579596310174,0.9722223089551932,0
GO:0006950,response to stress,Biological Process,806,1.1123439667128987,0.026,1.000000000000027,0.9722223089551932,4
GO:0008033,tRNA processing,Biological Process,136,2.6274509803921555,0.0,1.0000000000000269,0.9722223089551932,2
GO:0019219,regulation of nucleobase-containing compound metabolic process,Biological Process,743,1.1246200607902765,0.153,1.0000000000000264,0.9722223089551932,3
GO:0051129,negative regulation of cellular component organization,Biological Process,127,2.976190476190473,0.179,1.0000000000000224,0.9722223089551932,2
GO:0016070,RNA metabolic process,Biological Process,1379,1.0610510046367878,0.064,1.0000000000000222,0.9722223089551932,6
GO:0045934,negative regulation of nucleobase-containing compound metabolic process,Biological Process,234,1.5637583892617521,0.145,1.0000000000000215,0.9722223089551932,1
GO:0044249,cellular biosynthetic process,Biological Process,1969,1.0392781316348223,0.174,1.0000000000000213,0.9722223089551932,11
GO:0019941,modification-dependent protein catabolic process,Biological Process,245,1.5187500000000045,0.33,1.000000000000021,0.9722223089551932,2
GO:0009605,response to external stimulus,Biological Process,174,1.9438202247191028,0.234,1.0000000000000207,0.9722223089551932,1
GO:0006397,mRNA processing,Biological Process,210,1.6560000000000004,0.811,1.0000000000000204,0.9722223089551932,3
