Gene,Fold
YBR265W,0
YOL008W,0
YJR083C,0
YBL030C,0
YIL036W,0
YPL057C,0
YJR141W,0
YML085C,0
YPL095C,0
YJL045W,0
YGL126W,0
YNL094W,0
YLR219W,0
YGR080W,0
YDR166C,0
YGR116W,0
YPR183W,0
YPL231W,0
YBR008C,0
YGR163W,0
YBR195C,0
YOL054W,0
YPL121C,0
YPL065W,0
YBL019W,0
YGL253W,0
YNL012W,0
YLR435W,0
YNR030W,0
YGR095C,0
YMR285C,0
YDR277C,0
YOL101C,0
YBL099W,0
YLR216C,0
YBR024W,0
YNL113W,0
YOR241W,0
YPL028W,0
YHR169W,0
YBL082C,0
YKR026C,0
YGL043W,0
YNL041C,0
YLR144C,0
YKR059W,0
YNL044W,0
YMR079W,0
YOL121C,0
YHR085W,0
YHR172W,0
YKR068C,0
YDR079W,0
YPR065W,0
YMR203W,0
YOR140W,0
YMR096W,0
YLR214W,0
YMR182C,0
YKL028W,0
YMR270C,0
YOR310C,0
YGR144W,0
YBL079W,0
YHR167W,0
YKL005C,0
YLR136C,0
YER044C-A,0
YPR165W,0
YAL001C,0
YFL037W,0
YNL177C,0
YNL304W,0
YDR388W,0
YPL016W,0
YMR175W,0
YPR067W,0
YER065C,0
YER041W,0
YKR038C,0
YOL158C,0
YHR161C,0
YGR272C,0
YMR039C,0
YIL008W,0
YDR251W,0
YDR457W,0
YLR227W-A,0
YPL255W,0
YGL192W,0
YGR030C,0
YDR207C,0
YDL175C,0
YDR258C,0
YOL072W,0
YNR031C,0
YNR017W,0
YNL066W,0
YOR103C,0
YGR109C,0
YOR381W,0
YJL005W,0
YLR157C-B,0
YDR312W,0
YBL016W,0
YOR367W,0
YOL115W,0
YNR032C-A,0
YLR102C,0
YLL027W,0
YKL007W,0
YLR316C,0
YJL139C,0
YER119C,0
YDR260C,0
YGL019W,0
YJR073C,0
YLR100W,0
YMR281W,0
YDR075W,0
YBR029C,0
YJR156C,0
YPR103W,0
YNL207W,0
YGR111W,0
YFR029W,0
YGL029W,0
YPL196W,0
YGL022W,0
YDL243C,0
YLR442C,0
YBL034C,0
YKL141W,0
YDR005C,0
YLL061W,0
YGR037C,0
YOR295W,0
YDR182W,0
YJL203W,0
YDR080W,0
YHL003C,0
YLR256W,0
YBL098W,0
YLL019C,0
YNL280C,0
YIL154C,0
YOR294W,0
YIL098C,0
YBR175W,0
YHR206W,0
YJL164C,0
YBR015C,0
YIL079C,0
YMR273C,0
YHR013C,0
YML025C,0
YML012W,0
YBL093C,0
YIR010W,0
YDR289C,0
YBR055C,0
YCR088W,0
YOR239W,0
YGR113W,0
YNL088W,0
YOR372C,0
YGL247W,0
YOR172W,0
YGR088W,0
YOL082W,0
YLR147C,0
YJL110C,0
YPL012W,0
YBR023C,0
YCR083W,0
YDL100C,0
YOL130W,0
YNR058W,0
YBL023C,0
YLR360W,0
YJR063W,0
YDL040C,0
YBR068C,0
YFL004W,0
YAL029C,0
YNL091W,0
YIL142W,0
YBR142W,0
YNL103W,0
YDL105W,0
YBL100W-A,0
YBR081C,0
YBR004C,0
YNL046W,0
YOR343W-B,0
YBL041W,0
YDL159W,0
YPR137W,0
YML128C,0
YHR187W,0
YGL098W,0
YKL095W,0
YGR077C,0
YOR355W,0
YBL069W,0
YDR264C,0
YPR137C-B,0
YBR231C,0
YNL133C,0
YCR012W,0
YNL154C,0
YOR117W,0
YBL097W,0
YIL009W,0
YMR156C,0
YJL006C,0
YGR054W,0
YOR036W,0
YPR161C,0
YDR450W,0
YJR082C,0
YFL025C,0
YKL119C,0
YLR107W,0
YOL104C,0
YDR085C,0
YPR107C,0
YBL080C,0
YMR072W,0
YJR029W,0
YMR127C,0
YML001W,0
YDL080C,0
YPR144C,0
YMR139W,0
YKR048C,0
YJL204C,0
YAR019C,0
YOR229W,0
YKR086W,0
YLL036C,0
YLR139C,0
YDR273W,0
YML095C,0
YNL182C,0
YIL046W,0
YOL108C,0
YDL226C,0
YDR091C,0
YIL139C,0
YMR239C,0
YLR026C,0
YDR190C,0
YKL043W,0
YHL012W,0
YGR147C,0
YGR204W,0
YER006W,0
YOR116C,0
YGR270W,0
YOR298C-A,0
YNL250W,0
YOR313C,0
YKR052C,0
YCL038C,0
YOL117W,0
YCL005W-A,0
YLL002W,0
YJL214W,0
YMR054W,0
YDR358W,0
YBR199W,0
YCR027C,0
YKL032C,0
