Gene,Correlation
YFL002W-A,-3.7001605
YLR410W-B,-3.345811
YCL019W,-3.3368354
YDR034C-D,-3.2202036
YDR210C-D,-3.088717
YGR161C-D,-2.8619552
YDR316W-B,-2.8319857
YER160C,-2.8244185
YAR009C,-2.7916768
YMR050C,-2.7875335
POP6,-2.7807791
YOL103W-B,-2.7385068
YDR261C-D,-2.7228806
YOR192C-B,-2.6047826
YGR109W-B,-2.5922005
YLR227W-B,-2.569764
BMT5,-2.5075154
YIL082W-A,-2.4875312
YLR157C-B,-2.4047046
YML039W,-2.3603106
YDR098C-B,-2.3533578
YJR029W,-2.3196685
PSO2,-2.306959
YOR142W-B,-2.298228
YHR214C-B,-2.2653503
YNL284C-B,-2.2651138
GTF1,-2.2216685
YJR027W,-2.1975865
YMR045C,-2.1829932
YPL060C-A,-2.1151981
YJL113W,-2.0713818
YML045W,-2.0205612
YNL054W-B,-2.0153105
SWT1,-1.9934821
YBL100W-B,-1.9666358
FAL1,-1.9656217
PRI2,-1.9556397
SLU7,-1.8306305
YDR261W-B,-1.8194734
CCE1,-1.8045291
YPR158C-D,-1.79327
GCD10,-1.7848577
DBP9,-1.7823881
RPB5,-1.7449485
RAD55,-1.7364359
MMS4,-1.712827
RPA34,-1.6956252
MAK5,-1.6883591
SPP382,-1.667739
BMT6,-1.6670338
IST3,-1.666119
USB1,-1.6542243
YHL009W-B,-1.6457127
PAP2,-1.6375514
YER138C,-1.6317736
