GO Term,Test AUC,Train AUC,Test Average Precision,Train Average Precision
GO:0000054,0.9223585086060261,0.9097429901046842,0.26938571165628933,0.2744763719054091
GO:0000278,0.7035836137313958,0.7563461135600122,0.17020041148076676,0.19503507340462367
GO:0000747,0.5365003651823506,0.6394690454851687,0.10985162132091736,0.14027453016896135
GO:0000902,0.5748328183437936,0.6385305907349049,0.11712066857381295,0.13852617780237708
GO:0000910,0.6295653167529999,0.6756874555589193,0.13254913467698676,0.15182792459563776
GO:0001403,0.5617864190159525,0.6459151528843293,0.12354158691452986,0.14150252624390733
GO:0003700,0.7217436585809374,0.7242389534798456,0.1759720452078483,0.17452538400852668
GO:0004518,0.7885169629693504,0.8227045001184715,0.2198915525144105,0.23087688899260347
GO:0005085,0.6271785981610205,0.7163475001820399,0.14219933933163406,0.16685568014341312
GO:0006260,0.7803289624914309,0.8138612494719908,0.2057257390042188,0.2222148597128689
GO:0006281,0.7396338908636637,0.7744073182023183,0.17235166976133223,0.19059772905317893
GO:0006310,0.6876954002799199,0.7353648634765625,0.16256189118737263,0.18108399597775526
GO:0006325,0.7416897041730647,0.7851470003818208,0.17803717677498399,0.2005460073511031
GO:0006352,0.805175438243567,0.8340725940297629,0.21115174480858484,0.22520150641341263
GO:0006353,0.6485858601659085,0.7098817606631802,0.14902683711526066,0.16057161051881397
GO:0006360,0.8472280497209546,0.8605255681861229,0.23169609983397388,0.24130629537795056
GO:0006364,0.9190306892676986,0.9401344326065366,0.2897627027613451,0.2996404824588786
GO:0006366,0.6732843861414506,0.7274687732219887,0.15691091794097284,0.17707155485925347
GO:0006383,0.7240587570471098,0.7657978487568379,0.17969339382180494,0.19368094935722271
GO:0006397,0.7593992892055018,0.7954728873114139,0.19134141714844358,0.2097020231209356
GO:0006401,0.7268959898147065,0.7585970002140305,0.18510834177377872,0.20325775674408808
GO:0006413,0.8555043932263069,0.8492908566137145,0.25447590441533924,0.25380027276648076
GO:0006414,0.8479102253734468,0.8909759818884602,0.25484092282897336,0.2725625597148976
GO:0006418,0.8736714750178616,0.8083099953557432,0.24483837617481072,0.21798592192399227
GO:0006457,0.6489757452472267,0.689779795234229,0.15213252147832437,0.16807144353420217
GO:0006468,0.6369283365995633,0.6946158860007364,0.13261667339570216,0.15654401426101947
GO:0006470,0.6282837685499695,0.6364368013539208,0.15307951095420777,0.1489771687036889
GO:0006486,0.7846103518174964,0.8127327727882816,0.2119282412925222,0.22795828334208237
GO:0006497,0.6453158003771565,0.7142448563545878,0.1437056158517526,0.17106748073455907
GO:0006605,0.6479549320044118,0.7112381366814582,0.13538732177120716,0.16475179836035453
GO:0006629,0.668142295535757,0.7240008407782694,0.15776752766374152,0.17950723670829422
GO:0006766,0.7047425615373784,0.7499139996145943,0.17503045415868385,0.19180131162482902
GO:0006811,0.7368079031211272,0.7639715908736663,0.18143999167062308,0.19305432305366474
GO:0006865,0.7225256171669172,0.7267871542136929,0.18573228634041614,0.18087596448269977
GO:0006869,0.5205356303653037,0.6277758360502479,0.1145581010532987,0.13234325036932804
GO:0006873,0.6153768296016326,0.6738554093653801,0.1316935943958808,0.15065219189345158
GO:0006887,0.6898718608277964,0.746582852998507,0.16332151344939522,0.1817870332206482
GO:0006897,0.7248404469621892,0.7714681585347969,0.18589783955097985,0.20376527523232452
GO:0006970,0.6805788290749188,0.7107678861168731,0.15915346318775966,0.16691019894538273
GO:0006979,0.7448472695371469,0.7962523182739863,0.19589073280204597,0.21686504207382146
GO:0006997,0.7672290614129886,0.7797799816329036,0.1961058912068531,0.20809100880139506
GO:0007005,0.6380893639831042,0.6857407725435702,0.14751552272499943,0.16420190144736657
GO:0007010,0.6687542278912946,0.7147869095202398,0.14523334580558264,0.16581839708899226
GO:0007031,0.7355296957102508,0.7808493544518604,0.17213677959352364,0.19142461422682183
GO:0007033,0.6761261368970011,0.71350918366601,0.16541880436377707,0.17817842639884518
GO:0007059,0.7712447722733897,0.8074442959339041,0.20289720876215966,0.21777076275104823
GO:0007114,0.689427195022959,0.7391720919166958,0.1626537708443554,0.18373436817831612
GO:0007124,0.5128506358095531,0.6174182916147728,0.10645198478533419,0.12930842542463414
GO:0008033,0.6219816562058192,0.7139181185676726,0.15848574097312626,0.1811179715574124
GO:0008135,0.8449432151170511,0.8759582632466114,0.25479179208111646,0.2662861767113144
GO:0008213,0.7601262646473267,0.8118669125993594,0.21061833491266674,0.21926586716825974
GO:0008380,0.7568767747490814,0.7961840457596462,0.1883728579402158,0.21080807217887854
GO:0008643,0.7633193776424777,0.786628299097294,0.198829340273799,0.20990912158707548
GO:0009408,0.7241620308030154,0.7733685473677169,0.17987868621122913,0.1961551485981731
GO:0009451,0.8489762434671817,0.8743512811814671,0.24901331348814218,0.2600391925260176
GO:0010324,0.7206483109858232,0.770307181582937,0.18243014659103168,0.20271138151819731
GO:0015931,0.7299279680251273,0.7713924096652189,0.1819722200756932,0.20387793594344772
GO:0016050,0.5896464639145768,0.6984016120436027,0.15228220308481744,0.15935645053834047
GO:0016197,0.8451182693955124,0.8513302908252762,0.23099865189356028,0.23695109167501532
GO:0016570,0.7557155211065177,0.7984398177115443,0.18390539717796375,0.2081741054356098
GO:0018193,0.8477134554400201,0.7765196419551473,0.2227988836989724,0.19861550416681015
GO:0032196,0.9490149081606462,0.9499991386116757,0.3048368183881168,0.305033270381899
GO:0032200,0.5661341588848128,0.6383779545896315,0.11941105285862627,0.14432155052894213
GO:0032787,0.7538723289863608,0.795963294715671,0.19750014366275784,0.21772813765010368
GO:0042221,0.6257388410927961,0.6796037956836358,0.13642742271653624,0.15753402434001587
GO:0042255,0.9300721011528407,0.9414402053931031,0.29106231014531025,0.2994763660569803
GO:0042273,0.9352487349408246,0.9483879379538761,0.29364212758054903,0.3030929678124972
GO:0042274,0.9299926578865519,0.9193199437757292,0.2867307586393831,0.2895356992704242
GO:0042594,0.7157323215326125,0.7550461463372791,0.1843891152434728,0.17942261230727746
GO:0043543,0.6150347547731683,0.6754427308741844,0.12959067675393043,0.1501570957199232
GO:0045333,0.7896187926723313,0.8332463412849254,0.23495233012184707,0.25138698809018184
GO:0048193,0.7990639821943786,0.8251492277158965,0.2079540032315667,0.22114707499962635
GO:0048284,0.6258386209661553,0.6575447566696124,0.15095727352578656,0.1482735924829811
GO:0048308,0.7048211829448738,0.7453956193478035,0.17266907900935746,0.186479872859888
GO:0051049,0.7424242467139707,0.6864853933296324,0.19599402131456314,0.1618361924311299
GO:0051052,0.643250884865928,0.6973571496723552,0.16676249057323295,0.16810337163899008
GO:0051321,0.7269213186641401,0.76851168115872,0.189207522370838,0.20785754908875304
GO:0051603,0.7864883767421942,0.8209647495660359,0.21964076013302336,0.23523069532012394
GO:0051726,0.6796405886275607,0.7184941137795315,0.15066080215995534,0.17105113334293387
