GO Term,Test AUC,Train AUC,Test Average Precision,Train Average Precision
GO:0000054,0.9192704855631042,0.8967817252405985,0.2676751794204825,0.2705487550863254
GO:0000278,0.7037983181674102,0.7482229997145001,0.16986381228437478,0.18981350227902555
GO:0000747,0.5680312245615574,0.6453009086295947,0.11706001960051415,0.14527237363803117
GO:0000902,0.5743749542089116,0.6510705689274209,0.1172761553471738,0.1437908471885391
GO:0000910,0.6272242861662162,0.6866863409329407,0.13275746613427272,0.15442578787187275
GO:0001403,0.5576940941165951,0.6577673607976112,0.1174162485115948,0.14698406648771434
GO:0003700,0.6940863879779112,0.7387443952774584,0.16076522580161565,0.1810402794751188
GO:0004518,0.7932965116731721,0.8117689546510625,0.21956317076757306,0.22545392932014707
GO:0005085,0.6934283483813632,0.7245476176442737,0.16562611392179824,0.1710763032725601
GO:0006260,0.7825806416070229,0.8186533862598695,0.21077149331755218,0.2279538129425861
GO:0006281,0.7366263672240337,0.7706150225019452,0.1725618788775901,0.191089326376434
GO:0006310,0.6845449759005242,0.7379984771256329,0.15818303211963544,0.18245493284426628
GO:0006325,0.7366597498059378,0.78540259133051,0.17606194949116216,0.20244621404446658
GO:0006352,0.811160958470107,0.8320194193319255,0.20763294510570618,0.22281889364831942
GO:0006353,0.5377777815316662,0.6989833661271942,0.12887382376374615,0.16426847516306303
GO:0006360,0.8472852795322411,0.867465014439359,0.235342650153698,0.24836857420755895
GO:0006364,0.9157223679279398,0.9376367049475984,0.2896946770533717,0.2986660356408154
GO:0006366,0.6677411592872469,0.7291900683770205,0.1534556586132808,0.17815246133167628
GO:0006383,0.7296907379439327,0.7380878780294735,0.19577962655181735,0.19354193184201116
GO:0006397,0.7536341912445336,0.7965718183786322,0.1885172668826716,0.21220056969266043
GO:0006401,0.7220060649026554,0.7605246362463937,0.18384124318600525,0.2018660289684141
GO:0006413,0.8244179679531913,0.8310330977169248,0.24095267496762274,0.24997006318210435
GO:0006414,0.8190949042708697,0.8090250274025657,0.24305591409042215,0.23929093330249265
GO:0006418,0.8129174594209826,0.8049791152280531,0.22907541952070634,0.2254950888018667
GO:0006457,0.6651114256648897,0.7039156360027263,0.16101589706561778,0.1775671093743294
GO:0006468,0.628897820631787,0.7091227497503199,0.13124433038498928,0.16424856666729531
GO:0006470,0.6464895349297172,0.6436079530656165,0.14796853168098692,0.14546671782731113
GO:0006486,0.7814693070956249,0.8127325462514577,0.21709522591469305,0.2321952713330022
GO:0006497,0.6091850307307027,0.7204323097751444,0.1490085671075015,0.17951506146404683
GO:0006605,0.6537511812143546,0.702430750973266,0.13642079791629852,0.16145203283564605
GO:0006629,0.6483357949164293,0.7133613408791585,0.1514328911654989,0.17718349378759207
GO:0006766,0.6675759366688588,0.7431313636429471,0.15948489429749496,0.19035139218294483
GO:0006811,0.7171021830224031,0.7710006827995186,0.17542125461975483,0.19905659636364062
GO:0006865,0.7082631589915531,0.7137435239920614,0.18028075169295676,0.17634331495141534
GO:0006869,0.4976983406399374,0.6041891316534648,0.10929528038834418,0.1280537591695419
GO:0006873,0.629541140587984,0.6891141821524758,0.13381884266762026,0.1584465066108175
GO:0006887,0.7341333751761455,0.7404298689161642,0.1762358595441271,0.1831671313267056
GO:0006897,0.7294146128395874,0.7670138179408731,0.1842537033680641,0.20246495601094577
GO:0006970,0.6780466492629755,0.7164170451970501,0.1532139169584569,0.17195658842694353
GO:0006979,0.7567239845197431,0.7990720913235723,0.1957221828826193,0.2171846076749603
GO:0006997,0.7621084973195311,0.7818441736572286,0.1950777904853278,0.21043443268087436
GO:0007005,0.6276994896161237,0.69406309126245,0.14678008433185044,0.17134668124111538
GO:0007010,0.6748057276038479,0.7162124772080676,0.14535725438459351,0.1641969471441751
GO:0007031,0.7643026852112889,0.7900829224558279,0.18834804518640447,0.2015850241018613
GO:0007033,0.7017695137134871,0.7340985848087268,0.17276918675218164,0.18532661538605666
GO:0007059,0.7690816648006193,0.8059812729875611,0.2028260241681198,0.21530572934380982
GO:0007114,0.6890215803365247,0.7355205230728528,0.1644357582257546,0.1824774945329197
GO:0007124,0.508110908570804,0.6242493380482567,0.10340773503430392,0.13200254842595519
GO:0008033,0.6538875737889203,0.7085115849288885,0.16143359309465524,0.1829508685398238
GO:0008135,0.842346110318135,0.8699657646060828,0.2524105568900673,0.26554651562627984
GO:0008213,0.7291919218037616,0.8043193952187448,0.18620204530430556,0.2174924486851296
GO:0008380,0.7532878415048824,0.8029781587953331,0.1879900106978752,0.21435533388229933
GO:0008643,0.7373945255384848,0.7910945265100322,0.2002587963604233,0.21673554557495842
GO:0009408,0.6241213223054295,0.7583056173638077,0.15339930229356663,0.19355163474421933
GO:0009451,0.8440277757257745,0.8705067249832666,0.24891451082607624,0.2602276632311707
GO:0010324,0.7315746032417563,0.7720261587957952,0.18553445249179396,0.20347974917326458
GO:0015931,0.7264815318147811,0.773172205025174,0.18159951270650668,0.20534646140479226
GO:0016050,0.6469949525922085,0.6789171034174858,0.1732789320984121,0.15635467897363814
GO:0016197,0.8295801465564268,0.861575945333701,0.22581547008674724,0.2411481907913838
GO:0016570,0.7425053588103394,0.7823714774483737,0.17520225951132568,0.203972797895697
GO:0018193,0.762448685046095,0.7580636750627834,0.19941919319929574,0.19443550217937688
GO:0032196,0.944418287759,0.9449606854894134,0.299194551182404,0.29947604763711044
GO:0032200,0.5643541365549105,0.6405875000705895,0.12055506693537937,0.14730398398163638
GO:0032787,0.7221761467237942,0.7804662954799979,0.18682727785094283,0.2154674298737875
GO:0042221,0.6356231817539321,0.6768637044921607,0.14174091226387425,0.15735523770190768
GO:0042255,0.9139218469258036,0.9284492279214044,0.28541221535362504,0.2943894260468695
GO:0042273,0.933669368874811,0.9413444178308349,0.2938594661240809,0.2986479577610317
GO:0042274,0.9231381418637012,0.9183993556517508,0.2745233553457699,0.28752290368853894
GO:0042594,0.7008585925975983,0.6241089089036569,0.18119162859000038,0.144669823976785
GO:0043543,0.6097176540938303,0.6685765126147535,0.12988525761094033,0.14886932690235433
GO:0045333,0.757476757718871,0.8088450680253498,0.22970036098825403,0.24698269167525516
GO:0048193,0.8018888577281248,0.8276034314494569,0.21057012455452342,0.2246872808880765
GO:0048284,0.629763066884356,0.6829083206821583,0.1483776171042612,0.15167417912189207
GO:0048308,0.681201890264774,0.7595996463571504,0.16622011864320635,0.19256749894955386
GO:0051049,0.7500000045155034,0.610489466202393,0.18601426888595923,0.14005201638502862
