GO Term,Test AUC,Train AUC,Test Average Precision,Train Average Precision
GO:0000054,0.9182413737956182,0.9017508875797283,0.26839330938750877,0.27078247264151567
GO:0000278,0.7160126825806034,0.7459906597242145,0.17370290424844073,0.18670392863892693
GO:0000747,0.5438605088366888,0.6204758190081392,0.10733704136209901,0.13303993069685313
GO:0000902,0.5799163634561622,0.6275310686654596,0.1175561544109474,0.13397958620519118
GO:0000910,0.5992014999961054,0.6552379317773686,0.12718706179211975,0.14051388991590247
GO:0001403,0.5564215212715731,0.6143608938094609,0.11763104569625286,0.12665163711335795
GO:0003700,0.685118770993072,0.690427363134809,0.15923290795342987,0.15690083658979193
GO:0004518,0.7749328437363554,0.8020737966237039,0.2160056512672857,0.22145650017938828
GO:0005085,0.6614888843730946,0.6704215194735063,0.1622872993924607,0.1495930443356433
GO:0006260,0.7744763123232435,0.7986722039815453,0.1988255615397989,0.21404226144894278
GO:0006281,0.7428451602967643,0.7726131367184332,0.17433477876357523,0.1881556322977624
GO:0006310,0.6850991333165521,0.7340415457810608,0.16215656841726112,0.17943317059173497
GO:0006325,0.7386484090949736,0.7834165226231007,0.17749810514226552,0.19938248757814814
GO:0006352,0.7805572087723993,0.8139634464780514,0.19605953318642239,0.21319583768394912
GO:0006353,0.7536616165078047,0.7325738408578061,0.17932104145487146,0.1693599106922722
GO:0006360,0.8663658792118266,0.8446297582528713,0.24333323339794896,0.23357727439622963
GO:0006364,0.9093936521897465,0.9327695695157585,0.2871179511295116,0.2963463486773385
GO:0006366,0.6701191816363399,0.7265201369378033,0.15510310519537462,0.1751284965004094
GO:0006383,0.7410762308326967,0.7396354135400833,0.18358517371774866,0.18827895176135984
GO:0006397,0.7544717419901305,0.7815977720860816,0.18612258029433318,0.2012487515190785
GO:0006401,0.7447189233718521,0.7386235456446726,0.19354985700145724,0.19758344731954008
GO:0006413,0.8286992152920382,0.82156681279332,0.24275358852584739,0.2417572986784593
GO:0006414,0.817067102230158,0.8519959744532349,0.2267991276986058,0.2540217108531123
GO:0006418,0.7409717857911805,0.7655005024731129,0.18645092080010406,0.1956339988577498
GO:0006457,0.6465185045424344,0.6682773181089088,0.1497118594732047,0.160653234119781
GO:0006468,0.6120594870481892,0.6674195453011648,0.12400716239062383,0.14270561320402403
GO:0006470,0.5515888704672453,0.618470152246012,0.12371519004534395,0.13967245850048565
GO:0006486,0.7658851809215407,0.7839832044668543,0.20583588858216334,0.21149691404944115
GO:0006497,0.544133776547921,0.6424195070179161,0.11994799076713512,0.14551629338310662
GO:0006605,0.6629570454937824,0.70811786372005,0.1418941019040278,0.15964444526081734
GO:0006629,0.6406342730862353,0.6841294771605145,0.14447265265035353,0.16111602220108562
GO:0006766,0.6810294329313158,0.7222224997836826,0.1646412902979044,0.1787758383971046
GO:0006811,0.6993868950026048,0.7309136366069302,0.16409066413572998,0.17531912602230226
GO:0006865,0.6933402078380788,0.6977990996860799,0.17289819716409072,0.16572303800269614
GO:0006869,0.4621280641111023,0.5866674053123206,0.10260494538857379,0.11920366568281568
GO:0006873,0.6216754176732431,0.6634966358376313,0.1325762584414591,0.1444747211621566
GO:0006887,0.680945710524585,0.7243064355873166,0.1516458260688296,0.16982260565991453
GO:0006897,0.724973681349419,0.7679980006513175,0.17742778122647898,0.1986935325457968
GO:0006970,0.6408564323013495,0.6883207039904161,0.1413975764152319,0.1558008096456866
GO:0006979,0.7272646434235192,0.7786986588503615,0.1853467639475951,0.20906496364826505
GO:0006997,0.7430635260920675,0.7661800730962123,0.18759237420409547,0.20133376415609489
GO:0007005,0.6320129795182448,0.6751492501953854,0.1428691310272958,0.15914126073230395
GO:0007010,0.669587295701931,0.7134079094789525,0.1435632988790219,0.16091181392916898
GO:0007031,0.7322270417959906,0.724842028142829,0.16885093432681508,0.15910346207503048
GO:0007033,0.6612846202581497,0.7104535413401631,0.15874754763686644,0.17532160862024848
GO:0007059,0.7678917261377837,0.8038766369658856,0.1989790484965146,0.2140701451990753
GO:0007114,0.6694728559225025,0.7192673635687309,0.14794236081191559,0.17289499157294627
GO:0007124,0.5253115930405597,0.5881318831520674,0.10635960652459198,0.11809361387879043
GO:0008033,0.6424430268390046,0.6784560904350669,0.15404911486440015,0.1691254930038425
GO:0008135,0.8430882845605119,0.8482552974214976,0.25069229525800923,0.25384394734700655
GO:0008213,0.7370202074391823,0.7419247510863212,0.2019245687872171,0.18365731579932232
GO:0008380,0.7405016295896201,0.7836960909290779,0.18246847757412665,0.20216652499410231
GO:0008643,0.6668763060633043,0.7127014933991191,0.1696059101788862,0.17865933077182183
GO:0009408,0.5573855965184572,0.6911293900698987,0.14266192894187063,0.16357974535646874
GO:0009451,0.8531679002505768,0.876239469144839,0.24558820862886804,0.2592339036754746
GO:0010324,0.7288883448364382,0.7665791592817273,0.18345741709970345,0.1984166809696365
GO:0015931,0.736872543751141,0.7565645689190634,0.18741102944482296,0.1945657424696467
GO:0016050,0.7337878838012164,0.6084215182925357,0.18865322415914496,0.13530405810105578
GO:0016197,0.8132127658472494,0.826107599747724,0.21498344300491914,0.21677049348350574
GO:0016570,0.7570253297443559,0.7854384320631904,0.185896866440564,0.2031055028504607
GO:0018193,0.7914486221685824,0.7777297634756936,0.1953101079346555,0.19425182428512813
GO:0032196,0.9439330059168347,0.9448721638359657,0.29823058042420475,0.29904570498198946
GO:0032200,0.5582464774674709,0.6226228177125211,0.11401710348644035,0.13807630822638212
GO:0032787,0.7244114741133459,0.7646691821251191,0.17885456472389247,0.1983779515397142
GO:0042221,0.6266293867651441,0.6751921598818444,0.13549556211178948,0.1540706098484383
GO:0042255,0.9194644430625262,0.936103302272661,0.28628866676771003,0.29639185662240675
GO:0042273,0.9330089497884824,0.9456331565285837,0.29322212095648564,0.3013152414530576
GO:0042274,0.9210202794382953,0.9268221198849519,0.2833622519442916,0.28794338486827536
GO:0042594,0.5922979829889354,0.6219452327800541,0.14834787404785552,0.14248845689234396
GO:0043543,0.5936195884910158,0.6503063875807622,0.12414865519490129,0.14104268329104538
GO:0045333,0.7739707174662571,0.8052127949971473,0.22074602284204412,0.23502178889021952
GO:0048193,0.7893640422262029,0.8177930015203205,0.20165597990961703,0.2177173382070931
GO:0048284,0.6411765652563568,0.6446480675631131,0.16265383452959192,0.13999941089969592
GO:0048308,0.6904504117903114,0.7249782143298874,0.16427309421866237,0.17977868843354944
GO:0051049,0.8156565687421596,0.6508935068782371,0.2175409053875641,0.14843861161211086
GO:0051052,0.61893653908051,0.66330312071659,0.1566359244781569,0.1559987850605719
GO:0051321,0.7202446956587659,0.7579212501253192,0.1867703208336605,0.2021295851108364
GO:0051603,0.7861614074911035,0.8210745224298761,0.21809731712059832,0.23563250205716624
GO:0051726,0.6747556966939715,0.7100104555280149,0.14899335266215985,0.1651561506495557
