GO Term,Test AUC,Train AUC,Test Average Precision,Train Average Precision
GO:0000054,0.9192704855631042,,0.2676751794204825,
GO:0000278,0.7037983181674102,,0.16986381228437478,
GO:0000747,0.5680312245615574,,0.11706001960051415,
GO:0000902,0.5743749542089116,,0.1172761553471738,
GO:0000910,0.6272242861662162,,0.13275746613427272,
GO:0001403,0.5576940941165951,,0.1174162485115948,
GO:0003700,0.6940863879779112,,0.16076522580161565,
GO:0004518,0.7932965116731721,,0.21956317076757306,
GO:0005085,0.6934283483813632,,0.16562611392179824,
GO:0006260,0.7825806416070229,,0.21077149331755218,
GO:0006281,0.7366263672240337,,0.1725618788775901,
GO:0006310,0.6845449759005242,,0.15818303211963544,
GO:0006325,0.7366597498059378,,0.17606194949116216,
GO:0006352,0.811160958470107,,0.20763294510570618,
GO:0006353,0.5377777815316662,,0.12887382376374615,
GO:0006360,0.8472852795322411,,0.235342650153698,
GO:0006364,0.9157223679279398,,0.2896946770533717,
GO:0006366,0.6677411592872469,,0.1534556586132808,
GO:0006383,0.7296907379439327,,0.19577962655181735,
GO:0006397,0.7536341912445336,,0.1885172668826716,
GO:0006401,0.7220060649026554,,0.18384124318600525,
GO:0006413,0.8244179679531913,,0.24095267496762274,
GO:0006414,0.8190949042708697,,0.24305591409042215,
GO:0006418,0.8129174594209826,,0.22907541952070634,
GO:0006457,0.6651114256648897,,0.16101589706561778,
GO:0006468,0.628897820631787,,0.13124433038498928,
GO:0006470,0.6464895349297172,,0.14796853168098692,
GO:0006486,0.7814693070956249,,0.21709522591469305,
GO:0006497,0.6091850307307027,,0.1490085671075015,
GO:0006605,0.6537511812143546,,0.13642079791629852,
GO:0006629,0.6483357949164293,,0.1514328911654989,
GO:0006766,0.6675759366688588,,0.15948489429749496,
GO:0006811,0.7171021830224031,,0.17542125461975483,
GO:0006865,0.7082631589915531,,0.18028075169295676,
GO:0006869,0.4976983406399374,,0.10929528038834418,
GO:0006873,0.629541140587984,,0.13381884266762026,
GO:0006887,0.7341333751761455,,0.1762358595441271,
GO:0006897,0.7294146128395874,,0.1842537033680641,
GO:0006970,0.6780466492629755,,0.1532139169584569,
GO:0006979,0.7567239845197431,,0.1957221828826193,
GO:0006997,0.7621084973195311,,0.1950777904853278,
GO:0007005,0.6276994896161237,,0.14678008433185044,
GO:0007010,0.6748057276038479,,0.14535725438459351,
GO:0007031,0.7643026852112889,,0.18834804518640447,
GO:0007033,0.7017695137134871,,0.17276918675218164,
GO:0007059,0.7690816648006193,,0.2028260241681198,
GO:0007114,0.6890215803365247,,0.1644357582257546,
GO:0007124,0.508110908570804,,0.10340773503430392,
GO:0008033,0.6538875737889203,,0.16143359309465524,
GO:0008135,0.842346110318135,,0.2524105568900673,
GO:0008213,0.7291919218037616,,0.18620204530430556,
GO:0008380,0.7532878415048824,,0.1879900106978752,
GO:0008643,0.7373945255384848,,0.2002587963604233,
GO:0009408,0.6241213223054295,,0.15339930229356663,
GO:0009451,0.8440277757257745,,0.24891451082607624,
GO:0010324,0.7315746032417563,,0.18553445249179396,
GO:0015931,0.7264815318147811,,0.18159951270650668,
GO:0016050,0.6469949525922085,,0.1732789320984121,
GO:0016197,0.8295801465564268,,0.22581547008674724,
GO:0016570,0.7425053588103394,,0.17520225951132568,
GO:0018193,0.762448685046095,,0.19941919319929574,
GO:0032196,0.944418287759,,0.299194551182404,
GO:0032200,0.5643541365549105,,0.12055506693537937,
GO:0032787,0.7221761467237942,,0.18682727785094283,
GO:0042221,0.6356231817539321,,0.14174091226387425,
GO:0042255,0.9139218469258036,,0.28541221535362504,
GO:0042273,0.933669368874811,,0.2938594661240809,
GO:0042274,0.9231381418637012,,0.2745233553457699,
GO:0042594,0.7008585925975983,,0.18119162859000038,
GO:0043543,0.6097176540938303,,0.12988525761094033,
GO:0045333,0.757476757718871,,0.22970036098825403,
GO:0048193,0.8018888577281248,,0.21057012455452342,
GO:0048284,0.629763066884356,,0.1483776171042612,
GO:0048308,0.681201890264774,,0.16622011864320635,
GO:0051049,0.7500000045155034,,0.18601426888595923,
GO:0051052,0.6441592875494477,,0.15472137139731149,
GO:0051321,0.7163137965712615,,0.18870218446207962,
GO:0051603,0.7845058712195359,,0.21917948344677354,
GO:0051726,0.6709185991938975,0.7586644039129992,0.14786901182330717,0.198395243029628
