GO Term,Test AUC,Train AUC,Test Average Precision,Train Average Precision
GO:0000054,0.9264170070857476,0.9105594196688509,0.2686210081131771,0.2796867957155753
GO:0000278,0.6998210683101841,0.7804470454180794,0.16784734213927927,0.2061411599687893
GO:0000747,0.6192637358595338,0.7283295457212424,0.14027504246189276,0.18551001601276743
GO:0000902,0.5920374770633432,0.6964405907513627,0.12206809480945491,0.16238844117183573
GO:0000910,0.6442910682300407,0.7470216360501971,0.1399571534040652,0.18538308831405909
GO:0001403,0.5761795452130569,0.7116736661541702,0.11913480841228863,0.17065676599979335
GO:0003700,0.7190492741718851,0.7853741081225192,0.17656197528053064,0.20823032803751382
GO:0004518,0.8096583535270944,0.8434643644346664,0.2266250347743501,0.23973260493356394
GO:0005085,0.6997363205604549,0.7794089444763137,0.16400255233515604,0.19817028354844946
GO:0006260,0.7814281099760223,0.8526025003034897,0.21033211195730067,0.24665392490950497
GO:0006281,0.7451183108417296,0.8041092501937264,0.17813620243342723,0.20881270775402133
GO:0006310,0.6819554730260952,0.7704153639375688,0.15874167517360127,0.20059581668674942
GO:0006325,0.7427088412993419,0.803563954678245,0.18076343245177778,0.21214983744783833
GO:0006352,0.8272445143229996,0.8711318428053543,0.21846674662413035,0.24689004405586526
GO:0006353,0.6384343466523922,0.7036771738331656,0.15218377113906723,0.1633322194170875
GO:0006360,0.8886535478462215,0.8910381132964957,0.2583467405089687,0.2633013280577971
GO:0006364,0.9188462962461243,0.9459905019325987,0.2897297917114463,0.3030309980289841
GO:0006366,0.6722893635322134,0.7623625682234945,0.15251162354444914,0.19336172161420637
GO:0006383,0.7297632832548254,0.8040553308070221,0.18632314077346193,0.22130845204506303
GO:0006397,0.7569040170734495,0.8181974088282388,0.19056118067522793,0.22452620989135041
GO:0006401,0.7241178438603915,0.7943814543833485,0.1822134780885934,0.22135598075559187
GO:0006413,0.8267967200725004,0.8504315075226896,0.24545030765791062,0.26098110927689055
GO:0006414,0.8332629875483565,0.8460645440890426,0.24899402510665064,0.2651781960471575
GO:0006418,0.8580858395519246,0.8716033427542894,0.25468681873164795,0.26382418521142964
GO:0006457,0.6817130496096107,0.7569498634092531,0.17536250553382332,0.2094973421603102
GO:0006468,0.6493510410930203,0.7447766360773318,0.13792216238268223,0.18191135838915676
GO:0006470,0.5871332652498459,0.6456906529385774,0.14102104395564685,0.1565288237222118
GO:0006486,0.7980783174769572,0.8430380227795315,0.229053862593653,0.2516959227870472
GO:0006497,0.6214468837094705,0.7593138020720378,0.15229543529562983,0.2012474655741369
GO:0006605,0.6643659541916065,0.7637731815566711,0.1454431733077561,0.19546321102231737
GO:0006629,0.67999768170145,0.7759614320666403,0.16601363571428435,0.20560481423884625
GO:0006766,0.690044267746284,0.7858375680392333,0.17323321073587222,0.21554042999158526
GO:0006811,0.7553784797259513,0.8161032049651151,0.1966007025462872,0.22555444551360876
GO:0006865,0.7193838471786136,0.7664206757277927,0.18629682500746864,0.206721029542848
GO:0006869,0.5498287854468049,0.6394478686335268,0.11993115134958712,0.14350327903325114
GO:0006873,0.646665673713843,0.7319421591269545,0.1437619871309697,0.1802552952253344
GO:0006887,0.689453566364973,0.7767798736681486,0.16392169126941622,0.2027821961787811
GO:0006897,0.7336004577319644,0.8075315906828884,0.19048009153217182,0.2254473081696778
GO:0006970,0.6836188660458313,0.7456668178547301,0.1558082285189567,0.18868856319040053
GO:0006979,0.7674054944447396,0.8239131818228845,0.2084465092516797,0.23567845918424424
GO:0006997,0.7581570900967497,0.8126122625012941,0.1948612076611737,0.22689962037808542
