Used 2009 Datasets
Initialized Expression Datasets
Initialized Localization Data
Initialized training and validation data
Initialized Network
Used Cross Entropy Loss Function
./Yeast Resources/Pairwise/Spell/OnlyPos_Overfit/Original_glpx_b_149x25000x53_lr0.0001_batch50_Train_/
./Yeast Resources/Pairwise/Spell/OnlyPos_Overfit/Original_glpx_b_149x25000x53_lr0.0001_batch50_Test_/
100 Batch Cumulative Loss: 41.145315766334534
Time for 100 Batches: 0.004069129625956218
100 Batch Cumulative Loss: 18.551914021372795
Time for 100 Batches: 0.40061196486155193
100 Batch Cumulative Loss: 17.73679694533348
Time for 100 Batches: 0.3988626956939697
100 Batch Cumulative Loss: 14.808619372546673
Time for 100 Batches: 0.3933123787244161
100 Batch Cumulative Loss: 14.129606243222952
Time for 100 Batches: 0.40010538895924885
100 Batch Cumulative Loss: 16.637501291930676
Time for 100 Batches: 0.39665839274724324
100 Batch Cumulative Loss: 16.385492373257875
Time for 100 Batches: 0.3974496841430664
100 Batch Cumulative Loss: 17.107400208711624
Time for 100 Batches: 0.3893565654754639
100 Batch Cumulative Loss: 14.323692679405212
Time for 100 Batches: 0.39268030325571696
100 Batch Cumulative Loss: 17.063440300524235
Time for 100 Batches: 0.3896018147468567
100 Batch Cumulative Loss: 14.735396772623062
Time for 100 Batches: 0.3884018659591675
100 Batch Cumulative Loss: 15.910334430634975
Time for 100 Batches: 0.38802539110183715
100 Batch Cumulative Loss: 16.24894355610013
Time for 100 Batches: 0.386984658241272
100 Batch Cumulative Loss: 15.828626450151205
Time for 100 Batches: 0.38390573660532634
100 Batch Cumulative Loss: 15.76662790775299
Time for 100 Batches: 0.3856468121210734
100 Batch Cumulative Loss: 14.871347345411777
Time for 100 Batches: 0.3878571311632792
100 Batch Cumulative Loss: 15.321521695703268
Time for 100 Batches: 0.38138715823491415
100 Batch Cumulative Loss: 16.519013062119484
Time for 100 Batches: 0.38394943873087567
100 Batch Cumulative Loss: 14.667448494583368
Time for 100 Batches: 0.3869039535522461
100 Batch Cumulative Loss: 15.609813679009676
Time for 100 Batches: 0.3865865349769592
100 Batch Cumulative Loss: 12.898504219949245
Time for 100 Batches: 0.38574306964874266
100 Batch Cumulative Loss: 18.23948422819376
Time for 100 Batches: 0.3876076896985372
100 Batch Cumulative Loss: 16.58331809192896
Time for 100 Batches: 0.3901102185249329
100 Batch Cumulative Loss: 15.968716006726027
Time for 100 Batches: 0.38512327273686725
100 Batch Cumulative Loss: 16.782249739393592
Time for 100 Batches: 0.38194071054458617
100 Batch Cumulative Loss: 14.629754424095154
Time for 100 Batches: 0.3879180908203125
100 Batch Cumulative Loss: 15.771298568695784
Time for 100 Batches: 0.3821499188741048
100 Batch Cumulative Loss: 15.080173317342997
Time for 100 Batches: 0.3883615851402283
100 Batch Cumulative Loss: 16.619763113558292
Time for 100 Batches: 0.3892553448677063
100 Batch Cumulative Loss: 14.112209983170033
Time for 100 Batches: 0.3824821432431539
100 Batch Cumulative Loss: 15.341507010161877
Time for 100 Batches: 0.3871135711669922
100 Batch Cumulative Loss: 16.86330071091652
Time for 100 Batches: 0.38436389764149986
100 Batch Cumulative Loss: 13.312496092170477
Time for 100 Batches: 0.3829310178756714
100 Batch Cumulative Loss: 15.935721728950739
Time for 100 Batches: 0.3844375212987264
100 Batch Cumulative Loss: 16.60588812455535
Time for 100 Batches: 0.38781145016352336
100 Batch Cumulative Loss: 16.47099705412984
Time for 100 Batches: 0.38812922636667885
100 Batch Cumulative Loss: 14.469055749475956
Time for 100 Batches: 0.38539764086405437
100 Batch Cumulative Loss: 17.027116362005472
Time for 100 Batches: 0.3873351693153381
100 Batch Cumulative Loss: 15.19033446162939
Time for 100 Batches: 0.38964685996373494
100 Batch Cumulative Loss: 13.771196495741606
Time for 100 Batches: 0.3816754142443339
100 Batch Cumulative Loss: 17.917009972035885
Time for 100 Batches: 0.381123677889506
100 Batch Cumulative Loss: 14.628669112920761
Time for 100 Batches: 0.3867069403330485
100 Batch Cumulative Loss: 19.477789647877216
Time for 100 Batches: 0.3908571283022563
100 Batch Cumulative Loss: 14.704046584665775
Time for 100 Batches: 0.3847925662994385
100 Batch Cumulative Loss: 15.862862829118967
Time for 100 Batches: 0.38973519802093504
100 Batch Cumulative Loss: 17.50938855111599
Time for 100 Batches: 0.3846505959828695
100 Batch Cumulative Loss: 16.374037854373455
Time for 100 Batches: 0.3856238762537638
100 Batch Cumulative Loss: 14.580668643116951
Time for 100 Batches: 0.3867056131362915
100 Batch Cumulative Loss: 15.704369779676199
Time for 100 Batches: 0.3801368316014608
100 Batch Cumulative Loss: 13.93613026291132
Time for 100 Batches: 0.3887207309405009
100 Batch Cumulative Loss: 14.128073390573263
Time for 100 Batches: 0.3863583286603292
100 Batch Cumulative Loss: 15.691437292844057
Time for 100 Batches: 0.38219153881073
100 Batch Cumulative Loss: 14.422241684049368
Time for 100 Batches: 0.38484002351760865
100 Batch Cumulative Loss: 13.176780372858047
Time for 100 Batches: 0.38459601402282717
100 Batch Cumulative Loss: 16.32154344022274
Time for 100 Batches: 0.3846401373545329
100 Batch Cumulative Loss: 16.300688602030277
Time for 100 Batches: 0.3840150515238444
100 Batch Cumulative Loss: 17.467359602451324
Time for 100 Batches: 0.38572285572687787
100 Batch Cumulative Loss: 14.01920686289668
Time for 100 Batches: 0.387420654296875
100 Batch Cumulative Loss: 14.06553141027689
Time for 100 Batches: 0.3845555901527405
100 Batch Cumulative Loss: 13.514992445707321
Time for 100 Batches: 0.3869345267613729
100 Batch Cumulative Loss: 13.53092722594738
Time for 100 Batches: 0.38615740140279137
100 Batch Cumulative Loss: 15.39712936989963
Time for 100 Batches: 0.37942325274149574
100 Batch Cumulative Loss: 15.257505178451538
Time for 100 Batches: 0.39283021688461306
100 Batch Cumulative Loss: 14.831227090209723
Time for 100 Batches: 0.38612167040507
100 Batch Cumulative Loss: 16.773521557450294
Time for 100 Batches: 0.3825044512748718
100 Batch Cumulative Loss: 12.008955627679825
Time for 100 Batches: 0.38771156867345175
100 Batch Cumulative Loss: 16.26562401279807
Time for 100 Batches: 0.3869918743769328
100 Batch Cumulative Loss: 15.754687763750553
Time for 100 Batches: 0.38612234195073447
100 Batch Cumulative Loss: 16.061747018247843
Time for 100 Batches: 0.38635488351186115
100 Batch Cumulative Loss: 14.685898702591658
Time for 100 Batches: 0.3835697809855143
100 Batch Cumulative Loss: 15.97874241694808
Time for 100 Batches: 0.38960607051849366
100 Batch Cumulative Loss: 14.744775399565697
Time for 100 Batches: 0.39605414470036826
100 Batch Cumulative Loss: 13.020294250920415
Time for 100 Batches: 0.38289082050323486
100 Batch Cumulative Loss: 17.229235995560884
Time for 100 Batches: 0.3831256151199341
100 Batch Cumulative Loss: 14.842774923890829
Time for 100 Batches: 0.3863015055656433
100 Batch Cumulative Loss: 15.10858802869916
Time for 100 Batches: 0.38444040218989056
100 Batch Cumulative Loss: 15.904752362519503
Time for 100 Batches: 0.38521726926167804
100 Batch Cumulative Loss: 15.47170214727521
Time for 100 Batches: 0.3862851778666178
100 Batch Cumulative Loss: 14.613400608301163
Time for 100 Batches: 0.38534011046091715
100 Batch Cumulative Loss: 15.397847693413496
Time for 100 Batches: 0.38074026902516683
100 Batch Cumulative Loss: 13.478228574618697
Time for 100 Batches: 0.3860452254613241
100 Batch Cumulative Loss: 14.37660737335682
Time for 100 Batches: 0.389003054300944
100 Batch Cumulative Loss: 14.10778501816094
Time for 100 Batches: 0.38575152556101483
100 Batch Cumulative Loss: 15.892086762934923
