Gene,Label,Score,Precision,Recall,False Positive Rate
YHR008C,-1,96.26785343885422,0.0,0.0,0.0002613012803762738
YDR513W,-1,95.15797621011734,0.0,0.0,0.0005226025607525476
YOR158W,0,94.98555368185043,0.0,0.0,0.0005226025607525476
YPL173W,0,94.95770305395126,0.0,0.0,0.0005226025607525476
YDR041W,0,94.75749886035919,0.0,0.0,0.0005226025607525476
YMR267W,0,94.30399185419083,0.0,0.0,0.0005226025607525476
YBL038W,0,93.797591984272,0.0,0.0,0.0005226025607525476
YKL087C,0,93.74597257375717,0.0,0.0,0.0005226025607525476
YJL180C,0,93.72787523269653,0.0,0.0,0.0005226025607525476
YER050C,0,93.5549590587616,0.0,0.0,0.0005226025607525476
YKL137W,0,93.35040253400803,0.0,0.0,0.0005226025607525476
YNL315C,0,93.26355355978012,0.0,0.0,0.0005226025607525476
YBR282W,0,93.1872598528862,0.0,0.0,0.0005226025607525476
YOR187W,0,93.18644779920578,0.0,0.0,0.0005226025607525476
YPL004C,0,93.1848675608635,0.0,0.0,0.0005226025607525476
YIL098C,0,93.13155162334442,0.0,0.0,0.0005226025607525476
YDR337W,0,93.02500456571579,0.0,0.0,0.0005226025607525476
YLR312W-A,0,92.90094381570816,0.0,0.0,0.0005226025607525476
YBR120C,0,92.86672496795654,0.0,0.0,0.0005226025607525476
YNL081C,0,92.7660054564476,0.0,0.0,0.0005226025607525476
YBR072W,-1,92.67265731096268,0.0,0.0,0.0007839038411288215
YJL096W,0,92.63288760185242,0.0,0.0,0.0007839038411288215
YDR377W,0,92.62203621864319,0.0,0.0,0.0007839038411288215
YNL173C,-1,92.57312160730362,0.0,0.0,0.0010452051215050953
YGR253C,-1,92.47317379713058,0.0,0.0,0.0013065064018813691
YLL009C,0,92.41822534799576,0.0,0.0,0.0013065064018813691
YPR100W,0,92.41153532266617,0.0,0.0,0.0013065064018813691
YKL016C,0,92.32086288928986,0.0,0.0,0.0013065064018813691
YGR112W,-1,92.27738374471664,0.0,0.0,0.001567807682257643
YKL150W,0,92.25449368357658,0.0,0.0,0.001567807682257643
YMR158W,0,92.19508457183838,0.0,0.0,0.001567807682257643
YPR149W,-1,92.17362603545189,0.0,0.0,0.0018291089626339169
YDR178W,-1,92.15647846460342,0.0,0.0,0.0020904102430101905
YDR175C,0,92.13974288105965,0.0,0.0,0.0020904102430101905
YNL177C,0,91.97762143611908,0.0,0.0,0.0020904102430101905
YKL085W,-1,91.89342975616455,0.0,0.0,0.0023517115233864646
YGL129C,0,91.85557895898819,0.0,0.0,0.0023517115233864646
YDR237W,0,91.78597396612167,0.0,0.0,0.0023517115233864646
YDL045W-A,0,91.75157642364502,0.0,0.0,0.0023517115233864646
YOR136W,-1,91.72822189331055,0.0,0.0,0.0026130128037627383
YDR375C,0,91.7066120505333,0.0,0.0,0.0026130128037627383
YNL137C,0,91.69923949241638,0.0,0.0,0.0026130128037627383
YGL006W,-1,91.62346118688583,0.0,0.0,0.0028743140841390124
YJR102C,-1,91.61365592479706,0.0,0.0,0.003135615364515286
YFL014W,-1,91.57202637195587,0.0,0.0,0.00339691664489156
YHR209W,0,91.47837680578232,0.0,0.0,0.00339691664489156
YCR036W,-1,91.45653373003006,0.0,0.0,0.0036582179252678338
YNL122C,0,91.44694912433624,0.0,0.0,0.0036582179252678338
YPL098C,1,91.41711431741714,0.06666666666666667,0.009523809523809525,0.0036582179252678338
YPL097W,0,91.41387689113617,0.06666666666666667,0.009523809523809525,0.0036582179252678338
YLL026W,-1,91.40016007423401,0.0625,0.009523809523809525,0.003919519205644107
YER058W,0,91.39593410491943,0.0625,0.009523809523809525,0.003919519205644107
YGL068W,0,91.39155581593513,0.0625,0.009523809523809525,0.003919519205644107
YOL023W,0,91.37384635210037,0.0625,0.009523809523809525,0.003919519205644107
YJL166W,-1,91.37088030576706,0.058823529411764705,0.009523809523809525,0.004180820486020381
YCR071C,0,91.34175127744675,0.058823529411764705,0.009523809523809525,0.004180820486020381
YNL214W,-1,91.30825114250183,0.05555555555555555,0.009523809523809525,0.004442121766396656
YGR165W,0,91.2865120768547,0.05555555555555555,0.009523809523809525,0.004442121766396656
YDR494W,0,91.27223068475723,0.05555555555555555,0.009523809523809525,0.004442121766396656
YCR003W,0,91.23822024464607,0.05555555555555555,0.009523809523809525,0.004442121766396656
YNL252C,0,91.22107952833176,0.05555555555555555,0.009523809523809525,0.004442121766396656
YPL203W,-1,91.21676540374756,0.05263157894736842,0.009523809523809525,0.004703423046772929
YKL141W,-1,91.21652707457542,0.05,0.009523809523809525,0.004964724327149203
YKL138C,0,91.21363204717636,0.05,0.009523809523809525,0.004964724327149203
YJL063C,1,91.12034940719604,0.09523809523809523,0.01904761904761905,0.004964724327149203
YBR146W,0,91.08510118722916,0.09523809523809523,0.01904761904761905,0.004964724327149203
YMR193W,0,91.06038212776184,0.09523809523809523,0.01904761904761905,0.004964724327149203
YAL030W,-1,91.03166097402573,0.09090909090909091,0.01904761904761905,0.005226025607525477
YDL124W,-1,91.00627028942108,0.08695652173913043,0.01904761904761905,0.005487326887901751
YGR254W,-1,90.97204965353012,0.08333333333333333,0.01904761904761905,0.005748628168278025
YBR037C,0,90.95598211884499,0.08333333333333333,0.01904761904761905,0.005748628168278025
YKL145W,-1,90.83645439147949,0.08,0.01904761904761905,0.006009929448654298
YGR084C,0,90.83169317245483,0.08,0.01904761904761905,0.006009929448654298
YFR049W,0,90.76981127262115,0.08,0.01904761904761905,0.006009929448654298
YMR105C,-1,90.76587915420532,0.07692307692307693,0.01904761904761905,0.006271230729030572
YDR148C,0,90.75986498594284,0.07692307692307693,0.01904761904761905,0.006271230729030572
YJR113C,0,90.73728889226913,0.07692307692307693,0.01904761904761905,0.006271230729030572
YPL118W,0,90.72607815265656,0.07692307692307693,0.01904761904761905,0.006271230729030572
YLR118C,0,90.68619853258133,0.07692307692307693,0.01904761904761905,0.006271230729030572
YML004C,-1,90.63244241476059,0.07407407407407407,0.01904761904761905,0.006532532009406846
YGR076C,0,90.63135159015656,0.07407407407407407,0.01904761904761905,0.006532532009406846
YLR258W,-1,90.61127626895905,0.07142857142857142,0.01904761904761905,0.00679383328978312
YKL194C,0,90.5810404419899,0.07142857142857142,0.01904761904761905,0.00679383328978312
YIL007C,-1,90.53358018398285,0.06896551724137931,0.01904761904761905,0.007055134570159394
YER142C,-1,90.50605744123459,0.06666666666666667,0.01904761904761905,0.0073164358505356675
YLR259C,0,90.4493919312954,0.06666666666666667,0.01904761904761905,0.0073164358505356675
YJR048W,0,90.40542232990265,0.06666666666666667,0.01904761904761905,0.0073164358505356675
YLR395C,-1,90.38584232330322,0.06451612903225806,0.01904761904761905,0.007577737130911941
YOR316C,-1,90.38201260566711,0.0625,0.01904761904761905,0.007839038411288215
YDL046W,-1,90.35368329286575,0.06060606060606061,0.01904761904761905,0.00810033969166449
YHR005C-A,1,90.3420951962471,0.08823529411764706,0.02857142857142857,0.00810033969166449
YFR033C,-1,90.33837276697159,0.08571428571428572,0.02857142857142857,0.008361640972040762
YBR149W,-1,90.32944476604462,0.08333333333333333,0.02857142857142857,0.008622942252417037
YCL035C,-1,90.32733172178268,0.08108108108108109,0.02857142857142857,0.008884243532793311
YKR085C,1,90.305085003376,0.10526315789473684,0.0380952380952381,0.008884243532793311
YDR043C,-1,90.2010971903801,0.10256410256410256,0.0380952380952381,0.009145544813169584
YMR089C,0,90.20010101795197,0.10256410256410256,0.0380952380952381,0.009145544813169584
YLR203C,0,90.19925075769424,0.10256410256410256,0.0380952380952381,0.009145544813169584
YDR516C,-1,90.1707951426506,0.1,0.0380952380952381,0.009406846093545859
YGR181W,1,90.16459375619888,0.12195121951219512,0.047619047619047616,0.009406846093545859
YPR155C,0,90.12688422203064,0.12195121951219512,0.047619047619047616,0.009406846093545859
YIR003W,0,90.10373067855835,0.12195121951219512,0.047619047619047616,0.009406846093545859
YDR268W,-1,90.10074666142464,0.11904761904761904,0.047619047619047616,0.009668147373922133
YHR059W,0,90.10073447227478,0.11904761904761904,0.047619047619047616,0.009668147373922133
YDL072C,0,90.08725899457932,0.11904761904761904,0.047619047619047616,0.009668147373922133
YJL001W,-1,90.08082216978073,0.11627906976744186,0.047619047619047616,0.009929448654298406
YDR276C,-1,90.04202032089233,0.11363636363636363,0.047619047619047616,0.01019074993467468
YLR093C,-1,90.02391242980957,0.1111111111111111,0.047619047619047616,0.010452051215050953
YML028W,-1,90.01141119003296,0.10869565217391304,0.047619047619047616,0.010713352495427228
YOL052C-A,-1,89.98727607727051,0.10638297872340426,0.047619047619047616,0.010974653775803502
YJR096W,-1,89.98489740490913,0.10416666666666667,0.047619047619047616,0.011235955056179775
YIL062C,1,89.97898131608963,0.12244897959183673,0.05714285714285714,0.011235955056179775
YNL156C,-1,89.93602606654167,0.12,0.05714285714285714,0.01149725633655605
YNR037C,0,89.92788463830948,0.12,0.05714285714285714,0.01149725633655605
YER177W,-1,89.92137935757637,0.11764705882352941,0.05714285714285714,0.011758557616932322
