Used 2009 Datasets
Initialized Expression Datasets
Intersection: 0
Initialized training and validation data
Initialized Network
Used Cross Entropy Loss Function
./Yeast Resources/Pairwise/Spell/Opt_WeightDecay/WeightDecay_x_b_113x100x53_lr0.01_batch50_wd0.1_Train_/
./Yeast Resources/Pairwise/Spell/Opt_WeightDecay/WeightDecay_x_b_113x100x53_lr0.01_batch50_wd0.1_Test_/
100 Batch Cumulative Loss: 476.5219397544861
Time for 100 Batches: 0.04075905481974284
100 Batch Cumulative Loss: 393.2973384806514
Time for 100 Batches: 0.41337788502375283
100 Batch Cumulative Loss: 374.27367172002783
Time for 100 Batches: 0.4007907430330912
100 Batch Cumulative Loss: 370.01223952114566
Time for 100 Batches: 0.40809146960576376
100 Batch Cumulative Loss: 371.3194425918163
Time for 100 Batches: 0.3985309918721517
100 Batch Cumulative Loss: 368.46487953886407
Time for 100 Batches: 0.4057771603266398
100 Batch Cumulative Loss: 369.07926293149586
Time for 100 Batches: 0.40595069726308186
100 Batch Cumulative Loss: 370.1752846616507
Time for 100 Batches: 0.4032131870587667
100 Batch Cumulative Loss: 369.0461131449789
Time for 100 Batches: 0.4045415123303731
100 Batch Cumulative Loss: 367.6969585424661
Time for 100 Batches: 0.4080433328946432
100 Batch Cumulative Loss: 372.6347764798998
Time for 100 Batches: 0.40166979233423866
100 Batch Cumulative Loss: 363.71699034273627
Time for 100 Batches: 0.401124898592631
100 Batch Cumulative Loss: 369.856532803178
Time for 100 Batches: 0.4033382415771484
100 Batch Cumulative Loss: 365.72435732915983
Time for 100 Batches: 0.4018160581588745
100 Batch Cumulative Loss: 371.1650855128466
Time for 100 Batches: 0.4033506949742635
100 Batch Cumulative Loss: 370.2240691092608
Time for 100 Batches: 0.40340534448623655
100 Batch Cumulative Loss: 367.70289272166787
Time for 100 Batches: 0.4040700634320577
100 Batch Cumulative Loss: 368.4845921996234
Time for 100 Batches: 0.3995769739151001
100 Batch Cumulative Loss: 368.8886056748032
Time for 100 Batches: 0.4034033974011739
100 Batch Cumulative Loss: 372.810703960806
Time for 100 Batches: 0.4021942536036173
100 Batch Cumulative Loss: 372.46229187816374
Time for 100 Batches: 0.4036005934079488
100 Batch Cumulative Loss: 365.9872789353133
Time for 100 Batches: 0.40253644386927284
100 Batch Cumulative Loss: 370.04581697463993
Time for 100 Batches: 0.4047396659851074
100 Batch Cumulative Loss: 372.30459179788835
Time for 100 Batches: 0.4011653383572896
100 Batch Cumulative Loss: 375.5443014837802
Time for 100 Batches: 0.4057922879854838
100 Batch Cumulative Loss: 366.63742703601736
Time for 100 Batches: 0.4021710077921549
100 Batch Cumulative Loss: 368.912625387758
Time for 100 Batches: 0.4063766638437907
100 Batch Cumulative Loss: 369.5412351125479
Time for 100 Batches: 0.4078841686248779
100 Batch Cumulative Loss: 373.0944976189733
Time for 100 Batches: 0.4074705441792806
100 Batch Cumulative Loss: 369.73461193487066
Time for 100 Batches: 0.4035052498181661
100 Batch Cumulative Loss: 366.65651658117775
Time for 100 Batches: 0.40517377058664955
100 Batch Cumulative Loss: 367.4873575121165
Time for 100 Batches: 0.39899179538091023
100 Batch Cumulative Loss: 365.42483640030025
Time for 100 Batches: 0.40252811113993325
100 Batch Cumulative Loss: 369.3059296876193
Time for 100 Batches: 0.4060981949170431
100 Batch Cumulative Loss: 365.2662086011469
Time for 100 Batches: 0.4051847775777181
100 Batch Cumulative Loss: 372.6132589438557
Time for 100 Batches: 0.40307610432306923
100 Batch Cumulative Loss: 369.7411642146111
Time for 100 Batches: 0.4029969334602356
100 Batch Cumulative Loss: 371.4920454579591
Time for 100 Batches: 0.40336864789326987
100 Batch Cumulative Loss: 367.4290636621416
Time for 100 Batches: 0.40599233309427896
100 Batch Cumulative Loss: 369.4807621595263
Time for 100 Batches: 0.40624019702275593
100 Batch Cumulative Loss: 371.44164992675167
Time for 100 Batches: 0.40738237698872887
100 Batch Cumulative Loss: 365.63792290776956
Time for 100 Batches: 0.4068561911582947
100 Batch Cumulative Loss: 375.5801256944241
Time for 100 Batches: 0.39965310096740725
100 Batch Cumulative Loss: 369.85472536131726
Time for 100 Batches: 0.4019469459851583
100 Batch Cumulative Loss: 371.2585532256963
Time for 100 Batches: 0.4051416436831156
100 Batch Cumulative Loss: 373.8423938810826
Time for 100 Batches: 0.4015337745348612
100 Batch Cumulative Loss: 368.100416225493
Time for 100 Batches: 0.4041489919026693
100 Batch Cumulative Loss: 372.51080296218373
Time for 100 Batches: 0.3980691989262899
100 Batch Cumulative Loss: 369.096997615695
Time for 100 Batches: 0.4061899582544963
100 Batch Cumulative Loss: 365.44308748140924
Time for 100 Batches: 0.4081490715344747
100 Batch Cumulative Loss: 374.032108348906
Time for 100 Batches: 0.40596052408218386
100 Batch Cumulative Loss: 370.19691132783885
Time for 100 Batches: 0.40118050972620645
100 Batch Cumulative Loss: 367.70724766746173
Time for 100 Batches: 0.4088626782099406
100 Batch Cumulative Loss: 370.295673624724
Time for 100 Batches: 0.40288899739583334
100 Batch Cumulative Loss: 370.45633323177685
Time for 100 Batches: 0.40869962771733603
100 Batch Cumulative Loss: 369.6349785234034
Time for 100 Batches: 0.40321738719940187
100 Batch Cumulative Loss: 367.5344500550626
Time for 100 Batches: 0.3983895937601725
100 Batch Cumulative Loss: 368.90841124460115
Time for 100 Batches: 0.4041218241055807
100 Batch Cumulative Loss: 369.03061067640766
Time for 100 Batches: 0.4055089513460795
100 Batch Cumulative Loss: 369.04890753984444
Time for 100 Batches: 0.4039981762568156
100 Batch Cumulative Loss: 367.33070994436736
Time for 100 Batches: 0.40221046606699623
100 Batch Cumulative Loss: 364.73150897115454
Time for 100 Batches: 0.40207958618799844
100 Batch Cumulative Loss: 370.1896490982175
Time for 100 Batches: 0.399541441599528
100 Batch Cumulative Loss: 369.0918730352816
Time for 100 Batches: 0.40513043403625487
100 Batch Cumulative Loss: 365.08547910362495
Time for 100 Batches: 0.4063553134600321
100 Batch Cumulative Loss: 371.0965468767285
Time for 100 Batches: 0.4076071937878927
100 Batch Cumulative Loss: 370.18050499960765
Time for 100 Batches: 0.40101117293039956
100 Batch Cumulative Loss: 371.1495335263013
Time for 100 Batches: 0.4055069088935852
100 Batch Cumulative Loss: 368.2724690058827
Time for 100 Batches: 0.40414503812789915
100 Batch Cumulative Loss: 371.9787433391809
Time for 100 Batches: 0.40376241207122804
100 Batch Cumulative Loss: 368.5298079574107
Time for 100 Batches: 0.40596888462702435
100 Batch Cumulative Loss: 370.2499606926741
Time for 100 Batches: 0.40275803009668987
100 Batch Cumulative Loss: 370.31409000143395
Time for 100 Batches: 0.4055281519889832
100 Batch Cumulative Loss: 368.4809740114214
Time for 100 Batches: 0.40411078135172523
100 Batch Cumulative Loss: 370.8501688170432
Time for 100 Batches: 0.40879100958506265
100 Batch Cumulative Loss: 369.7444327035546
Time for 100 Batches: 0.40503093004226687
100 Batch Cumulative Loss: 372.4905306975545
Time for 100 Batches: 0.4016201337178548
100 Batch Cumulative Loss: 368.7877101239561
Time for 100 Batches: 0.40188080867131554
100 Batch Cumulative Loss: 366.7282463771105
Time for 100 Batches: 0.40414512157440186
100 Batch Cumulative Loss: 365.95985943809166
Time for 100 Batches: 0.40849093198776243
100 Batch Cumulative Loss: 367.092688562274
Time for 100 Batches: 0.4040559887886047
100 Batch Cumulative Loss: 370.7390240757167
Time for 100 Batches: 0.40611038605372113
100 Batch Cumulative Loss: 368.3140101559459
Time for 100 Batches: 0.39904811382293703
100 Batch Cumulative Loss: 373.4355933114887
