,0,1,2,3
0,99.23554210408143,100.0,inf,99.99999999992649
1,98.6767530464258,100.0,inf,99.9999999998995
2,98.9117626227972,100.0,inf,99.99999999988493
3,100.04918121992297,100.0,7541955.84793476,55059.21372773571
4,102.97984653305441,100.0,13945480.628427401,101837.65146636624
5,97.13430414750378,100.0,13405562.458770856,97892.0780760111
6,104.03176937240693,100.0,4.2849140234387775e+27,60544.16995973618
7,98.94249027862246,100.0,1.7662420966463722e+27,24949.018367893088
8,106.25581994701399,100.0,4.914901690067858e+27,69453.11448559955
9,99.9998686069906,279210.27106436447,52682.62838074087,13644.187657230828
10,99.99991653427662,14480.540591948224,2694.6497255099853,686.2288144498317
11,99.99993622451208,368095.1152396571,69457.88888080874,17980.175497979617
