,0,1,2,3
0,71.14930443034032,25.63004403412557,19.764424508211057,16.234609073425915
1,64.89739092637245,22.62486640248088,17.50104669103055,15.75944647959046
2,66.57116602410866,24.089042356113165,18.614289746495437,17.404352388705206
3,46.267609949343715,22.484052485556997,18.723300526373848,20.08928212459497
4,48.748317702882595,24.697384488581786,20.797958400891048,22.32164631357006
5,43.081462251439675,21.748802320095457,19.507624698809302,22.94147193702054
6,33.11179154465732,24.73399158278161,17.470937690064826,16.233992409039192
7,32.64174776512311,23.935202913115656,18.039073097471643,16.74920457538057
8,31.707793523021564,24.351202798749462,18.183027352592152,17.496227154235097
9,33.597181919365475,24.26743488396208,16.152519180049254,14.289012197509768
10,42.15780276475509,32.435202136614336,22.250565496053305,19.658003885236308
11,29.597571652437114,24.09220365353754,15.966773044129637,14.56207997909494
