CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MDEV
-9.151354077266896,0.6635723354175227,-2.269367232754712,0.0,-0.044088702543147076,0.06516207702997005,-0.07280867374149845,0.10798472958040937,-3.2554111646307686,-0.463810313887717,-0.2705217972845666,0.15416938106078182,-1.345269048799201,0.09100740216952899
-7.039921226678712,0.0,-0.6555498693613706,0.0,-0.24210695258439474,0.03096918132667838,0.2023446620408826,0.38828767849794416,-2.2554111646307686,-0.7544004422420721,-0.052176209010820505,0.15416938106078182,-0.4692206258092122,-0.06099569127552093
-7.040978146169858,0.0,-0.6555498693613706,0.0,-0.24210695258439474,0.1931593393076416,-0.16650825815384646,0.38828767849794416,-2.2554111646307686,-0.7544004422420721,-0.052176209010820505,0.13929892963462556,-1.6506349523393147,0.6229086591392715
-6.794693175234825,0.0,-2.352931949393843,0.0,-0.27634727700282735,0.1551138472027924,-0.5823330398756322,0.6757253357392701,-1.6704486639096126,-0.8788478131665608,0.018984819910418147,0.14589445346181967,-2.105598636030918,0.5678210990350626
-5.701709126298585,0.0,-2.352931949393843,0.0,-0.27634727700282735,0.18550897089834847,-0.3393877866187045,0.6757253357392701,-1.6704486639096126,-0.8788478131665608,0.018984819910418147,0.15416938106078182,-1.247279258108106,0.6839626936442159
-6.911619609291831,0.0,-2.352931949393843,0.0,-0.27634727700282735,0.03298992017825239,-0.22432013486252378,0.6757253357392701,-1.6704486639096126,-0.8788478131665608,0.018984819910418147,0.1440287810094801,-1.2801314185887738,0.3490237332366983
-5.3471004977824474,0.13750352374993502,-0.5008964486632831,0.0,-0.082128063562321,-0.06398380812069263,-0.04215846090131399,0.5510985022916101,-0.9334830697434064,-0.392492909386064,-0.2799821265336329,0.1494362448200598,-0.02566039981479707,0.023320594657954257
-4.635853837079587,0.13750352374993502,-0.5008964486632831,0.0,-0.082128063562321,-0.026090755466322203,0.48685579280117436,0.6488947846177349,-0.9334830697434064,-0.392492909386064,-0.2799821265336329,0.15416938106078182,0.5978576959450372,0.26626584791488206
-4.08853939937256,0.13750352374993502,-0.5008964486632831,0.0,-0.082128063562321,-0.15843766648502658,0.544247456689511,0.680453423321074,-0.9334830697434064,-0.392492909386064,-0.2799821265336329,0.11634740446676685,1.242105582630819,-0.4495609791931738
-4.401548281804824,0.13750352374993502,-0.5008964486632831,0.0,-0.082128063562321,-0.06590484041636877,0.32497749316588753,0.7966220143122204,-0.9334830697434064,-0.392492909386064,-0.2799821265336329,0.1166458905238252,0.4345096289059784,-0.2536407692179172
-3.9982029344949592,0.13750352374993502,-0.5008964486632831,0.0,-0.082128063562321,0.021049063822597695,0.4595771327025205,0.7418905363853865,-0.9334830697434064,-0.392492909386064,-0.2799821265336329,0.13815998397752097,0.6926141469618293,-0.5870645029431087
-4.935130083805401,0.13750352374993502,-0.5008964486632831,0.0,-0.082128063562321,-0.06470389550319317,0.27369146352317436,0.7143516588133509,-0.9334830697434064,-0.392492909386064,-0.2799821265336329,0.15416938106078182,0.06868167450291145,-0.2536407692179172
-5.260070261723178,0.13750352374993502,-0.5008964486632831,0.0,-0.082128063562321,-0.09380614384972982,-0.8142065142229653,0.5223783398514178,-0.9334830697434064,-0.392492909386064,-0.2799821265336329,0.13071636709029047,0.31219648442691444,-0.054331960994510264
-2.5126203201047588,0.0,-0.4522312899045225,0.0,-0.044088702543147076,-0.07918163908705318,-0.1500738000682016,0.31084498125288856,-1.2554111646307686,-0.41116883414648725,0.18633587768890422,0.15416938106078182,-0.6152730094478366,-0.14345785146749412
-2.493956475839723,0.0,-0.4522312899045225,0.0,-0.044088702543147076,-0.04396591454373506,0.30127070319697064,0.23354206670974637,-1.2554111646307686,-0.41116883414648725,0.18633587768890422,0.09146916659907788,-0.30245596526022794,-0.30808855324029344
-2.5180599117168336,0.0,-0.4522312899045225,0.0,-0.044088702543147076,-0.10734343113887962,-0.279429770670026,0.24535997956473216,-1.2554111646307686,-0.41116883414648725,0.18633587768890422,0.1495091800361157,-0.5790528215350832,-0.1792585728953408
-1.769715301875061,0.0,-0.4522312899045225,0.0,-0.044088702543147076,-0.08258078750778815,-1.226779973550328,0.24535997956473216,-1.2554111646307686,-0.41116883414648725,0.18633587768890422,0.11716809257131908,-0.9433272071320407,0.035865847977067974
-2.1962008040400467,0.0,-0.4522312899045225,0.0,-0.044088702543147076,-0.06927281436090897,0.2526554401731073,0.1660259538179146,-1.2554111646307686,-0.41116883414648725,0.18633587768890422,0.11679511039734684,0.2133821748061079,-0.3646720816066608
-2.1625435753728857,0.0,-0.4522312899045225,0.0,-0.044088702543147076,-0.2039851730128845,-0.9058369896885337,0.000553894583138537,-1.2554111646307686,-0.41116883414648725,0.18633587768890422,-0.30358660965833123,-0.11421176633562574,-0.1576717106871949
-2.307850389077302,0.0,-0.4522312899045225,0.0,-0.044088702543147076,-0.13404921391196317,0.01933233963829355,0.000553894583138537,-1.2554111646307686,-0.41116883414648725,0.18633587768890422,0.13237792660186773,-0.16571962846848842,-0.30808855324029344
-1.5215017946231693,0.0,-0.4522312899045225,0.0,-0.044088702543147076,-0.17415148980966297,0.5165724982466626,0.001085805749293403,-1.2554111646307686,-0.41116883414648725,0.18633587768890422,0.07831188884194017,0.7322759730948964,-0.7284203521886502
-2.0765012848717985,0.0,-0.4522312899045225,0.0,-0.044088702543147076,-0.07530667945446672,0.3793630719477287,0.08031336682292525,-1.2554111646307686,-0.41116883414648725,0.18633587768890422,0.13819673819804104,0.12831446028321222,-0.20117334932378128
-1.543941821140698,0.0,-0.4522312899045225,0.0,-0.044088702543147076,-0.03312030506118251,0.4192410956224785,0.06752817213762163,-1.2554111646307686,-0.41116883414648725,0.18633587768890422,0.15416938106078182,0.5650937387161226,-0.5679556799954042
-1.8622836470910569,0.0,-0.4522312899045225,0.0,-0.044088702543147076,-0.11254590880517124,0.544247456689511,0.10981779785531683,-1.2554111646307686,-0.41116883414648725,0.18633587768890422,0.14556539241225386,0.6518310606950042,-0.6359741034240551
-2.260031802675101,0.0,-0.4522312899045225,0.0,-0.044088702543147076,-0.08525717674820926,0.4565140847559607,0.21325625010678292,-1.2554111646307686,-0.41116883414648725,0.18633587768890422,0.14479729129104718,0.365385268251158,-0.5304809745767413
-2.096105969171356,0.0,-0.4522312899045225,0.0,-0.044088702543147076,-0.1666596373240646,0.32161456613992384,0.23117977743670204,-1.2554111646307686,-0.41116883414648725,0.18633587768890422,-0.2332899969779732,0.38385342404597617,-0.6969421207154822
-2.4191544439162134,0.0,-0.4522312899045225,0.0,-0.044088702543147076,-0.11254590880517124,0.3970453495082821,0.30300882086331105,-1.2554111646307686,-0.41116883414648725,0.18633587768890422,0.07949905584150768,0.22708494442156588,-0.44084376209206466
-1.910758961351053,0.0,-0.4522312899045225,0.0,-0.044088702543147076,-0.055609238385505154,0.3728790383775297,0.23079108546105337,-1.2554111646307686,-0.41116883414648725,0.18633587768890422,-0.21928405778225887,0.4496165212961867,-0.6064298278100397
-2.2169726954491193,0.0,-0.4522312899045225,0.0,-0.044088702543147076,0.04750070829818631,0.4611062213892652,0.23121216370814746,-1.2554111646307686,-0.41116883414648725,0.18633587768890422,0.1212273567126075,0.01665711402008049,-0.29232123738197685
-1.8419640709863185,0.0,-0.4522312899045225,0.0,-0.044088702543147076,0.0867228691452625,0.34830101565686383,0.15960785280639375,-1.2554111646307686,-0.41116883414648725,0.18633587768890422,0.09226618328120145,-0.0788587880784962,-0.10163767577286703
-1.6681378046014617,0.0,-0.4522312899045225,0.0,-0.044088702543147076,-0.13758028745310874,0.4565140847559607,0.15756437506971832,-1.2554111646307686,-0.41116883414648725,0.18633587768890422,0.014071837130761019,0.8368360764352681,-0.8271985066668239
-1.407499651718968,0.0,-0.4522312899045225,0.0,-0.044088702543147076,-0.04965702662159072,0.544247456689511,0.13766008400007507,-1.2554111646307686,-0.41116883414648725,0.18633587768890422,0.07892474218061901,0.04345717336379546,-0.6359741034240551
-1.3724971771849461,0.0,-0.4522312899045225,0.0,-0.044088702543147076,-0.07893914895438885,0.2579432715328699,0.07227263286100641,-1.2554111646307686,-0.41116883414648725,0.18633587768890422,-0.6167550844658329,1.130920014614135,-0.7714890740805364
-1.6417043318928566,0.0,-0.4522312899045225,0.0,-0.044088702543147076,-0.14061381590399583,0.47024687524573405,-0.002984502401449469,-1.2554111646307686,-0.41116883414648725,0.18633587768890422,0.008453077261348134,0.5362933668632934,-0.7824601919015393
-1.1559089166041443,0.0,-0.4522312899045225,0.0,-0.044088702543147076,-0.04396591454373506,0.4988160274425051,-0.01346019282262757,-1.2554111646307686,-0.41116883414648725,0.18633587768890422,-0.5224638180308283,0.6848329829902181,-0.7390675963881589
-5.807451557557798,0.0,-0.9019477537086079,0.0,-0.15265505976251081,-0.08306703457706555,-0.007908898948403504,-0.17552607427555295,-0.9334830697434064,-0.5491423676874791,0.05705286074393763,0.15416938106078182,-0.38640774359268737,-0.2536407692179172
-5.204836407537666,0.0,-0.9019477537086079,0.0,-0.15265505976251081,-0.10561343259560624,-0.15944198260239667,-0.1679894946360547,-0.9334830697434064,-0.5491423676874791,0.05705286074393763,0.08209974746302129,-0.1491879045786002,-0.1720270036642649
-5.4868280310132,0.0,-0.9019477537086079,0.0,-0.15265505976251081,-0.10339219267892792,-0.724569301738289,0.051954187109119754,-0.9334830697434064,-0.5491423676874791,0.05705286074393763,0.15416938106078182,-0.5288379484225489,-0.10163767577286703
-4.359655384128132,0.0,-0.9019477537086079,0.0,-0.15265505976251081,-0.0750648397018446,-1.1831320886474972,0.019730217123381112,-0.9334830697434064,-0.5491423676874791,0.05705286074393763,0.14150078956024517,-0.32085252206614373,0.13248403814568804
-7.023114978631507,2.722466024471091,-1.916545129921566,0.0,-0.3740840786986245,0.06954384210185001,-1.6533525031956495,0.5091371460842408,-1.6704486639096126,-0.6959837560167501,-0.012209801693175839,0.1495456462614797,-1.5503834787038133,0.4509033472559119
-6.7413187452095,2.722466024471091,-1.916545129921566,0.0,-0.3740840786986245,0.16046402749830105,-2.1177560797954733,0.5091371460842408,-1.6704486639096126,-0.6959837560167501,-0.012209801693175839,0.1495091800361157,-2.6759143607876723,0.6312000327706625
-4.817604273918689,0.0,-0.6885743737825111,0.0,-0.3081961430421671,0.10732701642530196,-4.563555832845004,0.5921260130321989,-1.6704486639096126,-0.8090775348623864,-0.04409386271296214,0.11178782357733312,-1.3864077435926874,0.23939924206219998
-4.666620392837392,0.0,-0.6885743737825111,0.0,-0.3081961430421671,-0.026792171106533234,-3.3771427086141226,0.5921260130321989,-1.6704486639096126,-0.8090775348623864,-0.04409386271296214,0.10413126437641558,-1.122876627462753,0.16711038125532054
-4.495132893375917,0.0,-0.6885743737825111,0.0,-0.3081961430421671,-0.017003249590350725,-3.3991690149441216,0.5921260130321989,-1.6704486639096126,-0.8090775348623864,-0.04409386271296214,0.14527283067925845,-0.7661121697592507,0.13248403814568804
-4.872404780743251,0.0,-0.6885743737825111,0.0,-0.3081961430421671,-0.05036999675761809,-0.7776806381978514,0.5921260130321989,-1.6704486639096126,-0.8090775348623864,-0.04409386271296214,0.1266096531262409,-0.40591405794417074,-0.08796273887579054
-4.389887003786471,0.0,-0.6885743737825111,0.0,-0.3081961430421671,-0.14542998584751585,-1.0206573916903918,0.426494281612622,-1.6704486639096126,-0.8090775348623864,-0.04409386271296214,0.15416938106078182,-0.3095038299894803,-0.22342615617090908
-4.253929818144471,0.0,-0.6885743737825111,0.0,-0.3081961430421671,-0.11926249410745754,-1.042158460901314,0.426494281612622,-1.6704486639096126,-0.8090775348623864,-0.04409386271296214,0.15416938106078182,0.16131535685196263,-0.1720270036642649
