Gene A,Gene B,Label,Score,True Positive,False Negative,True Negative,False Positive,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YBR185C,YIL042C,1,10.070506,1.0,1030.0,9969.0,0.0,0.9063636660575867,1.0,0.0009699321235530078,0.0,1.0
YDR393W,YER058W,1,10.066297,2.0,1029.0,9969.0,0.0,0.9064545631408691,1.0,0.0019398642471060157,0.0,1.0
YJL102W,YLR295C,1,10.051442,3.0,1028.0,9969.0,0.0,0.9065454602241516,1.0,0.0029097963124513626,0.0,1.0
YMR302C,YJR080C,1,9.747134,4.0,1027.0,9969.0,0.0,0.9066363573074341,1.0,0.0038797284942120314,0.0,1.0
YER182W,YLR204W,0,9.68683,4.0,1027.0,9968.0,1.0,0.9065454602241516,0.800000011920929,0.0038797284942120314,0.0001003109646262601,0.999899685382843
YEL020W-A,YBR230C,1,9.291444,5.0,1026.0,9968.0,1.0,0.9066363573074341,0.8333333134651184,0.0048496606759727,0.0001003109646262601,0.999899685382843
YGR028W,YBR037C,1,9.259408,6.0,1025.0,9968.0,1.0,0.9067272543907166,0.8571428656578064,0.005819592624902725,0.0001003109646262601,0.999899685382843
YNR020C,YER058W,1,8.976357,7.0,1024.0,9968.0,1.0,0.9068182110786438,0.875,0.00678952457383275,0.0001003109646262601,0.999899685382843
YGL219C,YER058W,1,8.922148,8.0,1023.0,9968.0,1.0,0.9069091081619263,0.8888888955116272,0.007759456988424063,0.0001003109646262601,0.999899685382843
YDR511W,YBR230C,1,8.898594,9.0,1022.0,9968.0,1.0,0.9070000052452087,0.8999999761581421,0.008729388937354088,0.0001003109646262601,0.999899685382843
YBR185C,YPR100W,1,8.893417,10.0,1021.0,9968.0,1.0,0.9070909023284912,0.9090909361839294,0.0096993213519454,0.0001003109646262601,0.999899685382843
YDL174C,YJR080C,0,8.777731,10.0,1021.0,9967.0,2.0,0.9070000052452087,0.8333333134651184,0.0096993213519454,0.0002006219292525202,0.999799370765686
YGR174C,YPL099C,1,8.752298,11.0,1020.0,9967.0,2.0,0.9070909023284912,0.8461538553237915,0.010669252835214138,0.0002006219292525202,0.999799370765686
YDR493W,YML042W,0,8.730077,11.0,1020.0,9966.0,3.0,0.9070000052452087,0.7857142686843872,0.010669252835214138,0.0003009328793268651,0.999699056148529
YMR256C,YPL173W,0,8.682117,11.0,1020.0,9965.0,4.0,0.9069091081619263,0.7333333492279053,0.010669252835214138,0.0004012438585050404,0.9995987415313721
YPL215W,YCR079W,1,8.669921,12.0,1019.0,9965.0,4.0,0.9070000052452087,0.75,0.01163918524980545,0.0004012438585050404,0.9995987415313721
YBR269C,YFL036W,1,8.514932,13.0,1018.0,9965.0,4.0,0.9070909023284912,0.7647058963775635,0.012609117664396763,0.0004012438585050404,0.9995987415313721
YGL191W,YHR116W,1,8.435782,14.0,1017.0,9965.0,4.0,0.9071817994117737,0.7777777910232544,0.0135790491476655,0.0004012438585050404,0.9995987415313721
YMR098C,YGR183C,1,8.28147,15.0,1016.0,9965.0,4.0,0.9072727560997009,0.7894737124443054,0.014548981562256813,0.0004012438585050404,0.9995987415313721
YNR020C,YJR034W,1,8.261752,16.0,1015.0,9965.0,4.0,0.9073636531829834,0.800000011920929,0.015518913976848125,0.0004012438585050404,0.9995987415313721
YDR529C,YGL191W,1,8.254125,17.0,1014.0,9965.0,4.0,0.9074545502662659,0.8095238208770752,0.016488846391439438,0.0004012438585050404,0.9995987415313721
YBR037C,YJR034W,1,8.245791,18.0,1013.0,9965.0,4.0,0.9075454473495483,0.8181818127632141,0.017458777874708176,0.0004012438585050404,0.9995987415313721
YDR493W,YLR251W,0,8.193976,18.0,1013.0,9964.0,5.0,0.9074545502662659,0.782608687877655,0.017458777874708176,0.0005015548085793853,0.9994984269142151
YKL195W,YNL005C,1,8.152747,19.0,1012.0,9964.0,5.0,0.9075454473495483,0.7916666865348816,0.018428709357976913,0.0005015548085793853,0.9994984269142151
YML091C,YDR493W,1,8.139455,20.0,1011.0,9964.0,5.0,0.9076363444328308,0.800000011920929,0.0193986427038908,0.0005015548085793853,0.9994984269142151
YKL195W,YKR049C,0,8.111317,20.0,1011.0,9963.0,6.0,0.9075454473495483,0.7692307829856873,0.0193986427038908,0.0006018657586537302,0.9993981122970581
YOL023W,YDL126C,0,8.062107,20.0,1011.0,9962.0,7.0,0.9074545502662659,0.7407407164573669,0.0193986427038908,0.0007021767669357359,0.9992977976799011
YNR020C,YIR024C,1,8.056501,21.0,1010.0,9962.0,7.0,0.9075454473495483,0.75,0.02036857418715954,0.0007021767669357359,0.9992977976799011
YPR020W,YNL121C,1,8.039066,22.0,1009.0,9962.0,7.0,0.9076363444328308,0.7586206793785095,0.021338505670428276,0.0007021767669357359,0.9992977976799011
YLR038C,YBR179C,1,8.033166,23.0,1008.0,9962.0,7.0,0.9077273011207581,0.7666666507720947,0.022308439016342163,0.0007021767669357359,0.9992977976799011
YNL131W,YMR139W,0,7.920343,23.0,1008.0,9961.0,8.0,0.9076363444328308,0.7419354915618896,0.022308439016342163,0.0008024877170100808,0.9991974830627441
YGL191W,YLR295C,1,7.877545,24.0,1007.0,9961.0,8.0,0.9077273011207581,0.75,0.0232783704996109,0.0008024877170100808,0.9991974830627441
YLR038C,YFL036W,1,7.8680406,25.0,1006.0,9961.0,8.0,0.9078181982040405,0.7575757503509521,0.02424830198287964,0.0008024877170100808,0.9991974830627441
YBL078C,YHR024C,1,7.818293,26.0,1005.0,9961.0,8.0,0.907909095287323,0.7647058963775635,0.025218235328793526,0.0008024877170100808,0.9991974830627441
YKL053C-A,YCR079W,1,7.775559,27.0,1004.0,9961.0,8.0,0.9079999923706055,0.7714285850524902,0.026188166812062263,0.0008024877170100808,0.9991974830627441
