Batch,Avg Loss,GO:0000054,GO:0000278,GO:0000747,GO:0000902,GO:0000910,GO:0001403,GO:0003700,GO:0004518,GO:0005085,GO:0006260,GO:0006281,GO:0006310,GO:0006325,GO:0006352,GO:0006353,GO:0006360,GO:0006364,GO:0006366,GO:0006383,GO:0006397,GO:0006401,GO:0006413,GO:0006414,GO:0006418,GO:0006457,GO:0006468,GO:0006470,GO:0006486,GO:0006497,GO:0006605,GO:0006629,GO:0006766,GO:0006811,GO:0006865,GO:0006869,GO:0006873,GO:0006887,GO:0006897,GO:0006970,GO:0006979,GO:0006997,GO:0007005,GO:0007010,GO:0007031,GO:0007033,GO:0007059,GO:0007114,GO:0007124,GO:0008033,GO:0008135,GO:0008213,GO:0008380,GO:0008643,GO:0009408,GO:0009451,GO:0010324,GO:0015931,GO:0016050,GO:0016197,GO:0016570,GO:0018193,GO:0032196,GO:0032200,GO:0032787,GO:0042221,GO:0042255,GO:0042273,GO:0042274,GO:0042594,GO:0043543,GO:0045333,GO:0048193,GO:0048284,GO:0048308,GO:0051049,GO:0051052,GO:0051321,GO:0051603,GO:0051726
0,75.91390013694763,64.9798583984375,73.1322250366211,61.304420471191406,86.4390640258789,61.252017974853516,75.24158477783203,72.02584075927734,73.67228698730469,88.53929901123047,76.83484649658203,62.9100227355957,76.07703399658203,61.434112548828125,73.5912094116211,62.5239143371582,83.7765121459961,66.37444305419922,61.15656280517578,72.04539489746094,67.63243865966797,66.46904754638672,70.2771987915039,77.6825942993164,73.83055114746094,58.79537582397461,68.43974304199219,74.98895263671875,81.31889343261719,69.87364196777344,60.15950012207031,71.64429473876953,71.59300994873047,71.47711181640625,63.14121627807617,56.309349060058594,68.71495819091797,62.8787727355957,79.9582748413086,78.12675476074219,70.8207778930664,66.53768920898438,63.26789093017578,64.8119888305664,74.82723236083984,68.70787048339844,64.5537338256836,72.77043151855469,67.67388916015625,62.30732727050781,74.91162872314453,64.6932144165039,64.6493911743164,64.5725326538086,78.95256042480469,68.8021011352539,71.20784759521484,69.90330505371094,69.94117736816406,69.33187866210938,69.35704803466797,67.51483154296875,53.90665054321289,66.4203109741211,83.64163208007812,69.98101806640625,65.5403060913086,68.60200500488281,79.77590942382812,60.6097412109375,80.85717010498047,77.94296264648438,76.38106536865234,77.30902862548828,71.38526916503906,64.92555236816406,76.88943481445312,72.7636489868164,67.51435852050781,70.80529022216797
100,69.43074005842209,55.9444580078125,64.7457504272461,57.526981353759766,77.20610046386719,54.37541961669922,70.06520080566406,65.07695007324219,63.142127990722656,79.32965087890625,65.98900604248047,55.27790069580078,64.62541961669922,53.4199333190918,66.04620361328125,55.698570251464844,74.64380645751953,62.735774993896484,53.888816833496094,63.338584899902344,62.224342346191406,59.923919677734375,62.0920524597168,67.41393280029297,64.49102783203125,53.06910705566406,59.958351135253906,66.58666229248047,71.919189453125,63.196800231933594,53.705135345458984,63.88539123535156,66.1629867553711,60.43217849731445,55.23969650268555,51.795166015625,60.774967193603516,58.55058670043945,67.57987213134766,67.14375305175781,61.55784225463867,60.68955993652344,55.74717330932617,60.473236083984375,65.03713989257812,59.11170959472656,59.34660339355469,66.39811706542969,57.98175811767578,57.79607009887695,65.84268188476562,58.848228454589844,56.44825744628906,59.761558532714844,70.4753189086914,62.67219543457031,63.53960418701172,61.676246643066406,62.07756805419922,61.296295166015625,64.70742797851562,61.1434440612793,45.9304084777832,58.86652374267578,75.93313598632812,62.868202209472656,59.57999038696289,63.286861419677734,71.85030364990234,54.828304290771484,70.51179504394531,66.91773223876953,68.0163803100586,71.98762512207031,62.79689407348633,58.17000961303711,65.4704360961914,65.67634582519531,58.954402923583984,65.12127685546875
200,57.00740906596184,39.016841888427734,48.38874053955078,42.41835021972656,54.95598602294922,40.272377014160156,51.50352478027344,45.8082275390625,43.983245849609375,55.277122497558594,47.553749084472656,39.744266510009766,46.43046569824219,41.24272537231445,49.86302185058594,40.69891357421875,56.9234619140625,46.75651550292969,42.36427688598633,47.4660530090332,44.593631744384766,44.151893615722656,44.30800247192383,47.67225646972656,44.212650299072266,40.1583251953125,42.972267150878906,47.610443115234375,50.694522857666016,45.56201171875,40.086517333984375,46.683528900146484,46.99042510986328,42.27693176269531,39.50733947753906,37.687965393066406,42.59421920776367,41.61452102661133,50.265655517578125,48.9780158996582,44.73069381713867,42.49516677856445,40.384910583496094,43.7097282409668,46.72140121459961,42.55683898925781,42.08955001831055,47.665748596191406,41.54324722290039,42.52800750732422,44.761783599853516,44.33464813232422,41.554752349853516,46.07487487792969,48.738426208496094,46.90531921386719,46.4956169128418,43.12327194213867,41.62984848022461,42.179954528808594,47.69915008544922,44.46110916137695,31.66897964477539,46.04774475097656,53.97941589355469,49.154842376708984,43.258907318115234,46.4532356262207,57.79753494262695,40.5962028503418,50.218875885009766,47.7060432434082,48.60795593261719,50.12184524536133,43.25968933105469,55.914676666259766,47.83888244628906,46.44139099121094,44.31144714355469,46.129940032958984
300,45.2070654630661,25.825632095336914,34.640846252441406,28.01195526123047,37.384822845458984,27.880083084106445,32.386810302734375,29.628774642944336,28.598615646362305,33.975975036621094,33.9053955078125,28.432214736938477,31.692834854125977,31.880189895629883,33.276493072509766,25.591947555541992,34.03992462158203,34.09878158569336,33.16792678833008,30.974716186523438,29.686384201049805,29.04964828491211,30.66748046875,34.8968391418457,30.9095401763916,29.532669067382812,29.74282455444336,31.416000366210938,32.25857925415039,29.621461868286133,29.901287078857422,33.56743240356445,30.33083724975586,28.915544509887695,26.70288848876953,25.857179641723633,27.698593139648438,28.5799617767334,34.76792907714844,32.14453125,30.48421859741211,27.842876434326172,28.759014129638672,30.13188934326172,30.30187225341797,29.208412170410156,28.424726486206055,31.28946304321289,28.87421417236328,28.962688446044922,28.872024536132812,30.5699520111084,29.063587188720703,31.785842895507812,35.933250427246094,32.426841735839844,31.968473434448242,27.925153732299805,25.371801376342773,28.368345260620117,31.953275680541992,32.523170471191406,20.273420333862305,34.27018737792969,35.41190719604492,38.484619140625,32.31283187866211,32.563411712646484,46.250389099121094,27.08602523803711,33.218502044677734,34.79121398925781,34.43892288208008,35.71015930175781,27.342702865600586,79.74008178710938,39.11689758300781,31.47551727294922,32.588661193847656,31.578237533569336
400,42.233380407094955,18.461484909057617,28.2719669342041,19.833988189697266,28.65180206298828,20.739234924316406,23.412879943847656,21.099397659301758,19.767776489257812,21.901988983154297,25.305418014526367,22.540803909301758,23.666458129882812,26.977632522583008,22.89078140258789,17.308767318725586,23.4348201751709,25.97116470336914,28.015634536743164,21.755876541137695,22.94998550415039,21.393213272094727,25.491647720336914,25.022377014160156,21.4648494720459,22.352323532104492,21.76144027709961,21.608051300048828,23.1127872467041,23.824851989746094,26.008089065551758,26.164976119995117,22.264509201049805,21.17755889892578,20.758136749267578,17.988723754882812,20.705345153808594,21.243986129760742,24.8330135345459,22.940237045288086,22.18463897705078,21.812097549438477,22.108135223388672,23.332988739013672,19.733814239501953,21.20931625366211,21.61760711669922,22.582107543945312,20.7993106842041,21.882150650024414,23.793500900268555,19.974367141723633,21.893373489379883,21.614992141723633,21.873594284057617,23.886308670043945,23.180908203125,21.435375213623047,19.278717041015625,20.05409049987793,22.47292709350586,24.03032875061035,14.290179252624512,27.34310531616211,24.357566833496094,32.80177307128906,22.872034072875977,22.474233627319336,34.71494674682617,18.589794158935547,22.7949275970459,25.815353393554688,25.722152709960938,24.392717361450195,19.514415740966797,71.41826629638672,26.707605361938477,23.22057342529297,24.6418399810791,22.960437774658203
500,38.06119887530804,16.641843795776367,25.251855850219727,16.736913681030273,23.88528823852539,18.137292861938477,24.239316940307617,18.865449905395508,15.654879570007324,17.945209503173828,20.525117874145508,20.049699783325195,18.84014320373535,24.271940231323242,20.403724670410156,21.55193328857422,26.758756637573242,20.92581558227539,28.311124801635742,22.634319305419922,20.201757431030273,18.470598220825195,21.05941390991211,40.76887130737305,17.07039451599121,19.587757110595703,19.485633850097656,19.241924285888672,19.517786026000977,20.594768524169922,24.106426239013672,23.625232696533203,18.028066635131836,18.840707778930664,16.295547485351562,14.479863166809082,18.249120712280273,16.050556182861328,21.33770751953125,19.331768035888672,18.583921432495117,19.834861755371094,20.1363525390625,20.473800659179688,18.560955047607422,17.382797241210938,18.373111724853516,19.363780975341797,18.951152801513672,19.498926162719727,20.781015396118164,16.53247833251953,19.246906280517578,18.202823638916016,17.460947036743164,20.289005279541016,20.224210739135742,18.17854118347168,22.96639633178711,16.7424259185791,17.940916061401367,19.065584182739258,11.690299034118652,24.7269287109375,19.357532501220703,31.15886878967285,18.70209312438965,18.87340545654297,26.123220443725586,17.283462524414062,17.85651397705078,22.37914276123047,22.755996704101562,18.493099212646484,19.359962463378906,36.017860412597656,18.042495727539062,19.73712158203125,21.014404296875,20.506305694580078
600,35.90837609767914,13.455958366394043,22.602174758911133,14.615804672241211,22.9160099029541,15.561842918395996,18.279155731201172,17.645586013793945,13.69561767578125,14.514721870422363,16.845792770385742,18.2872257232666,15.775793075561523,22.354042053222656,18.38532066345215,21.58429527282715,18.580856323242188,17.463302612304688,26.23971939086914,18.13919448852539,18.30510711669922,15.879206657409668,18.844345092773438,25.752946853637695,14.695845603942871,17.02138328552246,16.165367126464844,15.082878112792969,16.983617782592773,18.732240676879883,22.97610092163086,22.035093307495117,15.33773422241211,15.786907196044922,12.82255744934082,13.897822380065918,16.165311813354492,13.771446228027344,18.88477325439453,16.535297393798828,15.896759033203125,18.363433837890625,17.262836456298828,18.610397338867188,18.44902229309082,15.798413276672363,16.279865264892578,18.120582580566406,17.6845645904541,16.14455223083496,18.579050064086914,16.406024932861328,17.154335021972656,14.107050895690918,14.113722801208496,16.63861846923828,18.30617332458496,16.00074005126953,15.499333381652832,15.866290092468262,15.729240417480469,15.054654121398926,9.819067001342773,22.13990020751953,16.653297424316406,28.244064331054688,15.119802474975586,15.363713264465332,20.951766967773438,19.98859405517578,15.062368392944336,17.70258331298828,20.029993057250977,13.753034591674805,15.230412483215332,19.49976348876953,13.778807640075684,17.435338973999023,18.85345458984375,18.116315841674805
700,34.64227193593979,12.430412292480469,20.700319290161133,14.040148735046387,21.61553382873535,14.802445411682129,16.629276275634766,16.21631622314453,13.140329360961914,14.840287208557129,14.897220611572266,17.162233352661133,14.81500244140625,21.368755340576172,16.517990112304688,18.863384246826172,15.684043884277344,15.488621711730957,25.65685272216797,14.553389549255371,17.440420150756836,14.686200141906738,16.45186996459961,21.767333984375,15.080999374389648,17.822534561157227,14.791631698608398,14.893514633178711,16.48196029663086,19.401365280151367,23.416685104370117,20.4099063873291,15.234552383422852,15.317227363586426,10.984040260314941,13.736621856689453,15.152713775634766,14.255404472351074,18.200700759887695,15.287928581237793,14.856539726257324,18.410446166992188,15.414124488830566,18.176664352416992,18.686756134033203,14.797428131103516,15.41744613647461,17.843690872192383,16.825634002685547,13.207681655883789,17.178770065307617,17.047313690185547,15.713913917541504,11.745658874511719,12.681419372558594,15.14164924621582,17.931678771972656,16.106904983520508,12.081110000610352,14.989300727844238,13.975908279418945,16.06370735168457,9.011874198913574,20.196128845214844,16.889240264892578,30.475069046020508,15.383228302001953,15.131952285766602,14.787055969238281,21.079612731933594,14.543647766113281,16.70501136779785,19.510526657104492,13.402074813842773,15.785236358642578,13.781389236450195,14.616170883178711,16.2504940032959,17.960102081298828,16.72233009338379
800,34.77186672389507,10.299836158752441,19.44964599609375,13.552209854125977,19.7141056060791,13.343718528747559,14.78271770477295,14.70486831665039,11.29198932647705,14.654984474182129,14.299140930175781,17.639986038208008,13.361833572387695,21.290998458862305,15.265722274780273,13.171902656555176,12.941973686218262,13.845649719238281,25.722763061523438,12.867209434509277,16.151012420654297,13.147418022155762,13.451345443725586,17.732196807861328,18.519861221313477,16.530847549438477,13.074919700622559,13.679692268371582,14.963730812072754,17.433177947998047,21.854589462280273,19.095542907714844,12.81590461730957,14.759281158447266,10.367151260375977,15.084229469299316,13.22635269165039,13.850899696350098,16.532840728759766,13.99176025390625,13.801247596740723,17.060440063476562,15.008460998535156,18.052566528320312,17.436199188232422,13.369375228881836,13.849908828735352,15.423974990844727,15.611520767211914,11.82702922821045,14.372873306274414,12.526778221130371,14.612107276916504,10.22829818725586,14.384032249450684,13.15918254852295,16.481861114501953,15.955089569091797,9.377829551696777,14.266395568847656,13.709765434265137,16.108444213867188,7.773226261138916,21.913007736206055,14.885690689086914,26.743694305419922,13.827393531799316,13.233384132385254,13.208368301391602,15.48887825012207,15.983449935913086,15.43932819366455,16.943185806274414,12.125125885009766,13.841889381408691,10.145611763000488,11.21969223022461,15.528241157531738,17.557207107543945,16.890743255615234
900,36.05565741658211,8.660595893859863,20.610366821289062,13.413649559020996,20.16364860534668,13.735595703125,14.103554725646973,14.533371925354004,11.468280792236328,12.52823257446289,15.068603515625,16.396656036376953,13.014002799987793,20.4103946685791,13.813965797424316,12.31304931640625,14.443739891052246,12.93528938293457,24.9251651763916,12.659628868103027,15.82776165008545,13.57077407836914,12.34582233428955,16.925804138183594,18.460268020629883,15.9346342086792,13.328022003173828,17.895021438598633,15.29652214050293,16.87741470336914,19.455642700195312,19.210369110107422,12.795680046081543,14.782729148864746,12.814082145690918,14.93056869506836,14.261013984680176,15.950843811035156,14.995769500732422,14.412686347961426,13.266474723815918,16.6969051361084,16.17298126220703,17.34435272216797,14.9371337890625,13.183672904968262,13.79834270477295,14.672564506530762,15.897446632385254,11.726998329162598,13.230993270874023,10.378271102905273,14.243696212768555,10.9899320602417,12.67825698852539,12.691906929016113,14.886419296264648,15.341858863830566,12.341817855834961,14.2618408203125,12.81512451171875,18.41387367248535,7.448617935180664,20.718772888183594,14.084567070007324,26.037256240844727,13.087898254394531,12.257190704345703,10.867351531982422,15.605920791625977,16.766868591308594,14.0775146484375,18.157140731811523,12.74315071105957,15.326251983642578,8.436476707458496,13.173194885253906,14.937786102294922,16.999038696289062,16.512958526611328
