Gene A,Gene B,Label,Score,True Positive,False Negative,True Negative,False Positive,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YBR262C,YMR302C,1,9.59198,1.0,1032.0,9967.0,0.0,0.906181812286377,1.0,0.0009680542279966176,0.0,1.0
YJL180C,YBR185C,1,9.417884,2.0,1031.0,9967.0,0.0,0.9062727093696594,1.0,0.0019361084559932351,0.0,1.0
YER058W,YDR322C-A,1,9.399226,3.0,1030.0,9967.0,0.0,0.9063636660575867,1.0,0.0029041627421975136,0.0,1.0
YDR493W,YNR007C,1,8.938865,4.0,1029.0,9967.0,0.0,0.9064545631408691,1.0,0.0038722169119864702,0.0,1.0
YBR262C,YLR038C,1,8.878214,5.0,1028.0,9967.0,0.0,0.9065454602241516,1.0,0.004840271081775427,0.0,1.0
YJR034W,YGR112W,1,8.487857,6.0,1027.0,9967.0,0.0,0.9066363573074341,1.0,0.005808325484395027,0.0,1.0
YBR185C,YDR258C,1,8.425738,7.0,1026.0,9967.0,0.0,0.9067272543907166,1.0,0.00677637942135334,0.0,1.0
YPR020W,YGR112W,1,8.360127,8.0,1025.0,9967.0,0.0,0.9068182110786438,1.0,0.0077444338239729404,0.0,1.0
YGR084C,YDR059C,0,8.353806,8.0,1025.0,9966.0,1.0,0.9067272543907166,0.8888888955116272,0.0077444338239729404,0.00010033108992502093,0.999899685382843
YDR322W,YGR183C,1,8.336096,9.0,1024.0,9966.0,1.0,0.9068182110786438,0.8999999761581421,0.00871248822659254,0.00010033108992502093,0.999899685382843
YJL180C,YOR020C,1,8.300228,10.0,1023.0,9966.0,1.0,0.9069091081619263,0.9090909361839294,0.009680542163550854,0.00010033108992502093,0.999899685382843
YDR231C,YDR493W,1,8.12233,11.0,1022.0,9966.0,1.0,0.9070000052452087,0.9166666865348816,0.010648596100509167,0.00010033108992502093,0.999899685382843
YKL150W,YBR251W,0,8.10187,11.0,1022.0,9965.0,2.0,0.9069091081619263,0.8461538553237915,0.010648596100509167,0.00020066217985004187,0.9997993111610413
YER058W,YLR163C,1,8.061191,12.0,1021.0,9965.0,2.0,0.9070000052452087,0.8571428656578064,0.011616650968790054,0.00020066217985004187,0.9997993111610413
YBR262C,YKR049C,0,8.049495,12.0,1021.0,9964.0,3.0,0.9069091081619263,0.800000011920929,0.011616650968790054,0.0003009932697750628,0.9996989965438843
YDR393W,YKL053C-A,1,8.031581,13.0,1020.0,9964.0,3.0,0.9070000052452087,0.8125,0.012584704905748367,0.0003009932697750628,0.9996989965438843
YBR262C,YGR088W,0,8.013392,13.0,1020.0,9963.0,4.0,0.9069091081619263,0.7647058963775635,0.012584704905748367,0.00040132435970008373,0.9995986819267273
YOR045W,YBL078C,1,7.965646,14.0,1019.0,9963.0,4.0,0.9070000052452087,0.7777777910232544,0.01355275884270668,0.00040132435970008373,0.9995986819267273
YER053C,YDL202W,0,7.9502244,14.0,1019.0,9962.0,5.0,0.9069091081619263,0.7368420958518982,0.01355275884270668,0.0005016554496251047,0.9994983673095703
YBR262C,YEL020W-A,1,7.9115314,15.0,1018.0,9962.0,5.0,0.9070000052452087,0.75,0.014520812779664993,0.0005016554496251047,0.9994983673095703
YPL173W,YNL223W,0,7.784969,15.0,1018.0,9961.0,6.0,0.9069091081619263,0.7142857313156128,0.014520812779664993,0.0006019865395501256,0.9993979930877686
YGR174C,YIL157C,1,7.7404504,16.0,1017.0,9961.0,6.0,0.9070000052452087,0.7272727489471436,0.015488867647945881,0.0006019865395501256,0.9993979930877686
YGR132C,YNL315C,1,7.7353187,17.0,1016.0,9961.0,6.0,0.9070909023284912,0.739130437374115,0.01645692251622677,0.0006019865395501256,0.9993979930877686
YBR185C,YKL053C-A,1,7.659468,18.0,1015.0,9961.0,6.0,0.9071817994117737,0.75,0.01742497645318508,0.0006019865395501256,0.9993979930877686
