,"Run 1, Fold 1","Run 1, Fold 2","Run 1, Fold 3","Run 1, Fold 4","Run 2, Fold 1","Run 2, Fold 2","Run 2, Fold 3","Run 2, Fold 4","Run 3, Fold 1","Run 3, Fold 2","Run 3, Fold 3","Run 3, Fold 4","Run 4, Fold 1","Run 4, Fold 2","Run 4, Fold 3","Run 4, Fold 4","Run 5, Fold 1","Run 5, Fold 2","Run 5, Fold 3","Run 5, Fold 4","Run 6, Fold 1","Run 6, Fold 2","Run 6, Fold 3","Run 6, Fold 4","Run 7, Fold 1","Run 7, Fold 2","Run 7, Fold 3","Run 7, Fold 4","Run 8, Fold 1","Run 8, Fold 2","Run 8, Fold 3","Run 8, Fold 4","Run 9, Fold 1","Run 9, Fold 2","Run 9, Fold 3","Run 9, Fold 4","Run 10, Fold 1","Run 10, Fold 2","Run 10, Fold 3","Run 10, Fold 4"
"Run 1, Fold 1",0.0,1.0,1.0,1.0,0.7757660785834772,0.4395003726548665,0.529755999873987,0.5361888142954125,0.9593047444349715,0.08965369269218582,0.2946590160197089,0.31723305517414035,0.32304938627290336,0.2835319215160701,0.891221587557561,0.14946698270893022,0.2674974125471712,0.9946997731059889,0.0010007389895316798,0.6553148935435423,0.31145877698305613,0.039312563297603464,0.4395003726548665,0.4395003726548665,0.5936919296020526,0.07273618202077081,0.5555305453970584,0.3767727308550557,0.16892197194377478,0.23662120605080228,0.6612360214395602,0.2621645266705701,0.1944093338852323,0.7949127956242417,0.2078223893440997,0.3706199643999425,0.7903171168222632,0.5999458539929415,0.03180364708234562,0.9707489603637695
"Run 1, Fold 2",1.0,0.0,1.0,1.0,0.46513364386718625,0.7856592471729154,0.0583787213244904,0.3345945666873158,0.009845253926172082,0.5297451883995609,0.6847811508449155,0.5233123634906847,0.740266641655527,0.6433606651386505,0.09475392789881387,0.30572778225001973,0.09754631650057455,0.07049138912900887,0.8882024521506574,0.19859882676388163,0.8261476480507097,0.4909667162121695,0.08194343412836458,0.6187497662206505,0.8043298675267478,0.156855254599368,0.7998657755558117,0.16081028871401026,0.3952722972521463,0.8684265539348512,0.09475392789881387,0.36449720494157933,0.8882024521506574,0.4587058233543916,0.09201958720397863,0.24649311365416293,0.32869992078388355,0.2031765700034448,0.5811153165158038,0.4909667162121695
"Run 1, Fold 3",1.0,1.0,0.0,1.0,0.8501217800609691,0.7809395328013218,0.5427303909697501,0.020316113807969827,0.8684180155978931,0.6187342875235425,0.39525649793389395,0.3000412714017753,0.0947468764156435,0.7998620179046314,0.0036535949959415337,0.7809395328013218,0.0947468764156435,0.1383371288380263,0.5873952112648435,0.696485147221872,0.034029659170284554,0.5811047176521387,0.7809395328013218,0.3584059267835822,0.13476163666462815,0.9810893379786291,0.40775511478557447,0.5168595702241086,0.8463621243094335,0.3286899971483679,0.2725998870042745,0.2725998870042745,0.305713334550172,0.198591120138347,0.322839879196022,0.21697530612712146,0.2413796628608731,0.10596109025430334,0.7998620179046314,0.4203826838241034
"Run 1, Fold 4",1.0,1.0,1.0,0.0,0.30029779131684187,0.15330248813363223,0.0643503281792096,0.7757660785834763,0.222121111408627,0.7805487421721257,0.12173337276112306,0.3829540091248006,0.3891675227623166,0.11523740918446346,0.6671148202275015,0.4459006415727428,0.6123720547990195,0.47803833312640154,0.0923397620353763,0.690490258622799,0.6309899671831225,0.4459006415727428,0.9212158537461814,0.21729315147001693,0.9578933642757986,0.40782362906714686,0.0379308004404767,0.07738597889672705,0.8610555475910638,0.2946590160197101,0.8941754244592169,0.135102938473193,0.6431025531324107,0.5426091524787928,0.8574746336785389,0.015511455641473604,0.5999406224991879,0.08965369269219547,0.7186117487575515,0.24167844066711353
"Run 2, Fold 1",0.7757660785834763,0.46513364386825007,0.8501217800611239,0.30029779131684187,0.0,1.0,1.0,1.0,0.8816023710574604,0.8459535572081299,0.02046543530547651,0.24167844066711353,0.0685901882662876,0.7709225105145291,0.06644459363499922,0.9767311827430757,0.45231739542106764,0.3230493862729046,0.5809462312668425,0.7709225105145291,0.2890669211810687,0.821575188323008,0.0407318503352847,0.8783995511389346,0.40782362906714686,0.14946375958449798,0.12811428009890202,0.8610555475910638,0.135102938473193,0.8783995511389346,0.8783995511389346,0.2946590160197101,0.5490207423382085,0.08965369269219547,0.7949089862274654,0.5999406224991879,0.5361834190474559,0.6961511163584743,0.08702489687113313,0.6061713255562208
"Run 2, Fold 2",0.4395003726548665,0.7856592471733037,0.7809395328014967,0.15330248813365155,1.0,0.0,1.0,1.0,0.5746201058384424,0.2172931514700157,0.9084276516122083,0.2621645266705701,0.47803833312642996,0.6248895921584745,0.6612360214395602,0.010289918164290368,0.9999778281272932,0.5361888142954125,0.008694411161188742,0.09755111621466317,0.9389417128172479,0.18994831208840313,0.06435208660019665,0.905771065191126,0.5619133289696433,0.2568841427378288,0.2266766317635741,0.5038890288236197,0.9499420636065141,0.11524011053470751,0.7454645155892852,0.10040699130681996,0.6370648229826898,0.690495011655816,0.4331128551889971,0.7402753630033967,0.1855486829251508,0.4078289319107664,0.8718133225483349,0.14946698270893022
"Run 2, Fold 3",0.5297559998743845,0.05837872132713284,0.5427303909705843,0.06435032818005149,1.0,1.0,0.0,1.0,0.010289530724761686,0.8173539013599771,0.2366169562648912,0.46514447534901104,0.34651233662416925,0.10899621560130413,0.9030567928923963,0.7131574547026593,0.10040454173193458,0.18554868292591198,0.18994456332120224,0.5233177783097012,0.12472474905626196,0.044999252881900875,0.9696737589110073,0.1648347893249713,0.030644753590501117,0.4267450992642772,0.981809868941669,0.044999252881900875,0.12812009563838078,0.46514447534901104,0.2568841427384805,0.6847907379305664,0.8912191053404297,0.12812009563838078,0.036593906472495163,0.39527756372211775,0.45871123398463853,0.56191332897007,0.45871123398463853,0.5297559998743845
"Run 2, Fold 4",0.5361888142954125,0.3345945666885888,0.020316113808864777,0.7757660785834772,1.0,1.0,1.0,0.0,0.6061713255562492,0.048206798836146425,0.7240219740828675,0.7949127956242417,0.7757660785834772,0.5619133289696433,0.28907161648374524,0.13158039015224,0.003517605497682652,0.6612360214395602,0.7757660785834772,0.31145877698305613,0.09755111621466317,0.9499420636065141,0.690495011655816,0.06435208660019665,0.9283506796312241,0.8718133225483349,0.14198432636414027,0.47158920778725555,0.5038890288236197,0.5999458539929415,0.010289918164290368,0.9578945493142541,0.4141393070567241,0.6309950678223364,0.2078223893440997,0.5619133289696433,0.7660267351908023,0.07503417820603797,0.09755111621466317,0.9499420636065141
"Run 3, Fold 1",0.9593047444349582,0.009845253928037034,0.8684180155980312,0.222121111408627,0.8816023710574604,0.5746201058384139,0.010289530723864737,0.6061713255562208,0.0,1.0,1.0,1.0,0.07979423814481224,0.2890669211810687,0.47803833312640154,0.6671148202275015,0.5490207423382085,0.6370648229827176,0.30029779131684187,0.838215370292557,0.08702489687113313,0.3230493862729046,0.6061713255562208,0.510344921345657,0.10040454173111191,0.07503220189135695,0.9164111901596536,0.3829540091248006,0.26749741254714776,0.5746201058384139,0.7240219740828424,0.47803833312640154,0.5490207423382085,0.6061713255562208,0.3172281674924182,0.11523740918446346,0.5038836036975916,0.510344921345657,0.690490258622799,0.5746201058384139
"Run 3, Fold 2",0.08965369269219547,0.5297451884004483,0.6187342875238351,0.7805487421721257,0.8459535572081299,0.21729315147001693,0.8173539013598323,0.04820679883614698,1.0,0.0,1.0,1.0,0.19893522314004675,0.5999406224991879,0.6671148202275015,0.4141393070567254,0.222121111408627,0.8941754244592169,0.1386909369347421,0.16891848478757177,0.838215370292557,0.8610555475910638,0.8421164917933777,0.135102938473193,0.661231081268274,0.3172281674924182,0.8130687914055408,0.08965369269219547,0.8783995511389346,0.0007652670269674422,0.4459006415727428,0.9426987742060182,0.30029779131684187,0.2946590160197101,0.0643503281792096,0.8751347975288828,0.10040454173111191,0.3829540091248006,0.3767675364957226,0.8421164917933777
