Batch,Training Loss,Validation Loss
0,71.11568450927734,70.37377655506134
100,55.373425364494324,39.18072581291199
200,27.27167573571205,20.434746593236923
300,17.363411456346512,15.13142317533493
400,14.204773128032684,13.540822491049767
500,12.871712855994701,11.985553950071335
600,11.707706362009048,12.386486530303955
700,11.567782081663609,11.964598968625069
800,11.022354438900948,12.00545646250248
900,10.520028330385685,11.439304947853088
1000,10.632444359362125,11.25321350991726
1100,10.182553619146347,10.596261471509933
1200,10.005918174982071,11.709202155470848
1300,9.880397871136665,11.999742016196251
1400,9.95771611481905,10.836337804794312
1500,9.73480112850666,10.108396708965302
1600,9.710987091064453,9.938285648822784
1700,9.53736026585102,11.546797826886177
1800,9.555364936590195,11.781715378165245
1900,9.285066075623035,10.420440882444382
2000,9.376860469579697,9.895397499203682
2100,9.267929434776306,8.837637454271317
2200,9.366844430565834,9.855054691433907
2300,9.202625796198845,10.072056725621223
2400,9.163218006491661,9.496026486158371
2500,9.175483636558056,10.29762253165245
2600,9.200082823634148,10.96827618777752
2700,8.969185896217823,9.834627360105515
2800,9.103923380374908,10.515575036406517
2900,9.025646954774857,9.719465002417564
3000,9.007280796766281,8.870257064700127
3100,9.035493679344654,10.646147280931473
3200,8.959142044186592,9.148916006088257
3300,8.845847852528095,10.35774178802967
3400,8.822098836302757,10.098080933094025
3500,8.877465069293976,10.070480927824974
3600,8.854936346411705,10.20459532737732
3700,8.533205412328243,9.326921924948692
3800,8.831665709614754,10.112548545002937
3900,8.762443386018276,11.126151755452156
4000,8.634390011429787,10.749246254563332
4100,8.537841230630875,9.4626384973526
4200,8.626806527376175,10.018350630998611
4300,8.60744634270668,10.246404334902763
4400,8.619671456515789,9.43933054804802
4500,8.596228040754795,9.970131069421768
4600,8.531102165579796,8.604298382997513
4700,8.473289430141449,10.269145146012306
4800,8.614597007632256,10.706154853105545
4900,8.558800175786018,9.595966637134552
5000,8.563668832182884,9.17986199259758
5100,8.435479536652565,10.901006758213043
5200,8.460365407168865,9.424332305788994
5300,8.43649148195982,8.648074716329575
5400,8.510623067617416,9.164340570569038
5500,8.39387571066618,10.769822299480438
5600,8.38014281541109,9.201569482684135
5700,8.472680941224098,10.671826601028442
5800,8.321529664099216,9.955103397369385
5900,8.41704162210226,9.45585198700428
6000,8.451128296554089,9.58767980337143
6100,8.310554645955563,10.654531121253967
6200,8.290256887674332,8.133460953831673
6300,8.246743746101856,8.263688087463379
6400,8.349214263260365,9.518353939056396
6500,8.189591847360134,8.154097869992256
6600,8.274238489568233,9.873311668634415
6700,8.262584000825882,8.839612752199173
6800,8.197471536695957,9.46514219045639
6900,8.314997166395187,9.278353974223137
7000,8.39563263952732,8.69528815150261
7100,8.22454635053873,10.721490159630775
7200,8.28090786933899,9.799530282616615
7300,8.192910440266132,9.80245865881443
7400,8.28862763941288,9.69513587653637
7500,8.19699863344431,8.731452450156212
7600,8.250892914831638,9.35932345688343
7700,8.23078328371048,9.54726129770279
7800,8.171140857040882,8.281347081065178
7900,8.270179450511932,10.220892503857613
8000,8.234897546470165,8.830450475215912
8100,8.102700240910053,9.646990522742271
8200,8.130485013127327,9.510869532823563
8300,8.222646474838257,9.053085893392563
8400,8.077580466866493,11.10482081770897
8500,8.220905147492886,9.775818809866905
8600,7.972420081496239,8.557112738490105
8700,8.063947662711143,9.086479023098946
8800,8.134503692388535,9.372595623135567
8900,8.206408835947514,10.397892892360687
9000,7.924138151109219,8.892857432365417
9100,8.148043349385262,8.551896512508392
9200,8.181167036294937,9.217609316110611
9300,8.215218611061573,8.717247769236565
9400,8.050610724836588,9.626489207148552
9500,8.038608580827713,10.024387836456299
9600,8.037310976535082,8.18338118493557
9700,8.098659232258797,9.503031596541405
9800,8.052574090659618,9.18936662375927
9900,8.087886147201061,9.028152450919151
