GO Term ID,GO Term Name,Num Annotations,ES,p-value,NES,FDR q-value,LES size,Leading-edge subset
GO:0009987,cellular process,5168,1.0001940617116243,0.128,1.0000000000000273,1.0582288038162568,13,YJR065C;YCR020C;YBL080C;YIL051C;YBR234C;YNR035C;YKR085C;YFL039C;YOR060C;YJL063C;YJL116C;YLR370C;YKL013C
GO:0051179,localization,1626,1.0074487895716953,0.0,1.000000000000026,0.7215196389656297,3,YLR370C;YFL039C;YNR035C
GO:0000469,cleavage involved in rRNA processing,86,1.1971830985915493,0.0,1.000000000000025,1.1880021277691029,1,
GO:0006753,nucleoside phosphate metabolic process,188,1.0809248554913296,0.733,1.000000000000025,1.1880021277691029,1,YJL116C
GO:0000281,mitotic cytokinesis,86,1.197183098591549,0.528,1.0000000000000249,1.058729859121094,1,YFL039C
GO:0043543,protein acylation,86,1.197183098591549,0.514,1.0000000000000249,1.058729859121094,1,YFL039C
GO:1901607,alpha-amino acid biosynthetic process,114,1.1414141414141417,0.597,1.0000000000000244,1.0086959079666324,1,YIL051C
GO:0016043,cellular component organization,2090,1.0038554216867468,0.346,1.000000000000024,1.011881188118812,7,YJR065C;YBR234C;YNR035C;YFL039C;YJL116C;YLR370C;YKL013C
GO:0019219,regulation of nucleobase-containing compound metabolic process,743,1.0192307692307692,0.0,1.0000000000000238,1.112342776738679,1,YOR060C
GO:0071704,organic substance metabolic process,3641,1.0013789299503584,0.799,1.0000000000000235,0.9987398739873987,9,YCL044C;YCR020C;YIL051C;YKR085C;YFL039C;YOR060C;YJL063C;YJL116C;YBL080C
GO:0009141,nucleoside triphosphate metabolic process,67,1.2692307692307692,0.0,1.0000000000000235,0.9987398739873987,1,YJL116C
GO:0034660,ncRNA metabolic process,538,1.0248565965583174,0.0,1.000000000000023,0.8765795539692618,1,YBL080C
GO:0006475,internal protein amino acid acetylation,67,1.2692307692307687,0.396,1.000000000000023,0.8765795539692618,1,YFL039C
GO:0018393,internal peptidyl-lysine acetylation,67,1.2692307692307687,0.426,1.000000000000023,0.8765795539692618,1,YFL039C
GO:0018394,peptidyl-lysine acetylation,67,1.2692307692307687,0.396,1.000000000000023,0.8765795539692618,1,YFL039C
GO:0033554,cellular response to stress,750,1.0190476190476199,0.267,1.0000000000000222,1.015325943339568,1,YFL039C
GO:0030010,establishment of cell polarity,78,1.2222222222222217,0.608,1.0000000000000218,1.027274720539645,1,YFL039C
GO:0032989,cellular component morphogenesis,78,1.2222222222222217,0.622,1.0000000000000218,1.027274720539645,1,YFL039C
