GO Term ID,GO Term Name,Num Annotations,ES,p-value,NES,FDR q-value,LES size,Leading-edge subset
GO:0000001,mitochondrion inheritance,24,1.0,0.0,1.6322926981990373,0.0,1,YGR231C
GO:0048311,mitochondrion distribution,26,1.0,0.0,1.6306656034062998,0.0,1,YGR231C
GO:0048308,organelle inheritance,57,1.0,0.0,1.0725052521397462,0.265012215507265,1,YGR231C
GO:0007005,mitochondrion organization,292,1.0000000000000002,0.0,1.0,0.7721807895075223,116,YDL149W;YLR090W;YNR007C;YBR279W;YKL084W;YGR231C;YBL103C;YJR045C;YLL009C;YKR065C;YHR116W;YOR020C;YOL026C;YBL045C;YDR231C;YBR217W;YBR037C;YML081C-A;YPR020W;YJL104W;YDR322C-A;YOR297C;YCR065W;YLR423C;YMR150C;YAL005C;YGR028W;YOR045W;YGR132C;YIR021W;YGR029W;YOR027W;YDL126C;YIR004W;YFR004W;YLR067C;YBL078C;YIL098C;YDR511W;YER125W;YLR163C;YDR022C;YDR529C;YDR079W;YJL143W;YOL145C;YJL102W;YGR082W;YNL169C;YPL218W;YGR183C;YER017C;YLR259C;YHR024C;YFR021W;YKL166C;YFL016C;YNL064C;YNR017W;YNR032W;YHR171W;YPL149W;YLL042C;YNL131W;YOR232W;YIL022W;YEL030W;YPR100W;YML032C;YBL022C;YLR059C;YBR024W;YKL011C;YGR033C;YLL040C;YER095W;YGL180W;YGR178C;YPL240C;YGR112W;YMR035W;YKL141W;YMR203W;YML129C;YDL059C;YNL223W;YAL015C;YGL191W;YJL036W;YOR043W;YKR087C;YJL003W;YNL138W;YLR295C;YLR305C;YPL029W;YPR049C;YDR375C;YDR065W;YNL328C;YER083C;YDR512C;YKL195W;YPR133W-A;YPL100W;YOL071W;YFR028C;YLR008C;YKL134C;YDL069C;YPL063W;YDL113C;YBL017C;YNL242W;YIL042C;YPR185W
GO:0000003,reproduction,516,1.2756892230576393,0.696,0.9999999999999998,0.6441301272984441,7,YFR028C;YLL040C;YER125W;YDR512C;YML032C;YOL071W;YER095W
GO:0006281,DNA repair,314,1.5634517766497427,0.162,0.9999999999999996,0.5657065706570658,6,YAL015C;YBR279W;YOL145C;YDL059C;YML032C;YER095W
GO:0051052,regulation of DNA metabolic process,126,12.999999999999972,0.259,0.999999999999998,0.7439519462150297,9,YBL022C;YPL240C;YAL015C;YJR045C;YBR279W;YOL145C;YDL059C;YML032C;YDL126C
GO:1903047,mitotic cell cycle process,368,1.4462151394422307,0.186,0.9999999999999936,0.8375658994470876,5,YFR028C;YBR279W;YOL145C;YDL126C;YER095W
GO:0006310,DNA recombination,254,1.8248175182481798,0.839,0.99999999999999,0.8647293300758647,4,YBR279W;YDL059C;YML032C;YER095W
GO:0000018,regulation of DNA recombination,28,-0.7191011235955067,0.719672131147541,-0.8027305999917754,0.8905672505222562,1,YBR279W
GO:0000002,mitochondrial genome maintenance,50,-0.5223880597014923,0.5495495495495496,-0.9111739177061287,0.7221195564840108,1,
GO:0007052,mitotic spindle organization,42,-0.9466666666666654,0.532069970845481,-0.9572720125786169,0.8806042101880123,1,YDL126C
GO:0007033,vacuole organization,115,-50.0,0.386,-0.9996829075201992,1.129278483046762,1,
GO:0006312,mitotic recombination,57,-1.0798371577259032,0.2082082082082082,-1.0879041867527384,1.1465531094327495,1,YDL059C
