GO Term ID,GO Term Name,Num Annotations,ES,p-value,NES,FDR q-value,LES size,Leading-edge subset
GO:0000001,mitochondrion inheritance,24,0.946236559139785,0.0,1.6551684008914076,0.002094514988872889,1,YGR231C
GO:0048311,mitochondrion distribution,26,0.945054945054945,0.0,1.6549791472550985,0.002094514988872889,1,YGR231C
GO:0000003,reproduction,516,1.2756892230576398,0.568,1.0000000000000002,0.5103634856220273,6,YDR512C;YER125W;YFR028C;YOL071W;YER095W;YML032C
GO:0007005,mitochondrion organization,292,1.0,0.0,1.0,0.6634376227254877,116,YMR203W;YFR004W;YKL166C;YNL223W;YPL100W;YLR259C;YDR511W;YGL191W;YHR116W;YLR305C;YHR024C;YIR004W;YOR043W;YOL145C;YLR295C;YDL059C;YLL042C;YOR020C;YMR035W;YLR059C;YKL195W;YJR045C;YPR049C;YKR065C;YIL042C;YDL113C;YHR171W;YAL015C;YGR183C;YOR232W;YDR022C;YLR008C;YNL138W;YLL009C;YLR090W;YOR297C;YGR112W;YNL064C;YGR033C;YOR027W;YPL218W;YML032C;YDR322C-A;YPR020W;YBR279W;YGR178C;YOL026C;YBL078C;YNL328C;YKL134C;YNL131W;YGR028W;YBR217W;YPR185W;YER125W;YDL126C;YPL240C;YGR029W;YIL022W;YPL149W;YKL011C;YAL005C;YNR032W;YKR087C;YOL071W;YER095W;YJL104W;YEL030W;YDR231C;YBL103C;YJL102W;YPR133W-A;YPL063W;YJL143W;YFR028C;YNL242W;YNL169C;YFL016C;YDL149W;YKL141W;YGR132C;YDL069C;YDR512C;YGR231C;YCR065W;YLR423C;YIR021W;YML129C;YDR375C;YBR024W;YBR037C;YIL098C;YLR067C;YER017C;YLL018C-A;YBL017C;YBL022C;YPR100W;YDR079W;YNR007C;YDR529C;YOR045W;YBL045C;YKL084W;YJL036W;YER083C;YDR065W;YFR021W;YPL029W;YNR017W;YGR082W;YLR163C;YML081C-A;YJL003W;YGL180W;YMR150C
GO:0051052,regulation of DNA metabolic process,126,12.99999999999997,0.813,0.9999999999999978,0.7902605053017411,9,YJR045C;YBR279W;YPL240C;YDL059C;YAL015C;YDL126C;YML032C;YOL145C;YBL022C
GO:0006281,DNA repair,314,1.5634517766497442,0.06,0.9999999999999953,0.6735611118383732,6,YBR279W;YDL059C;YAL015C;YER095W;YML032C;YOL145C
GO:1903047,mitotic cell cycle process,368,1.4462151394422307,0.18,0.9999999999999936,0.8044433639406804,5,YBR279W;YFR028C;YDL126C;YER095W;YOL145C
GO:0006310,DNA recombination,254,1.8248175182481818,0.255,0.9999999999999912,0.7959156957716979,4,YBR279W;YER095W;YML032C;YDL059C
GO:0048308,organelle inheritance,57,-0.916666666666669,0.455,-0.8756187650276493,0.7830529790913379,1,
GO:0006312,mitotic recombination,57,-0.9000000000000015,0.5965965965965966,-0.8977459643240613,0.8404338940418173,1,
GO:0000002,mitochondrial genome maintenance,50,-0.5223880597014917,0.944,-0.9126891633101447,0.9625844992925642,1,
GO:0007033,vacuole organization,115,-50.000000000000014,0.13,-0.9997413774805901,0.7332180474768119,1,
GO:0000018,regulation of DNA recombination,28,-0.9438202247191028,0.4371941272430669,-1.0404736406070043,0.8941990253104859,1,YBR279W
GO:0007052,mitotic spindle organization,42,-1.4933333333333352,0.04871060171919771,-1.4771091166745431,0.1867630875648483,1,YDL126C
