GO Term ID,GO Term Name,Num Annotations,ES,p-value,NES,FDR q-value,LES size,Leading-edge subset
GO:0032543,mitochondrial translation,131,0.8218147430048621,0.0,3.719269654650192,0.0,57,YLR312W-A;YNL306W;YJR113C;YDL202W;YMR193W;YDR462W;YMR066W;YDR405W;YPR047W;YNL122C;YMR158W;YNL137C;YBR282W;YLR439W;YNL185C;YMR286W;YPL013C;YOR158W;YPL183W-A;YNL284C;YKR006C;YDR347W;YIL093C;YNR022C;YKL138C;YLR204W;YHL004W;YJL096W;YDR237W;YHR189W;YDL045W-A;YBR122C;YDR041W;YNL081C;YMR024W;YMR282C;YML009C;YDR197W;YCR003W;YBL038W;YJR101W;YNL252C;YPL104W;YNR045W;YGR084C;YBR268W;YKL003C;YBR146W;YHR147C;YGR215W;YKL167C;YJL131C;YCR046C;YCR024C;YBR251W;YKL155C;YGR076C
GO:0140053,mitochondrial gene expression,157,0.8195202398650332,0.0,3.6813603435386266,0.0,59,YLR312W-A;YNL306W;YMR228W;YJR113C;YDL202W;YMR193W;YDR462W;YMR066W;YDR405W;YPR047W;YNL122C;YNL137C;YBR282W;YLR439W;YNL185C;YMR286W;YPL013C;YOR158W;YPL183W-A;YNL284C;YKR006C;YDR347W;YIL093C;YNR022C;YOR350C;YKL138C;YLR204W;YHL004W;YJL096W;YDR237W;YHR189W;YDL045W-A;YBR122C;YDR041W;YNL081C;YGL107C;YMR024W;YMR282C;YML009C;YDR197W;YCR003W;YBL038W;YJR101W;YNL252C;YPL104W;YNR045W;YGR084C;YBR268W;YKL003C;YBR146W;YGR215W;YKL167C;YJL131C;YCR046C;YCR024C;YBR251W;YDL104C;YKL155C;YGR076C
GO:1990542,mitochondrial transmembrane transport,62,0.7259933774834496,0.0,2.32951392068187,0.0,15,YIL006W;YGR243W;YGL080W;YFR045W;YBR104W;YOR222W;YGR096W;YDL119C;YOR271C;YBR291C;YLR188W;YMR166C;YPL134C;YIL134W;YHR162W
GO:0000959,mitochondrial RNA metabolic process,42,0.8312851578497894,0.0,2.1050100132933265,0.013496932515337423,6,YGL107C;YOR350C;YPR047W;YCR024C;YDL104C;YPL104W
GO:0015868,purine ribonucleotide transport,31,0.8385618457674254,0.0,2.09888841199341,0.01252515337423313,5,YBR219C;YPR011C;YBR220C;YPL134C;YNL083W
GO:0042773,ATP synthesis coupled electron transport,29,0.7098193905607759,0.0,2.0971702364148355,0.01043762781186094,8,YOR065W;YDL067C;YEL039C;YLR395C;YNL052W;YMR256C;YGL226W;YIL111W
GO:0019646,aerobic electron transport chain,29,0.7098193905607759,0.0,2.0958622474135904,0.009255039439088519,8,YOR065W;YDL067C;YEL039C;YLR395C;YNL052W;YMR256C;YGL226W;YIL111W
GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen",11,0.7957173082326282,0.0,2.091780202835017,0.008503067484662577,7,YDL067C;YEL039C;YLR395C;YNL052W;YMR256C;YGL226W;YIL111W
GO:0022904,respiratory electron transport chain,33,0.7092930463147002,0.0,2.091083535874894,0.007558282208588957,8,YOR065W;YDL067C;YEL039C;YLR395C;YNL052W;YMR256C;YGL226W;YIL111W
GO:0042775,mitochondrial ATP synthesis coupled electron transport,29,0.7098193905607759,0.0,2.08676444821278,0.007342331288343559,8,YOR065W;YDL067C;YEL039C;YLR395C;YNL052W;YMR256C;YGL226W;YIL111W
GO:0022900,electron transport chain,40,0.6838412972356198,0.0,2.080497761772811,0.007067484662576688,9,YOR065W;YPR004C;YEL039C;YDL067C;YLR395C;YNL052W;YGL226W;YMR256C;YIL111W
GO:0006119,oxidative phosphorylation,35,0.7090285956226485,0.0,2.0633584417786612,0.007828220858895705,8,YOR065W;YDL067C;YEL039C;YLR395C;YNL052W;YMR256C;YGL226W;YIL111W
GO:0051503,adenine nucleotide transport,31,0.8385618457674254,0.0,2.0418552349892423,0.008970268994808872,5,YBR219C;YPR011C;YBR220C;YPL134C;YNL083W
GO:1902600,proton transmembrane transport,80,0.6849891066359867,0.0,2.0341706317769,0.009255039439088519,9,YHR051W;YOR065W;YDL067C;YLR395C;YBR219C;YNL052W;YMR256C;YBR220C;YIL111W
GO:0009060,aerobic respiration,89,0.6085311374258431,0.0026954177897574125,2.033083769609107,0.008782004089979551,12,YOR065W;YDL067C;YEL039C;YLR395C;YGL107C;YFR049W;YJL200C;YDL066W;YGL226W;YMR256C;YNL052W;YIL111W
GO:0015865,purine nucleotide transport,32,0.8384849167728884,0.0,2.0314228568780326,0.008503067484662577,5,YBR219C;YPR011C;YBR220C;YPL134C;YNL083W
GO:0006862,nucleotide transport,39,0.6882873794314227,0.002242152466367713,1.973138776184234,0.01657740887766149,8,YIL006W;YOR222W;YEL006W;YBR219C;YPR011C;YBR220C;YPL134C;YNL083W
GO:0006835,dicarboxylic acid transport,15,0.7650722893053146,0.004081632653061225,1.9297776821709574,0.024534423994546695,6,YLR348C;YJR095W;YOR222W;YBL089W;YPL134C;YIL134W
GO:0045333,cellular respiration,107,0.5167156845593522,0.0,1.8380905077170606,0.06444430093639004,12,YOR065W;YDL067C;YEL039C;YLR395C;YGL107C;YFR049W;YJL200C;YDL066W;YGL226W;YMR256C;YNL052W;YIL111W
GO:0046942,carboxylic acid transport,60,0.48162282911248555,0.004728132387706856,1.7828615148901472,0.11202453987730063,14,YIL006W;YGR243W;YGL080W;YFR045W;YBR104W;YLR348C;YOR222W;YJR095W;YDL119C;YBR291C;YBL089W;YPL134C;YIL134W;YHR162W
GO:0006720,isoprenoid metabolic process,22,0.8065559573029125,0.006036217303822937,1.763968242540453,0.1308559742915571,3,YNR041C;YBR003W;YOR311C
GO:0015711,organic anion transport,104,0.44519604858324835,0.00625,1.756544299148305,0.13531288343558284,22,YGR243W;YGL080W;YGR096W;YBL089W;YIL088C;YBR104W;YPR058W;YLR348C;YOR222W;YBR219C;YPR011C;YJR095W;YDL119C;YBR220C;YOR306C;YIL134W;YHR162W;YIL006W;YFR045W;YBR291C;YPL134C;YNL083W
GO:0032366,intracellular sterol transport,10,0.7466828084994261,0.020242914979757085,1.729743179294974,0.17097679381168313,4,YHR155W;YHR080C;YDR051C;YLR072W
GO:0098656,anion transmembrane transport,83,0.43860523274497504,0.002638522427440633,1.7242271994980938,0.173120654396728,22,YGR243W;YGL080W;YGR125W;YBR235W;YGR096W;YBL089W;YIL088C;YBR104W;YPR058W;YLR348C;YOR222W;YPR011C;YJR095W;YDL119C;YIL134W;YHR162W;YIL006W;YFR045W;YIL166C;YBR291C;YPL134C;YPR003C
GO:0044843,cell cycle G1/S phase transition,70,0.671637847476332,0.01152073732718894,1.712064674979447,0.1814818310523832,4,YOR066W;YKR091W;YKL161C;YDL179W
GO:0000082,G1/S transition of mitotic cell cycle,70,0.671637847476332,0.01152073732718894,1.712064674979447,0.1814818310523832,4,YOR066W;YKR091W;YKL161C;YDL179W
GO:1901679,nucleotide transmembrane transport,15,0.6650705022265134,0.01768172888015717,1.6994847357417242,0.19759509202453987,6,YIL006W;YOR222W;YEL006W;YPR011C;YPL134C;YIL134W
GO:0070127,tRNA aminoacylation for mitochondrial protein translation,14,0.933917197452228,0.0,1.692786039029919,0.20310955302366346,2,YPR047W;YPL104W
GO:0015980,energy derivation by oxidation of organic compounds,158,0.4468484475091164,0.00823045267489712,1.6887859877796898,0.20295663211339116,14,YOR065W;YIL050W;YEL039C;YDL067C;YLR395C;YGL107C;YFR049W;YLR087C;YJL200C;YDL066W;YGL226W;YMR256C;YNL052W;YIL111W
GO:0000083,regulation of transcription involved in G1/S transition of mitotic cell cycle,29,0.7260805188893175,0.017204301075268817,1.6858578996258275,0.20159018404907977,2,YOR066W;YDL179W
GO:0044205,'de novo' UMP biosynthetic process,6,0.7369958406412196,0.012170385395537525,1.6825016035452098,0.20128715614486445,3,YJL130C;YLR420W;YKL216W
GO:0008299,isoprenoid biosynthetic process,20,0.8399999999999972,0.015810276679841896,1.6824924231419383,0.19499693251533742,3,YNR041C;YBR003W;YOR311C
GO:0051604,protein maturation,97,0.42376415872197004,0.0029940119760479044,1.6635653599559448,0.22517791411042945,17,YOR196C;YLR239C;YJR117W;YNL238W;YJL046W;YBR139W;YLR087C;YHR028C;YAL046C;YCR068W;YMR297W;YER078C;YOR246C;YMR154C;YDR430C;YJR122W;YBL091C
GO:0098662,inorganic cation transmembrane transport,149,0.5265242390109163,0.010101010101010102,1.6633963367663547,0.21896788163118008,11,YHR051W;YOR065W;YDL067C;YBR187W;YLR395C;YBR219C;YBR220C;YMR256C;YNL052W;YMR166C;YIL111W
GO:0062125,regulation of mitochondrial gene expression,18,0.7689799481859217,0.01782178217821782,1.661030842448633,0.21703067484662575,2,YGL107C;YNR045W
GO:0015866,ADP transport,7,0.9041963578780665,0.002061855670103093,1.6564108278590157,0.21976005453306066,2,YPL134C;YNL083W
GO:0015867,ATP transport,27,0.9026548672566371,0.006048387096774193,1.6481887253850043,0.2294916265959211,2,YPL134C;YNL083W
GO:0006839,mitochondrial transport,82,0.7129629629629567,0.025380710659898477,1.6171556379195065,0.28886277042298997,5,YFR045W;YBR104W;YOR222W;YPL134C;YNL083W
GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,9,0.5956130782189741,0.03112033195020747,1.604513624604219,0.3138209847412301,4,YJL130C;YLR420W;YMR271C;YKL216W
GO:0006820,anion transport,137,0.3977972267582635,0.0072992700729927005,1.6042017152206471,0.30681226993865035,26,YGR243W;YGL080W;YGR125W;YBR235W;YGR096W;YBL089W;YIL088C;YBR104W;YPR058W;YLR348C;YOR222W;YBR219C;YPR011C;YJR095W;YDL119C;YBR220C;YOR306C;YIL134W;YHR162W;YIL006W;YFR045W;YIL166C;YBR291C;YPL134C;YPR003C;YNL083W
GO:0016485,protein processing,50,0.46982518675247165,0.0228310502283105,1.5803492599141413,0.3638773006134969,10,YJR117W;YNL238W;YBR139W;YMR297W;YHR028C;YCR068W;YER078C;YMR154C;YDR430C;YBL091C
GO:0000963,mitochondrial RNA processing,22,0.787660256410257,0.02053388090349076,1.5648974897717498,0.4035711364300321,3,YDL104C;YGL107C;YOR350C
GO:1903825,organic acid transmembrane transport,69,0.42899744147106295,0.02512562814070352,1.5572278136795412,0.4192963332857755,13,YIL006W;YGR243W;YGL080W;YFR045W;YBR104W;YLR348C;YJR095W;YDL119C;YBR291C;YBL089W;YIL134W;YHR162W;YIL088C
GO:0019856,pyrimidine nucleobase biosynthetic process,11,0.5950978347601377,0.04175365344467641,1.553031006222157,0.42365644171779143,4,YJL130C;YLR420W;YMR271C;YKL216W
GO:0070124,mitochondrial translational initiation,8,0.8470681458003202,0.018518518518518517,1.549579242147797,0.4250633946830265,2,YJL131C;YMR282C
GO:0090066,regulation of anatomical structure size,50,0.7745901639344289,0.037037037037037035,1.5481798973836514,0.42054094425180044,3,YIR003W;YBR235W;YBR108W
GO:0000305,response to oxygen radical,9,0.9777954004758128,0.006134969325153374,1.5452854887967202,0.4215407910194492,1,YJR101W
GO:0000303,response to superoxide,9,0.9777954004758128,0.0,1.541464662678949,0.42567075664621673,1,YJR101W
GO:0051261,protein depolymerization,22,0.8627787126724664,0.02952755905511811,1.5394407471774567,0.42370451984474766,1,YBR108W
GO:1905039,carboxylic acid transmembrane transport,68,0.42919417159474244,0.022727272727272728,1.5387836200058547,0.4171955828220859,13,YIL006W;YGR243W;YGL080W;YFR045W;YBR104W;YLR348C;YJR095W;YDL119C;YBR291C;YBL089W;YIL134W;YHR162W;YIL088C
GO:0006414,translational elongation,48,0.5127215248005306,0.042222222222222223,1.5385279793785795,0.4099044869481535,9,YPL009C;YGR201C;YPL052W;YMR024W;YLR143W;YNL063W;YGL110C;YBR246W;YDR333C
GO:1901264,carbohydrate derivative transport,46,0.539346720584839,0.03365384615384615,1.5339782274823135,0.4175120339782917,5,YBR219C;YPR011C;YBR220C;YPL134C;YNL083W
GO:0071450,cellular response to oxygen radical,9,0.9777954004758128,0.002004008016032064,1.5321120943995215,0.4159703669406182,1,YJR101W
GO:0071451,cellular response to superoxide,9,0.9777954004758128,0.002004008016032064,1.531196382804852,0.4113265167007498,1,YJR101W
GO:0033967,box C/D RNA metabolic process,15,0.9617359633010018,0.008456659619450317,1.5253008822140688,0.4233619631901841,1,
GO:0006801,superoxide metabolic process,9,0.9777954004758128,0.006085192697768763,1.5252031487712976,0.4160525854513584,1,YJR101W
GO:0072593,reactive oxygen species metabolic process,19,0.9776179056754596,0.002061855670103093,1.5201266011765084,0.42585900333656224,1,YJR101W
GO:0019430,removal of superoxide radicals,9,0.9777954004758128,0.0,1.5178335651728392,0.4270615612439179,1,YJR101W
GO:0046486,glycerolipid metabolic process,140,0.4286379456499932,0.010238907849829351,1.5144722111622477,0.43111490069668296,11,YBR204C;YBL060W;YOR311C;YOR022C;YOR175C;YCR068W;YBL091C-A;YKR070W;YHL032C;YGR015C;YNL158W
GO:0000302,response to reactive oxygen species,28,0.6586497179408715,0.06157112526539278,1.5099586587479268,0.44021595092024546,4,YDR347W;YKR071C;YJR101W;YOL081W
GO:0051056,regulation of small GTPase mediated signal transduction,32,0.5136392812903215,0.05150214592274678,1.506277752642375,0.4449828019712361,7,YBL060W;YOL081W;YNL204C;YLR179C;YHL023C;YKR010C;YBR140C
GO:0034963,box C/D RNA processing,15,0.9617359633010018,0.004219409282700422,1.5040935503285953,0.4455903423708688,1,
GO:1903725,regulation of phospholipid metabolic process,25,0.6556311341738776,0.05183585313174946,1.5028900095117061,0.4423223293407343,3,YBL060W;YBL091C-A;YOR311C
GO:0031126,sno(s)RNA 3'-end processing,32,0.9612982955551836,0.004282655246252677,1.500649805982728,0.44381288343558284,1,
GO:0120009,intermembrane lipid transfer,24,0.7364745210073264,0.057692307692307696,1.5005612669615598,0.4372009438414346,2,YHR080C;YLR072W
