GO Term ID,GO Term Name,Num Annotations,ES,p-value,NES,FDR q-value,LES size,Leading-edge subset
GO:0000003,reproduction,516,1.1971830985915464,0.896,1.000000000000023,2.1117136659436007,6,YDR150W;YDL029W;YOR326W;YNL079C;YDL006W;YIL138C
GO:0006310,DNA recombination,254,1.5243902439024395,0.027,1.000000000000012,1.4425162689804771,4,YJR144W;YDR296W;YML061C;YOL095C
GO:0007005,mitochondrion organization,292,1.0,0.0,1.0,1.8130874909616777,89,YAL010C;YOR211C;YHR083W;YMR134W;YMR302C;YLL013C;YDR219C;YGR144W;YFL036W;YNL079C;YEL020W-A;YDL217C;YDR296W;YHR005C-A;YLR304C;YJR135W-A;YER154W;YBR212W;YKR042W;YCR028C-A;YPL098C;YNL026W;YJR120W;YJR144W;YKL053C-A;YJL054W;YMR072W;YOR266W;YBR192W;YDL198C;YMR012W;YOR147W;YDR470C;YDL142C;YOL060C;YNL213C;YOR326W;YIL062C;YDR077W;YML061C;YLR190W;YGR181W;YOL027C;YOR330C;YHR031C;YOL009C;YNL304W;YGL020C;YNL070W;YDL029W;YGR101W;YOL076W;YOR037W;YLR355C;YHR120W;YML104C;YMR241W;YPR024W;YLL006W;YGL219C;YDL006W;YNL055C;YMR275C;YDR393W;YOL095C;YPR131C;YBR091C;YDR258C;YNL066W;YJL112W;YBR185C;YNL310C;YIL065C;YDR150W;YMR060C;YPR125W;YIL138C;YML058W;YHR194W;YNL121C;YPR140W;YGL055W;YMR211W;YJR118C;YPR083W;YBR179C;YLL001W;YML091C;YLR368W
GO:0006281,DNA repair,314,1.379464285714285,0.991,0.9999999999999999,1.3603579175704987,5,YOL095C;YHR031C;YHR120W;YJR144W;YML061C
GO:0007033,vacuole organization,115,4.440000000000002,0.175,0.9999999999999976,1.3010845986984816,4,YOR326W;YNL304W;YNL079C;YIL138C
GO:1903047,mitotic cell cycle process,368,1.3129496402877683,0.388,0.9999999999999903,1.1937816341287057,3,YOR326W;YNL079C;YIL138C
GO:0051052,regulation of DNA metabolic process,126,3.3611111111111045,0.758,0.9999999999999786,1.2311744654477843,5,YCR028C-A;YHR031C;YML058W;YDR296W;YML061C
GO:0000011,vacuole inheritance,20,0.4428571428571427,0.6280834914611005,0.8766205789676529,1.136795010845987,2,YNL079C;YIL138C
GO:0048311,mitochondrion distribution,26,0.20823994746935556,0.7848699763593381,0.7488467782897185,1.057122198120029,12,YLR190W;YLL001W;YDR150W;YDL029W;YNL079C;YIL062C;YOR326W;YMR072W;YPR083W;YIL138C;YMR012W;YOR147W
GO:0000001,mitochondrion inheritance,24,0.20469353354444073,0.8252656434474617,0.7212983012254895,0.9594360086767896,11,YLR190W;YLL001W;YDR150W;YDL029W;YNL079C;YIL062C;YOR326W;YMR072W;YPR083W;YIL138C;YOR147W
GO:0048308,organelle inheritance,57,-1.1212121212121198,0.959,-0.9752902909602462,0.5793650793650794,1,
GO:0000002,mitochondrial genome maintenance,50,-0.5486297152874233,0.459,-0.9852518821636331,0.6198412698412699,2,YHR031C;YHR120W
GO:0006312,mitotic recombination,57,-2.242424242424241,0.162,-1.1869436201780312,0.2904761904761905,1,YML061C
