GO Term ID,GO Term Name,Num Annotations,ES,p-value,NES,FDR q-value,LES size,Leading-edge subset
GO:0140053,mitochondrial gene expression,157,0.7639491965251578,0.0,4.31918184233053,0.0,125,YGL129C;YLR312W-A;YDR115W;YPR047W;YMR098C;YPL097W;YDR175C;YHR059W;YNR022C;YLR204W;YHR189W;YBL080C;YDR116C;YLR139C;YFL036W;YDR041W;YNL081C;YPL029W;YML009C;YDR296W;YMR097C;YPL104W;YNR045W;YBR268W;YMR188C;YGR150C;YHR038W;YDL044C;YGR076C;YBR185C;YMR228W;YGL143C;YDL033C;YNL122C;YNL185C;YBL090W;YKL138C;YDR337W;YHL004W;YOR187W;YML025C;YGR220C;YDL045W-A;YLR203C;YKR085C;YLR091W;YKL194C;YNL177C;YDR197W;YOR017W;YLR067C;YBL038W;YOL033W;YMR225C;YGR084C;YKL003C;YGR165W;YKL170W;YJL131C;YCR024C;YBR251W;YKL155C;YMR023C;YBR120C;YNL306W;YJR113C;YDL202W;YMR193W;YPL215W;YDR462W;YLR382C;YER153C;YNL137C;YGR222W;YOR158W;YPL183W-A;YKR006C;YMR257C;YPR100W;YDR036C;YBR122C;YPL040C;YMR024W;YJL102W;YJR101W;YEL050C;YHL038C;YMR293C;YGL068W;YGR215W;YDL104C;YIR021W;YLR069C;YHR011W;YOR150W;YDR405W;YMR066W;YCR071C;YBR282W;YLR439W;YMR286W;YPL013C;YNL284C;YDR347W;YIL093C;YPR134W;YPL118W;YOR350C;YDR237W;YDR194C;YJL096W;YML129C;YDR494W;YGL107C;YML091C;YMR282C;YJL063C;YCR003W;YNL252C;YDR268W;YOL023W;YKL167C;YCR046C;YNL073W;YOL027C
GO:0032543,mitochondrial translation,131,0.7837224155512881,0.0,4.267732545686027,0.0,108,YGL129C;YLR312W-A;YDR115W;YPR047W;YPL097W;YDR175C;YHR059W;YNR022C;YLR204W;YHR189W;YBL080C;YDR116C;YLR139C;YDR041W;YNL081C;YML009C;YDR296W;YMR097C;YPL104W;YNR045W;YBR268W;YMR188C;YHR038W;YDL044C;YGR076C;YBR185C;YGL143C;YNL122C;YNL185C;YBL090W;YKL138C;YDR337W;YHL004W;YOR187W;YML025C;YGR220C;YDL045W-A;YLR203C;YKR085C;YKL194C;YNL177C;YDR197W;YLR067C;YBL038W;YOL033W;YMR225C;YGR084C;YKL003C;YGR165W;YKL170W;YJL131C;YCR024C;YBR251W;YKL155C;YBR120C;YNL306W;YJR113C;YDL202W;YMR193W;YPL215W;YDR462W;YLR382C;YER153C;YNL137C;YGR222W;YOR158W;YPL183W-A;YKR006C;YMR257C;YPR100W;YDR036C;YBR122C;YPL040C;YMR024W;YJL102W;YJR101W;YEL050C;YMR293C;YGL068W;YGR215W;YLR069C;YHR011W;YOR150W;YDR405W;YMR066W;YCR071C;YBR282W;YLR439W;YMR286W;YPL013C;YNL284C;YDR347W;YIL093C;YPL118W;YDR237W;YJL096W;YML129C;YDR494W;YMR282C;YJL063C;YCR003W;YNL252C;YDR268W;YOL023W;YKL167C;YCR046C;YNL073W;YOL027C
GO:0007005,mitochondrion organization,292,0.6346095017268738,0.0,3.8836535487345336,0.0,214,YOR147W;YDR512C;YOR020C;YBR091C;YOL071W;YFL046W;YIL138C;YER083C;YIL062C;YMR098C;YNL100W;YLL001W;YLR168C;YJR144W;YGR033C;YNL131W;YDR322W;YOL060C;YLL006W;YGR235C;YHR116W;YJR135W-A;YLR190W;YPL063W;YGL020C;YEL020W-A;YFL036W;YGR049W;YHR120W;YPR133W-A;YJR100C;YHR031C;YDR231C;YPL029W;YKR016W;YDR258C;YOR228C;YDR296W;YLR356W;YPR131C;YDR332W;YMR072W;YDR065W;YKL011C;YKR065C;YDR493W;YGR150C;YMR275C;YBR044C;YOR045W;YNL026W;YHR171W;YKL037W;YDR079W;YBR185C;YIL157C;YER154W;YNL138W;YML061C;YLR393W;YNL079C;YGR231C;YLR090W;YNL005C;YGR028W;YOR211C;YDL029W;YFR011C;YGR132C;YLR368W;YJL180C;YML058W;YGR174C;YLR077W;YBR230C;YNL304W;YIL098C;YOR297C;YKL195W;YOL076W;YHR005C-A;YLR203C;YFL016C;YHL021C;YBR212W;YHR083W;YOR043W;YPL240C;YGR183C;YLR091W;YLR253W;YKR042W;YGR112W;YNR020C;YLR067C;YMR302C;YDR185C;YNL310C;YGL219C;YJL054W;YGR062C;YDR150W;YMR203W;YKR036C;YER017C;YGR101W;YLR163C;YOL009C;YBR163W;YBR037C;YBL022C;YBR120C;YIR024C;YHR117W;YJL112W;YPL215W;YJL104W;YAL008W;YPR140W;YDL198C;YKL141W;YER153C;YML032C;YOL026C;YJR045C;YHR194W;YBL017C;YNR018W;YMR257C;YPR100W;YIL042C;YLR050C;YJR034W;YIL065C;YMR035W;YLR259C;YKL134C;YGL059W;YNL328C;YNL121C;YPR024W;YNR040W;YGR082W;YNR017W;YAL005C;YDR379C-A;YLR304C;YJL102W;YGL191W;YBR262C;YDL142C;YMR060C;YML030W;YMR241W;YOR326W;YOR037W;YGR181W;YDR322C-A;YHR024C;YKR087C;YOR232W;YNL213C;YDR219C;YIR021W;YPR020W;YER058W;YAL010C;YIL022W;YBL045C;YDR470C;YBR024W;YDR022C;YOR266W;YJL143W;YER125W;YDR375C;YNL070W;YPL099C;YER095W;YDR529C;YJR080C;YDR511W;YJL003W;YNL315C;YPR125W;YBR179C;YLL009C;YDL069C;YML129C;YLR059C;YDL107W;YBR269C;YML091C;YCR028C-A;YML081C-A;YNL055C;YKL137W;YJL062W-A;YNL169C;YAL048C;YOR027W;YCR079W;YBR192W;YDR393W;YOR330C;YPR116W;YDL217C;YJR118C;YLL018C-A;YLR295C;YLL007C;YBR217W;YBR227C;YOL027C
GO:0006839,mitochondrial transport,82,0.7033140303632521,0.0,3.5081201980251753,0.0,56,YBR227C;YBR185C;YER154W;YHR117W;YJL104W;YBR091C;YAL010C;YIL022W;YLR090W;YBL045C;YGR028W;YOR266W;YJR045C;YNL131W;YDR375C;YNL070W;YBR104W;YLL006W;YJR135W-A;YOR222W;YLR050C;YPL063W;YHR024C;YEL020W-A;YLR259C;YPR125W;YOR297C;YKL195W;YLR163C;YHR005C-A;YKL134C;YPR133W-A;YNL121C;YDL107W;YPR024W;YNR040W;YHR083W;YKR016W;YGR082W;YNR017W;YMR060C;YNL310C;YKR065C;YJL054W;YDL217C;YGR062C;YGR181W;YOR045W;YMR203W;YBR044C;YER017C;YPL134C;YMR056C;YOL009C;YNL083W;YOL027C
GO:0072655,establishment of protein localization to mitochondrion,73,0.7151765081387056,0.0,3.5030093215269806,0.0,55,YBR185C;YER154W;YHR117W;YJL104W;YBR091C;YAL010C;YIL022W;YLR090W;YBL045C;YGR028W;YOL026C;YOR266W;YJR045C;YJL143W;YNL131W;YDR375C;YNL070W;YLL006W;YJR135W-A;YLR050C;YPL063W;YHR024C;YEL020W-A;YLR259C;YPR125W;YOR297C;YKL195W;YHR005C-A;YKL134C;YPR133W-A;YNL328C;YNL121C;YDL107W;YPR024W;YNR040W;YHR083W;YKR016W;YGR082W;YNR017W;YPL240C;YMR060C;YNL310C;YKR065C;YJL054W;YDL217C;YGR062C;YGR181W;YOR045W;YMR203W;YBR044C;YER017C;YLR163C;YOL009C;YBR227C;YOL027C
GO:0007006,mitochondrial membrane organization,55,0.7434821886256971,0.0,3.4491527963730495,0.0,40,YBR185C;YER154W;YHR117W;YBR091C;YAL010C;YPR140W;YLR168C;YNL100W;YOR211C;YOR266W;YNL131W;YGR132C;YDR375C;YNL070W;YLL006W;YGR235C;YJR080C;YJR135W-A;YPL063W;YEL020W-A;YPR125W;YOR297C;YHR005C-A;YPR133W-A;YNL121C;YDL107W;YNR040W;YHR083W;YKR016W;YBR262C;YMR060C;YJL054W;YDL217C;YGR062C;YGR181W;YOR045W;YOR037W;YDR322C-A;YOL009C;YOL027C
GO:0070585,protein localization to mitochondrion,73,0.7151765081387056,0.0,3.435162976940914,0.0,55,YBR185C;YER154W;YHR117W;YJL104W;YBR091C;YAL010C;YIL022W;YLR090W;YBL045C;YGR028W;YOL026C;YOR266W;YJR045C;YJL143W;YNL131W;YDR375C;YNL070W;YLL006W;YJR135W-A;YLR050C;YPL063W;YHR024C;YEL020W-A;YLR259C;YPR125W;YOR297C;YKL195W;YHR005C-A;YKL134C;YPR133W-A;YNL328C;YNL121C;YDL107W;YPR024W;YNR040W;YHR083W;YKR016W;YGR082W;YNR017W;YPL240C;YMR060C;YNL310C;YKR065C;YJL054W;YDL217C;YGR062C;YGR181W;YOR045W;YMR203W;YBR044C;YER017C;YLR163C;YOL009C;YBR227C;YOL027C
GO:0006626,protein targeting to mitochondrion,65,0.702122895312551,0.0,3.351045615361542,0.0,59,YER154W;YHR117W;YJL104W;YBR091C;YAL010C;YIL022W;YLR090W;YBL045C;YOR020C;YKL141W;YGR028W;YOL026C;YGR033C;YJR045C;YJL143W;YNL131W;YNL070W;YLL006W;YJR135W-A;YLR050C;YPL063W;YBR230C;YMR035W;YHR024C;YEL020W-A;YLR259C;YKL195W;YOR297C;YHR005C-A;YKL134C;YPR133W-A;YNL328C;YNL121C;YPR024W;YHR083W;YKR016W;YGR082W;YNR017W;YPL240C;YAL005C;YMR150C;YOR027W;YMR060C;YEL030W;YNL310C;YKR065C;YLR008C;YJL054W;YDL217C;YBR044C;YGR181W;YOR045W;YMR203W;YNL026W;YER017C;YLR163C;YOR232W;YOL009C;YBR227C
GO:0000002,mitochondrial genome maintenance,50,0.738145400577009,0.0,3.317479403028732,0.0,41,YBL022C;YNL213C;YML061C;YIR021W;YDL198C;YJL112W;YAL010C;YML032C;YOR211C;YJR144W;YJL143W;YLL006W;YPR100W;YER095W;YLR259C;YFL036W;YFL016C;YLR059C;YHR031C;YCR028C-A;YPL029W;YDR258C;YLR091W;YDR296W;YLR304C;YJL102W;YDL142C;YDR332W;YMR072W;YMR302C;YBR192W;YOR330C;YKL011C;YDR065W;YPR116W;YGL219C;YMR241W;YGR150C;YJR118C;YOL009C;YBR163W
GO:0090151,establishment of protein localization to mitochondrial membrane,32,0.8110984876211298,0.0,3.220152225957191,0.0,25,YBR185C;YER154W;YHR117W;YBR091C;YAL010C;YOR266W;YNL131W;YDR375C;YNL070W;YLL006W;YJR135W-A;YEL020W-A;YPR125W;YOR297C;YHR005C-A;YNL121C;YDL107W;YNR040W;YHR083W;YMR060C;YJL054W;YDL217C;YGR062C;YGR181W;YOL009C
