GO Term ID,GO Term Name,Num Annotations,ES,p-value,NES,FDR q-value,LES size,Leading-edge subset
GO:0007033,vacuole organization,115,0.40824688260330155,0.0,1.86619540288184,0.011307565789473685,31,YNL267W;YNL294C;YLR262C;YPR165W;YLR396C;YBR164C;YPL120W;YOR089C;YBL058W;YLR148W;YDL135C;YGL095C;YLR240W;YKL196C;YDL134C;YNL323W;YNL326C;YBL050W;YDL188C;YEL013W;YMR197C;YOR014W;YGL190C;YBR080C;YML001W;YKR007W;YBR109C;YDR456W;YJL178C;YPR173C;YFL038C
GO:0048308,organelle inheritance,57,0.3723775155605347,0.10211267605633803,1.3819359371020485,0.30633223684210525,13,YOR089C;YDR329C;YER008C;YNL298W;YFR051C;YPR055W;YBR130C;YML097C;YML001W;YLR043C;YMR163C;YEL013W;YGL095C
GO:0000011,vacuole inheritance,20,0.41728923940325047,0.13793103448275862,1.3111074072543722,0.3035910087719298,4,YEL013W;YGL095C;YOR089C;YML001W
GO:1903047,mitotic cell cycle process,368,0.17449744192543196,0.4782608695652174,0.9966912918864177,1.155941611842105,104,YJR076C;YLR229C;YLR361C;YDR195W;YOR198C;YPR165W;YCR086W;YOR249C;YDL074C;YBR170C;YMR001C;YDR260C;YPL116W;YGL106W;YLR182W;YOL072W;YDL225W;YNL330C;YHR158C;YML064C;YBR160W;YNL225C;YGL054C;YDR328C;YPR141C;YDR146C;YMR168C;YMR055C;YLL003W;YCR002C;YBL105C;YPL020C;YKL022C;YFL009W;YPL031C;YER177W;YJL187C;YNL084C;YGL093W;YFR040W;YFR003C;YML085C;YCL016C;YDL134C;YBR017C;YMR153W;YDL047W;YPR188C;YMR109W;YNL243W;YER133W;YPR019W;YOR014W;YGL190C;YHR152W;YML124C;YDL008W;YLR079W;YGL216W;YHR107C;YKL048C;YDL064W;YNL298W;YGL173C;YGL058W;YIL106W;YJL030W;YFL037W;YGR262C;YLR319C;YNL127W;YIR006C;YCR008W;YGR108W;YLR314C;YDR054C;YLR113W;YOL133W;YLR330W;YHR191C;YLR353W;YMR032W;YPL152W;YOR299W;YKR028W;YLR045C;YNL307C;YOR144C;YAL016W;YDR451C;YHR115C;YNL258C;YDR477W;YDL132W;YOL004W;YOR372C;YJR059W;YLR371W;YOR026W;YDL188C;YBL023C;YBR133C;YJL074C;YDR318W
GO:0000019,regulation of mitotic recombination,7,0.4208736252833858,0.4575971731448763,0.9810479221987058,0.9810855263157895,3,YOL068C;YER171W;YPL015C
GO:0000022,mitotic spindle elongation,24,0.2759997284328546,0.5754098360655737,0.9248203398596497,1.000890899122807,6,YDL064W;YMR001C;YGR108W;YFL037W;YGL216W;YBR160W
GO:0000018,regulation of DNA recombination,28,0.2560767045809876,0.6058519793459552,0.9193078455741622,0.8771440319548872,4,YPL127C;YOL068C;YLR418C;YNL330C
GO:0051231,spindle elongation,25,0.2633619254197649,0.6180327868852459,0.8911802205485664,0.8380448190789472,6,YDL064W;YMR001C;YGR108W;YFL037W;YGL216W;YBR160W
GO:0007052,mitotic spindle organization,42,0.19264440669432104,0.8635607321131448,0.7440006038251771,0.9869563230994152,11,YPL152W;YLR045C;YDL064W;YMR001C;YPR141C;YGR108W;YFL037W;YGL216W;YJL187C;YBR160W;YBR170C
GO:0000070,mitotic sister chromatid segregation,129,0.11059912664203811,1.0,0.5441964642276027,0.9906455592105263,31,YOR144C;YKL022C;YAL016W;YCR086W;YOR249C;YHR115C;YJL187C;YNL258C;YGL093W;YDL064W;YMR001C;YJL030W;YFR003C;YFL037W;YML085C;YDR260C;YCL016C;YOR026W;YGR108W;YBR160W;YHR191C;YER133W;YGL190C;YML124C;YPR141C;YDL008W;YJL074C;YMR168C;YGL216W;YDR318W;YNL307C
GO:0006281,DNA repair,314,-0.11561409738881093,1.0,-0.7015622990495737,0.9284119897959183,54,YFR027W;YHR154W;YHR099W;YBR223C;YER162C;YEL019C;YDR363W-A;YLR032W;YBR114W;YPL121C;YER179W;YBL088C;YPL167C;YHR164C;YOL034W;YBR089C-A;YHR079C-A;YER116C;YDR439W;YDR263C;YMR190C;YDL105W;YDL154W;YCL061C;YMR106C;YLR035C;YDR446W;YDR314C;YBR136W;YNL139C;YNL218W;YJL127C;YKL108W;YHL022C;YLR135W;YJR035W;YER038C;YDR076W;YDR217C;YDR440W;YNL250W;YHR056C;YBR275C;YIL132C;YDR369C;YGL175C;YPR164W;YIL150C;YDR079C-A;YDR317W;YBR098W;YML058W-A;YGL090W;YPR007C
GO:0051052,regulation of DNA metabolic process,126,-0.1622600221702606,0.7574931880108992,-0.8707788513295481,0.8517857142857143,31,YDR110W;YHR154W;YDR285W;YOR001W;YNL182C;YHR085W;YOR279C;YNL201C;YDL220C;YLL034C;YPL157W;YJL194W;YOR359W;YMR190C;YCL061C;YLR234W;YGR109C;YBR136W;YIL009C-A;YLR135W;YNL218W;YHR197W;YER129W;YDR217C;YNL250W;YBR275C;YOL104C;YJR046W;YPL200W;YGR280C;YBR098W
GO:0006312,mitotic recombination,57,-0.2764284323651192,0.1728395061728395,-1.2158993539607632,0.23222257653061223,10,YER190W;YGL175C;YLR234W;YBR136W;YPL283C;YDL227C;YDR545W;YGR296W;YLR467W;YKR095W-A
GO:0005984,disaccharide metabolic process,28,-0.4638886938860419,0.08968609865470852,-1.4176975682346384,0.10778061224489796,8,YGR288W;YBR298C;YBR297W;YJR160C;YLL026W;YGR289C;YDL247W;YLR377C
GO:0000003,reproduction,516,-0.2684420867752298,0.0,-1.5716043776567954,0.05883290816326531,111,YER044C-A;YGL075C;YGR272C;YKL178C;YJL106W;YDR273W;YJR094C;YIR026C;YNL210W;YBR009C;YNL128W;YDR461W;YOR338W;YNL279W;YHR079C-A;YFL003C;YGL045W;YAL068C;YIL122W;YGR225W;YDL223C;YBR186W;YNR044W;YIL008W;YIL072W;YDR179C;YDR076W;YOR195W;YLR329W;YGL175C;YGL032C;YIL017C;YGL194C;YNL202W;YPL200W;YNL012W;YDR218C;YGL158W;YGL089C;YCL066W;YOL091W;YER179W;YGR188C;YPR054W;YLR337C;YDL216C;YFL031W;YDL154W;YGL183C;YCR040W;YBR250W;YNR032C-A;YCR091W;YDL227C;YDR523C;YPL209C;YER106W;YDR440W;YDR369C;YNL145W;YGR059W;YPR007C;YFR027W;YCR010C;YMR162C;YPL121C;YHR039C;YFL034C-B;YDR439W;YGL033W;YIL037C;YMR133W;YMR106C;YDR446W;YBR136W;YDR184C;YHR014W;YLR313C;YIL132C;YOL104C;YLR263W;YBR040W;YOL069W;YOR298W;YPL016W;YOR351C;YDR285W;YPR036W-A;YHL024W;YPL187W;YHR172W;YHR164C;YMR190C;YCR089W;YGL249W;YEL061C;YLR234W;YLR035C;YGR109C;YLR135W;YHR139C;YBR267W;YHL022C;YCL027W;YMR232W;YHR157W;YNL250W;YPL130W;YPL192C;YPL018W;YIL073C
GO:0006310,DNA recombination,254,-0.3263923894201805,0.0,-1.8144384707086907,0.02774234693877551,55,YER044C-A;YDR285W;YEL019C;YDR363W-A;YHL024W;YPL121C;YLR467W;YER179W;YHR039C;YNL210W;YPL167C;YER190W;YFL003C;YHR079C-A;YDR439W;YGL033W;YDR263C;YLR035C-A;YDL105W;YMR190C;YPL283C;YGL249W;YDL154W;YGL183C;YBR186W;YMR133W;YMR106C;YLR234W;YDR446W;YLR035C;YBR136W;YNL139C;YKL108W;YLR135W;YHL022C;YDL227C;YGR296W;YER038C;YKR095W-A;YDR076W;YDR440W;YHR157W;YNL250W;YDR369C;YIL132C;YLR329W;YGL175C;YOL104C;YPR164W;YLR263W;YIL150C;YPL200W;YGR159C;YDR545W;YPR007C
