GO Term ID,GO Term Name,Num Annotations,ES,p-value,NES,FDR q-value,LES size,Leading-edge subset
GO:0009987,cellular process,5168,1.0,0,1.0,1.0,1,
GO:0033036,macromolecule localization,984,1.0,0,1.0,1.0,1,
GO:0051234,establishment of localization,1429,1.0,0,1.0,1.0,1,
GO:0006810,transport,1384,1.0,0,1.0,1.0,1,
GO:0071705,nitrogen compound transport,856,1.0,0,1.0,1.0,1,
GO:0071702,organic substance transport,956,1.0,0,1.0,1.0,1,
GO:0015031,protein transport,634,1.0,0,1.0,1.0,1,
GO:0008104,protein localization,834,1.0,0,1.0,1.0,1,
GO:0070727,cellular macromolecule localization,854,1.0,0,1.0,1.0,1,
GO:0045184,establishment of protein localization,655,1.0,0,1.0,1.0,1,
GO:0051179,localization,1626,1.0,0,1.0,1.0,1,
GO:0051641,cellular localization,1099,1.0,0,1.0,1.0,1,
