GO Term ID,GO Term Name,Num Annotations,ES,p-value,NES,FDR q-value,LES size,Leading-edge subset
GO:0043461,proton-transporting ATP synthase complex assembly,11,0.7075717599307629,0.013657056145675266,1.5742977178822832,0.12361836124986304,5,YJL180C;YIR024C;YNL315C;YMR098C;YPL099C
GO:0033615,mitochondrial proton-transporting ATP synthase complex assembly,11,0.7075717599307629,0.021604938271604937,1.5721654000584433,0.06279812751493043,5,YJL180C;YIR024C;YNL315C;YMR098C;YPL099C
GO:0070071,proton-transporting two-sector ATPase complex assembly,17,0.6861091208210647,0.03418803418803419,1.5187622531327523,0.07713785741991455,5,YJL180C;YIR024C;YNL315C;YMR098C;YPL099C
GO:0070131,positive regulation of mitochondrial translation,14,0.6329098228034782,0.11764705882352941,1.2802092062565908,1.0888305258887936,2,YPL215W;YLR203C
GO:0042407,cristae formation,11,0.5623454636301387,0.1800302571860817,1.2464371756222044,1.2065152057986632,1,YKR016W
GO:0052547,regulation of peptidase activity,14,0.9436619718309859,0.14558472553699284,1.236097045484566,1.0993792927154489,1,
GO:0046578,regulation of Ras protein signal transduction,30,0.9272727272727272,0.15963855421686746,1.187543835039978,1.3292858982856703,1,
GO:0034551,mitochondrial respiratory chain complex III assembly,10,0.5501179268570211,0.24060150375939848,1.1757898739686077,1.2417464387548744,4,YBR120C;YDR493W;YLR077W;YPL215W
GO:0033617,mitochondrial cytochrome c oxidase assembly,29,0.42269591886531954,0.1857451403887689,1.1743776430210462,1.1202570603932034,9,YER058W;YKL137W;YJR034W;YLR203C;YGR062C;YLR038C;YDR322W;YIL157C;YNL005C
GO:0008535,respiratory chain complex IV assembly,29,0.42269591886531954,0.20901639344262296,1.173187236792623,1.0124838259808784,9,YER058W;YKL137W;YJR034W;YLR203C;YGR062C;YLR038C;YDR322W;YIL157C;YNL005C
GO:0051056,regulation of small GTPase mediated signal transduction,32,0.9245283018867925,0.1494661921708185,1.17023627400986,0.9405783966516852,1,
GO:0007007,inner mitochondrial membrane organization,29,0.5415668386668249,0.16230366492146597,1.1605292748459504,0.9085125429456602,3,YBR262C;YJR080C;YKR016W
GO:0017062,respiratory chain complex III assembly,10,0.5501179268570211,0.2717557251908397,1.151956764422614,0.8756744346751837,4,YBR120C;YDR493W;YLR077W;YPL215W
GO:0017004,cytochrome complex assembly,42,0.5109536429693011,0.09523809523809523,1.0879845791070495,1.1058545402094893,14,YER058W;YDR493W;YKL137W;YJR034W;YBR120C;YGR174C;YLR077W;YLR203C;YGR062C;YLR038C;YDR322W;YIL157C;YPL215W;YNL005C
GO:1902373,negative regulation of mRNA catabolic process,7,0.8205128205128205,0.3404255319148936,1.081430882617292,1.0647002217728205,1,
GO:1902369,negative regulation of RNA catabolic process,7,0.8205128205128205,0.3430493273542601,1.0778235094211388,1.0143504632357512,1,
GO:1903312,negative regulation of mRNA metabolic process,10,0.8133333333333334,0.35053763440860214,1.0752871602410987,0.9631760975124625,1,
GO:0045039,protein insertion into mitochondrial inner membrane,13,0.7638888888888888,0.4543269230769231,1.0191990734553893,1.1352560882248535,1,
GO:0006950,response to stress,806,1.1123439667128987,0.026,1.000000000000027,1.2039647638191926,4,YBR163W;YJR100C;YJL197W;YBR044C
GO:0008033,tRNA processing,136,2.6274509803921555,0.0,1.0000000000000269,1.1534582051502222,2,YPR116W;YLR091W
GO:0019219,regulation of nucleobase-containing compound metabolic process,743,1.1246200607902765,0.15,1.0000000000000264,1.1182163763344755,3,YGR150C;YNL295W;YMR098C
GO:0051129,negative regulation of cellular component organization,127,2.976190476190473,0.197,1.0000000000000224,1.155899105883265,2,YJR100C;YJL197W
GO:0016070,RNA metabolic process,1379,1.0610510046367878,0.075,1.0000000000000222,1.1180689556800656,6,YGR150C;YLR091W;YBR120C;YLR203C;YMR098C;YPR116W
GO:0045934,negative regulation of nucleobase-containing compound metabolic process,234,1.5637583892617521,0.137,1.0000000000000218,1.1084858453275221,1,YMR098C
GO:0044249,cellular biosynthetic process,1969,1.0392781316348223,0.179,1.0000000000000213,1.1069480329135737,11,YHL021C;YMR159C;YBR120C;YLR203C;YPL215W;YER153C;YLR168C;YGR223C;YMR257C;YJL062W-A;YNL005C
GO:0019941,modification-dependent protein catabolic process,245,1.5187500000000045,0.323,1.000000000000021,1.0851029568418749,2,YOR124C;YJL197W
GO:0009605,response to external stimulus,174,1.9438202247191028,0.239,1.0000000000000207,1.1375819447994804,1,YGL059W
GO:0006397,mRNA processing,210,1.6560000000000004,0.819,1.0000000000000204,1.1194172404151885,3,YGR150C;YBR120C;YLR203C
GO:0044238,primary metabolic process,3446,1.0175542993156816,0.339,1.00000000000002,1.0607252933052764,26,YGR150C;YNL295W;YMR257C;YNL005C;YLR091W;YBR227C;YBR120C;YLR203C;YMR098C;YCR079W;YDR332W;YPL215W;YJL062W-A;YJL197W;YPR116W;YNR020C;YEL059C-A;YER153C;YLR168C;YOR124C;YFL046W;YMR159C;YBR163W;YDR322W;YGL059W;YGR223C
GO:0034641,cellular nitrogen compound metabolic process,2346,1.0305174701459514,0.603,1.00000000000002,1.0607252933052764,16,YGR150C;YHL021C;YNL295W;YLR091W;YFL046W;YBR120C;YBR163W;YLR203C;YMR098C;YPR116W;YDR332W;YPL215W;YER153C;YJL062W-A;YMR257C;YNL005C
GO:0006810,transport,1384,1.0500384911470344,0.11,1.00000000000002,1.0607252933052764,19,YHR117W;YML030W;YKR016W;YLR099W-A;YJR100C;YBR227C;YAL048C;YPL250C;YBR044C;YNR018W;YLR038C;YLR168C;YNR040W;YBR230C;YDL107W;YMR159C;YGR062C;YDR185C;YLR050C
GO:0098660,inorganic ion transmembrane transport,172,1.9425287356321892,0.249,1.0000000000000195,1.087130773421608,3,YLR038C;YML030W;YNR018W
GO:0046700,heterocycle catabolic process,218,1.6315789473684248,0.164,1.0000000000000193,1.0746556204654762,1,YMR098C
