GO Term ID,GO Term Name,Num Annotations,ES,p-value,NES,FDR q-value,LES size,Leading-edge subset
GO:0009987,cellular process,5168,1.0001940617116243,0.0,1.0000000000000273,0.9197894180511561,13,YNR035C;YBR234C;YKL013C;YOR060C;YDR339C;YIL051C;YJL116C;YFL039C;YJL063C;YKR085C;YLR370C;YBL080C;YJR065C
GO:0051179,localization,1626,1.007448789571695,0.148,1.0000000000000258,0.9038104487907668,3,YLR370C;YNR035C;YFL039C
GO:0000469,cleavage involved in rRNA processing,86,1.1971830985915493,0.0,1.000000000000025,1.1871874817679822,1,YDR339C
GO:0006753,nucleoside phosphate metabolic process,188,1.0809248554913296,0.735,1.000000000000025,1.1871874817679822,1,YJL116C
GO:0000281,mitotic cytokinesis,86,1.197183098591549,0.54,1.0000000000000249,1.049784990888281,1,YFL039C
GO:0043543,protein acylation,86,1.197183098591549,0.52,1.0000000000000249,1.049784990888281,1,YFL039C
GO:1901607,alpha-amino acid biosynthetic process,114,1.141414141414142,0.124,1.0000000000000246,0.9376230891006976,1,YIL051C
GO:0016043,cellular component organization,2090,1.003855421686747,0.057,1.0000000000000242,0.9537447277294833,7,YNR035C;YBR234C;YKL013C;YJL116C;YFL039C;YLR370C;YJR065C
GO:0071704,organic substance metabolic process,3641,1.0013789299503586,0.044,1.0000000000000238,1.002680321089425,9,YOR060C;YDR339C;YIL051C;YJL116C;YFL039C;YCL044C;YJL063C;YKR085C;YBL080C
GO:0019219,regulation of nucleobase-containing compound metabolic process,743,1.0192307692307692,0.0,1.0000000000000238,1.002680321089425,1,YOR060C
GO:0009141,nucleoside triphosphate metabolic process,67,1.2692307692307692,0.0,1.0000000000000235,0.9949632052534418,1,YJL116C
GO:0006475,internal protein amino acid acetylation,67,1.2692307692307687,0.387,1.000000000000023,0.9319876490490424,1,YFL039C
GO:0018393,internal peptidyl-lysine acetylation,67,1.2692307692307687,0.398,1.000000000000023,0.9319876490490424,1,YFL039C
GO:0018394,peptidyl-lysine acetylation,67,1.2692307692307687,0.406,1.000000000000023,0.9319876490490424,1,YFL039C
GO:0034660,ncRNA metabolic process,538,1.0248565965583172,0.235,1.0000000000000229,0.9769808121956326,2,YBL080C;YDR339C
GO:0033554,cellular response to stress,750,1.0190476190476199,0.256,1.0000000000000222,1.009421448746152,1,YFL039C
